"","pathway","transcriptome_pval","transcriptome_padj","proteome_pval","proteome_padj","phosphoproteome_pval","phosphoproteome_padj","combined_pval","combined_padj","Contrast","negativelog10FDR","Pathway","Algorithm"
"228","(KEGG) Salivary secretion",0.906666666666667,0.99777941227978,0.733990147783251,0.945329814828967,0.842723004694836,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Salivary Secretion","multiGSEA"
"229","(KEGG) Gastric acid secretion",0.867208672086721,0.99777941227978,0.771084337349398,0.947139072232035,0.580597014925373,0.951582618025751,0.999796254644481,1,"X1O2NoCyA - X1O2PlusCyA",0,"Gastric Acid Secretion","multiGSEA"
"230","(KEGG) Pancreatic secretion",0.0780984719864177,0.57830059018514,0.359848484848485,0.945329814828967,0.842723004694836,0.951582618025751,0.97709379566233,1,"X1O2NoCyA - X1O2PlusCyA",0,"Pancreatic Secretion","multiGSEA"
"231","(KEGG) Carbohydrate digestion and absorption",0.73859649122807,0.99777941227978,0.220833333333333,0.857606010703993,0.622406639004149,0.951582618025751,0.999356221558348,1,"X1O2NoCyA - X1O2PlusCyA",0,"Carbohydrate Digestion And Absorption","multiGSEA"
"232","(KEGG) Fat digestion and absorption",0.541071428571429,0.979994958225295,0.791744840525328,0.951046091078415,NA,NA,0.995635201512595,1,"X1O2NoCyA - X1O2PlusCyA",0,"Fat Digestion And Absorption","multiGSEA"
"233","(KEGG) Bile secretion",0.818661971830986,0.99777941227978,0.414596273291925,0.945329814828967,NA,NA,0.999166471523634,1,"X1O2NoCyA - X1O2PlusCyA",0,"Bile Secretion","multiGSEA"
"234","(KEGG) Vitamin digestion and absorption",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Vitamin Digestion And Absorption","multiGSEA"
"235","(KEGG) Mineral absorption",0.101075268817204,0.603174603174603,0.647279549718574,0.945329814828967,0.607883817427386,0.951582618025751,0.979028357486124,1,"X1O2NoCyA - X1O2PlusCyA",0,"Mineral Absorption","multiGSEA"
"236","(KEGG) Cholesterol metabolism",0.834710743801653,0.99777941227978,0.812265331664581,0.957651344336062,0.0535714285714286,0.942982456140351,0.999807633129159,1,"X1O2NoCyA - X1O2PlusCyA",0,"Cholesterol Metabolism","multiGSEA"
"237","(KEGG) Alzheimer disease",0.352459016393443,0.869958365860005,0.677157360406091,0.945329814828967,0.65990990990991,0.951582618025751,0.994349836890016,1,"X1O2NoCyA - X1O2PlusCyA",0,"Alzheimer Disease","multiGSEA"
"238","(KEGG) Parkinson disease",0.0254244043606086,0.364753086419753,0.605102040816327,0.945329814828967,0.806973848069738,0.951582618025751,0.953853640757052,1,"X1O2NoCyA - X1O2PlusCyA",0,"Parkinson Disease","multiGSEA"
"239","(KEGG) Amyotrophic lateral sclerosis",0.495934959349593,0.963973577235772,0.757916241062308,0.946838583131418,0.426872770511296,0.94823154491213,0.998197535845282,1,"X1O2NoCyA - X1O2PlusCyA",0,"Amyotrophic Lateral Sclerosis","multiGSEA"
"240","(KEGG) Huntington disease",0.359712230215827,0.873988309352518,0.990721649484536,0.996789191593781,0.418549346016647,0.94823154491213,0.999250174651978,1,"X1O2NoCyA - X1O2PlusCyA",0,"Huntington Disease","multiGSEA"
"241","(KEGG) Spinocerebellar ataxia",1,1,0.955366631243358,0.974895220354769,0.34529702970297,0.94823154491213,0.994389949579504,1,"X1O2NoCyA - X1O2PlusCyA",0,"Spinocerebellar Ataxia","multiGSEA"
"242","(KEGG) Prion disease",0.738255033557047,0.99777941227978,0.958720330237358,0.974895220354769,0.561868686868687,0.951582618025751,0.999904920215688,1,"X1O2NoCyA - X1O2PlusCyA",0,"Prion Disease","multiGSEA"
"243","(KEGG) Cocaine addiction",0.253658536585366,0.77140148563711,0.427848101265823,0.945329814828967,0.313775510204082,0.94823154491213,0.989092375081206,1,"X1O2NoCyA - X1O2PlusCyA",0,"Cocaine Addiction","multiGSEA"
"244","(KEGG) Amphetamine addiction",0.465437788018433,0.958616901150548,0.765734265734266,0.947010132724418,0.138613861386139,0.942982456140351,0.997795538785336,1,"X1O2NoCyA - X1O2PlusCyA",0,"Amphetamine Addiction","multiGSEA"
"245","(KEGG) Morphine addiction",0.762666666666667,0.99777941227978,0.858926342072409,0.96734033231648,0.699530516431925,0.951582618025751,0.999876468436087,1,"X1O2NoCyA - X1O2PlusCyA",0,"Morphine Addiction","multiGSEA"
"246","(KEGG) Alcoholism",0.84287812041116,0.99777941227978,0.682539682539683,0.945329814828967,0.0420918367346939,0.942982456140351,0.999748719467306,1,"X1O2NoCyA - X1O2PlusCyA",0,"Alcoholism","multiGSEA"
"247","(KEGG) Bacterial invasion of epithelial cells",0.261363636363636,0.77140148563711,0.0941704035874439,0.712806230057866,0.431972789115646,0.94823154491213,0.954808138713951,1,"X1O2NoCyA - X1O2PlusCyA",0,"Bacterial Invasion Of Epithelial Cells","multiGSEA"
"248","(KEGG) Vibrio cholerae infection",0.271929824561404,0.775873169161436,0.0670886075949367,0.615995397008055,0.133802816901408,0.942982456140351,0.935810209071051,1,"X1O2NoCyA - X1O2PlusCyA",0,"Vibrio Cholerae Infection","multiGSEA"
"249","(KEGG) Epithelial cell signaling in Helicobacter pylori infection",0.319148936170213,0.82591376057027,0.621454993834772,0.945329814828967,0.429837518463811,0.94823154491213,0.991935027331534,1,"X1O2NoCyA - X1O2PlusCyA",0,"Epithelial Cell Signaling In Helicobacter Pylori Infection","multiGSEA"
"250","(KEGG) Pathogenic Escherichia coli infection",0.616788321167883,0.99777941227978,0.921956295525494,0.968493150684932,0.863526570048309,0.952093397745572,0.999882227746038,1,"X1O2NoCyA - X1O2PlusCyA",0,"Pathogenic Escherichia Coli Infection","multiGSEA"
"251","(KEGG) Shigellosis",0.659919028340081,0.99777941227978,0.50561797752809,0.945329814828967,0.75,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Shigellosis","multiGSEA"
"252","(KEGG) Salmonella infection",0.263598326359833,0.77140148563711,0.801627670396745,0.95252229070672,0.729608938547486,0.951582618025751,0.990662174770342,1,"X1O2NoCyA - X1O2PlusCyA",0,"Salmonella Infection","multiGSEA"
"253","(KEGG) Pertussis",0.970404984423676,0.99777941227978,0.966507177033493,0.976172248803828,0.719444444444444,0.951582618025751,0.999909655976719,1,"X1O2NoCyA - X1O2PlusCyA",0,"Pertussis","multiGSEA"
"254","(KEGG) Legionellosis",0.746898263027295,0.99777941227978,0.434456928838951,0.945329814828967,0.224489795918367,0.942982456140351,0.999748719467306,1,"X1O2NoCyA - X1O2PlusCyA",0,"Legionellosis","multiGSEA"
"255","(KEGG) Yersinia infection",0.864145658263305,0.99777941227978,0.323560209424084,0.945329814828967,0.978060046189376,0.981865727302954,0.999920287457406,1,"X1O2NoCyA - X1O2PlusCyA",0,"Yersinia Infection","multiGSEA"
"256","(KEGG) Leishmaniasis",0.680115273775216,0.99777941227978,0.182237600922722,0.834739852141163,0.0478207396617387,0.942982456140351,0.99908573183492,1,"X1O2NoCyA - X1O2PlusCyA",0,"Leishmaniasis","multiGSEA"
"257","(KEGG) Chagas disease",0.933920704845815,0.99777941227978,0.697339246119734,0.945329814828967,0.870917573872473,0.952104805335161,0.999791146139341,1,"X1O2NoCyA - X1O2PlusCyA",0,"Chagas Disease","multiGSEA"
"258","(KEGG) African trypanosomiasis",0.179715302491103,0.666666666666667,0.0307692307692308,0.405351170568562,0.731868131868132,0.951582618025751,0.857470520974858,1,"X1O2NoCyA - X1O2PlusCyA",0,"African Trypanosomiasis","multiGSEA"
"259","(KEGG) Malaria",0.121428571428571,0.603174603174603,0.164596273291925,0.834739852141163,NA,NA,0.808674396977317,1,"X1O2NoCyA - X1O2PlusCyA",0,"Malaria","multiGSEA"
"260","(KEGG) Toxoplasmosis",0.257328990228013,0.77140148563711,0.231270358306189,0.857606010703993,0.267543859649123,0.942982456140351,0.974954476182594,1,"X1O2NoCyA - X1O2PlusCyA",0,"Toxoplasmosis","multiGSEA"
"261","(KEGG) Amoebiasis",0.976430976430976,0.99777941227978,0.328339575530587,0.945329814828967,0.406103286384977,0.94823154491213,0.999773308934072,1,"X1O2NoCyA - X1O2PlusCyA",0,"Amoebiasis","multiGSEA"
"262","(KEGG) Staphylococcus aureus infection",0.120898100172712,0.603174603174603,0.113354037267081,0.720358731727985,NA,NA,0.725028281100476,1,"X1O2NoCyA - X1O2PlusCyA",0,"Staphylococcus Aureus Infection","multiGSEA"
"263","(KEGG) Tuberculosis",0.114583333333333,0.603174603174603,0.90552016985138,0.96734033231648,0.24,0.942982456140351,0.983311067122852,1,"X1O2NoCyA - X1O2PlusCyA",0,"Tuberculosis","multiGSEA"
"264","(KEGG) Hepatitis C",0.0363297510553014,0.389605261317198,0.796178343949045,0.951046091078415,0.66540404040404,0.951582618025751,0.960141751892158,1,"X1O2NoCyA - X1O2PlusCyA",0,"Hepatitis C","multiGSEA"
"265","(KEGG) Hepatitis B",0.880494505494505,0.99777941227978,0.681581685744017,0.945329814828967,0.380214541120381,0.94823154491213,0.999773308934072,1,"X1O2NoCyA - X1O2PlusCyA",0,"Hepatitis B","multiGSEA"
"266","(KEGG) Measles",0.338926174496644,0.848181818181818,0.736559139784946,0.945329814828967,0.522935779816514,0.951582618025751,0.993374741024022,1,"X1O2NoCyA - X1O2PlusCyA",0,"Measles","multiGSEA"
"267","(KEGG) Human cytomegalovirus infection",0.0229419703103914,0.364753086419753,0.745884773662551,0.945329814828967,0.846846846846847,0.951582618025751,0.953853640757052,1,"X1O2NoCyA - X1O2PlusCyA",0,"Human Cytomegalovirus Infection","multiGSEA"
"268","(KEGG) Influenza A",0.850507982583454,0.99777941227978,0.111587982832618,0.720358731727985,0.454954954954955,0.94823154491213,0.998247442449842,1,"X1O2NoCyA - X1O2PlusCyA",0,"Influenza A","multiGSEA"
"269","(KEGG) Human papillomavirus infection",0.412280701754386,0.922440994572763,0.853333333333333,0.96734033231648,0.839265212399541,0.951582618025751,0.997769192188503,1,"X1O2NoCyA - X1O2PlusCyA",0,"Human Papillomavirus Infection","multiGSEA"
"270","(KEGG) Human T-cell leukemia virus 1 infection",0.196990424076607,0.680711354309166,0.0205973223480947,0.328473087972248,0.837416481069042,0.951582618025751,0.834818937932181,1,"X1O2NoCyA - X1O2PlusCyA",0,"Human T-Cell Leukemia Virus 1 Infection","multiGSEA"
"271","(KEGG) Kaposi sarcoma-associated herpesvirus infection",0.503571428571429,0.97273735581189,0.662851196670135,0.945329814828967,0.528846153846154,0.951582618025751,0.998619203567092,1,"X1O2NoCyA - X1O2PlusCyA",0,"Kaposi Sarcoma-Associated Herpesvirus Infection","multiGSEA"
"272","(KEGG) Herpes simplex virus 1 infection",0.0870098039215686,0.603174603174603,0.889348500517063,0.96734033231648,0.879768786127168,0.953698936221888,0.98559651356335,1,"X1O2NoCyA - X1O2PlusCyA",0,"Herpes Simplex Virus 1 Infection","multiGSEA"
"273","(KEGG) Epstein-Barr virus infection",0.0929264909847434,0.603174603174603,0.574974146845915,0.945329814828967,0.455410225921522,0.94823154491213,0.978065780597785,1,"X1O2NoCyA - X1O2PlusCyA",0,"Epstein-Barr Virus Infection","multiGSEA"
"274","(KEGG) Human immunodeficiency virus 1 infection",0.816091954022989,0.99777941227978,0.868367346938775,0.96734033231648,0.109613655428424,0.942982456140351,0.999852156391516,1,"X1O2NoCyA - X1O2PlusCyA",0,"Human Immunodeficiency Virus 1 Infection","multiGSEA"
"275","(KEGG) Pathways in cancer",0.314553990610329,0.82591376057027,0.490853658536585,0.945329814828967,0.268980477223427,0.942982456140351,0.991307506026552,1,"X1O2NoCyA - X1O2PlusCyA",0,"Pathways In Cancer","multiGSEA"
"276","(KEGG) Transcriptional misregulation in cancer",0.0771929824561404,0.57830059018514,0.406340057636888,0.945329814828967,0.466765140324963,0.94823154491213,0.976057122712251,1,"X1O2NoCyA - X1O2PlusCyA",0,"Transcriptional Misregulation In Cancer","multiGSEA"
"277","(KEGG) Viral carcinogenesis",0.266968325791855,0.77140148563711,0.264880952380952,0.91341616860648,0.227430555555556,0.942982456140351,0.983333262969395,1,"X1O2NoCyA - X1O2PlusCyA",0,"Viral Carcinogenesis","multiGSEA"
"278","(KEGG) Chemical carcinogenesis",0.984455958549223,0.99777941227978,0.393939393939394,0.945329814828967,0.755769230769231,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Chemical Carcinogenesis","multiGSEA"
"279","(KEGG) Proteoglycans in cancer",0.80570652173913,0.99777941227978,0.579710144927536,0.945329814828967,0.752821670428894,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Proteoglycans In Cancer","multiGSEA"
"280","(KEGG) MicroRNAs in cancer",0.832409972299169,0.99777941227978,0.653390742734123,0.945329814828967,0.598163030998852,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Micrornas In Cancer","multiGSEA"
"281","(KEGG) Colorectal cancer",0.0527950310559006,0.482919254658385,0.722838137472284,0.945329814828967,0.437665782493369,0.94823154491213,0.967086486497464,1,"X1O2NoCyA - X1O2PlusCyA",0,"Colorectal Cancer","multiGSEA"
"282","(KEGG) Renal cell carcinoma",0.857954545454545,0.99777941227978,0.73015873015873,0.945329814828967,0.123096446700508,0.942982456140351,0.999748719467306,1,"X1O2NoCyA - X1O2PlusCyA",0,"Renal Cell Carcinoma","multiGSEA"
"283","(KEGG) Pancreatic cancer",0.0213848079760123,0.364753086419753,0.401982378854626,0.945329814828967,0.640350877192982,0.951582618025751,0.953853640757052,1,"X1O2NoCyA - X1O2PlusCyA",0,"Pancreatic Cancer","multiGSEA"
"284","(KEGG) Endometrial cancer",0.358778625954198,0.873988309352518,0.341121495327103,0.945329814828967,0.360810810810811,0.94823154491213,0.994225803054011,1,"X1O2NoCyA - X1O2PlusCyA",0,"Endometrial Cancer","multiGSEA"
"285","(KEGG) Glioma",0.425287356321839,0.936966186966187,0.744,0.945329814828967,0.156084656084656,0.942982456140351,0.996736444182164,1,"X1O2NoCyA - X1O2PlusCyA",0,"Glioma","multiGSEA"
"286","(KEGG) Prostate cancer",0.694566813509545,0.99777941227978,0.430493273542601,0.945329814828967,0.0946969696969697,0.942982456140351,0.999748719467306,1,"X1O2NoCyA - X1O2PlusCyA",0,"Prostate Cancer","multiGSEA"
"287","(KEGG) Thyroid cancer",0.580542264752791,0.99777941227978,0.359223300970874,0.945329814828967,0.827178729689808,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Thyroid Cancer","multiGSEA"
"288","(KEGG) Basal cell carcinoma",0.621495327102804,0.99777941227978,0.176388888888889,0.834739852141163,0.841368584758942,0.951582618025751,0.99921921292046,1,"X1O2NoCyA - X1O2PlusCyA",0,"Basal Cell Carcinoma","multiGSEA"
"289","(KEGG) Melanoma",0.717142857142857,0.99777941227978,0.504784688995215,0.945329814828967,0.677009873060649,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Melanoma","multiGSEA"
"290","(KEGG) Bladder cancer",0.194029850746269,0.678014422270669,0.131414267834793,0.765740829883508,0.285081240768095,0.942982456140351,0.944949072024322,1,"X1O2NoCyA - X1O2PlusCyA",0,"Bladder Cancer","multiGSEA"
"291","(KEGG) Chronic myeloid leukemia",0.784256559766764,0.99777941227978,0.298129812981298,0.945329814828967,0.255610972568579,0.942982456140351,0.999748719467306,1,"X1O2NoCyA - X1O2PlusCyA",0,"Chronic Myeloid Leukemia","multiGSEA"
"292","(KEGG) Acute myeloid leukemia",0.647779479326187,0.99777941227978,0.722602739726027,0.945329814828967,0.556675062972292,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Acute Myeloid Leukemia","multiGSEA"
"293","(KEGG) Small cell lung cancer",0.533742331288344,0.979994958225295,0.524774774774775,0.945329814828967,0.741007194244604,0.951582618025751,0.998925166461671,1,"X1O2NoCyA - X1O2PlusCyA",0,"Small Cell Lung Cancer","multiGSEA"
"294","(KEGG) Non-small cell lung cancer",0.984894259818731,0.99777941227978,0.356812933025404,0.945329814828967,0.279487179487179,0.942982456140351,0.999748719467306,1,"X1O2NoCyA - X1O2PlusCyA",0,"Non-Small Cell Lung Cancer","multiGSEA"
"295","(KEGG) Breast cancer",0.940425531914894,0.99777941227978,0.448979591836735,0.945329814828967,0.634517766497462,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Breast Cancer","multiGSEA"
"296","(KEGG) Hepatocellular carcinoma",0.941605839416058,0.99777941227978,0.473963868225292,0.945329814828967,0.550877192982456,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Hepatocellular Carcinoma","multiGSEA"
"297","(KEGG) Gastric cancer",0.316498316498317,0.82591376057027,0.586015538290788,0.945329814828967,0.394871794871795,0.94823154491213,0.991935027331534,1,"X1O2NoCyA - X1O2PlusCyA",0,"Gastric Cancer","multiGSEA"
"298","(KEGG) Central carbon metabolism in cancer",0.540581929555896,0.979994958225295,0.391352549889135,0.945329814828967,0.903508771929825,0.967241755841887,0.9992467318557,1,"X1O2NoCyA - X1O2PlusCyA",0,"Central Carbon Metabolism In Cancer","multiGSEA"
"299","(KEGG) Choline metabolism in cancer",0.916184971098266,0.99777941227978,0.378752886836028,0.945329814828967,0.520161290322581,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Choline Metabolism In Cancer","multiGSEA"
"300","(KEGG) PD-L1 expression and PD-1 checkpoint pathway in cancer",0.488958990536278,0.963973577235772,0.205016357688113,0.839458869993221,0.829974811083123,0.951582618025751,0.994915464525023,1,"X1O2NoCyA - X1O2PlusCyA",0,"Pd-L1 Expression And Pd-1 Checkpoint Pathway In Cancer","multiGSEA"
"301","(KEGG) Asthma",0.108949416342412,0.603174603174603,NA,NA,NA,NA,0.603174603174603,1,"X1O2NoCyA - X1O2PlusCyA",0,"Asthma","multiGSEA"
"302","(KEGG) Autoimmune thyroid disease",0.678571428571429,0.99777941227978,0.677298311444653,0.945329814828967,NA,NA,0.999166471523634,1,"X1O2NoCyA - X1O2PlusCyA",0,"Autoimmune Thyroid Disease","multiGSEA"
"303","(KEGG) Inflammatory bowel disease",0.878109452736318,0.99777941227978,0.421777221526909,0.945329814828967,0.369897959183673,0.94823154491213,0.999773308934072,1,"X1O2NoCyA - X1O2PlusCyA",0,"Inflammatory Bowel Disease","multiGSEA"
"304","(KEGG) Systemic lupus erythematosus",0.401904761904762,0.91906162464986,NA,NA,NA,NA,0.91906162464986,1,"X1O2NoCyA - X1O2PlusCyA",0,"Systemic Lupus Erythematosus","multiGSEA"
"305","(KEGG) Rheumatoid arthritis",0.452464788732394,0.944406371112582,0.113240418118467,0.720358731727985,NA,NA,0.93812479439561,1,"X1O2NoCyA - X1O2PlusCyA",0,"Rheumatoid Arthritis","multiGSEA"
"306","(KEGG) Allograft rejection",0.550167224080268,0.979994958225295,0.2090112640801,0.844405506883604,0.419444444444444,0.94823154491213,0.996638536629286,1,"X1O2NoCyA - X1O2PlusCyA",0,"Allograft Rejection","multiGSEA"
"307","(KEGG) Graft-versus-host disease",0.103202846975089,0.603174603174603,0.595100864553314,0.945329814828967,0.916666666666667,0.969121561668145,0.984378503472329,1,"X1O2NoCyA - X1O2PlusCyA",0,"Graft-Versus-Host Disease","multiGSEA"
"308","(KEGG) Hypertrophic cardiomyopathy",0.49400479616307,0.963973577235772,0.148936170212766,0.820502901353965,0.968921389396709,0.980320464566082,0.997089540482162,1,"X1O2NoCyA - X1O2PlusCyA",0,"Hypertrophic Cardiomyopathy","multiGSEA"
"309","(KEGG) Arrhythmogenic right ventricular cardiomyopathy",0.89727463312369,0.99777941227978,0.172727272727273,0.834739852141163,NA,NA,0.996530722181448,1,"X1O2NoCyA - X1O2PlusCyA",0,"Arrhythmogenic Right Ventricular Cardiomyopathy","multiGSEA"
"310","(KEGG) Dilated cardiomyopathy",0.736263736263736,0.99777941227978,0.674475955610358,0.945329814828967,0.800469483568075,0.951582618025751,0.99978875637734,1,"X1O2NoCyA - X1O2PlusCyA",0,"Dilated Cardiomyopathy","multiGSEA"
"311","(KEGG) Viral myocarditis",0.376237623762376,0.89171867093945,0.557620817843866,0.945329814828967,0.836734693877551,0.951582618025751,0.995291144717683,1,"X1O2NoCyA - X1O2PlusCyA",0,"Viral Myocarditis","multiGSEA"
"312","(KEGG) Fluid shear stress and atherosclerosis",0.661341853035144,0.99777941227978,0.360477741585233,0.945329814828967,0.14030612244898,0.942982456140351,0.999748719467306,1,"X1O2NoCyA - X1O2PlusCyA",0,"Fluid Shear Stress And Atherosclerosis","multiGSEA"
"313","(KEGG) Valine, leucine and isoleucine biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Valine, Leucine And Isoleucine Biosynthesis","multiGSEA"
"314","(KEGG) D-Arginine and D-ornithine metabolism",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"D-Arginine And D-Ornithine Metabolism","multiGSEA"
"315","(KEGG) Neomycin, kanamycin and gentamicin biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Neomycin, Kanamycin And Gentamicin Biosynthesis","multiGSEA"
"316","(KEGG) Protein digestion and absorption",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Protein Digestion And Absorption","multiGSEA"
"317","(KEGG) Nicotine addiction",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Nicotine Addiction","multiGSEA"
"318","(KEGG) Glycolysis / Gluconeogenesis",1.00822536439733e-11,3.1355808832757e-09,0.000164991766902277,0.00833208422856497,0.0558194774346793,0.997416020671835,0.0008989105938372,0.134635838569972,"X1O2NoCyA vs X19O2NoCyA",0.870839320339038,"Glycolysis / Gluconeogenesis","multiGSEA"
"319","(KEGG) Citrate cycle (TCA cycle)",0.0133300521992869,0.195128547689281,0.506622516556291,1,0.417886178861789,0.997416020671835,0.914628957463974,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Citrate Cycle (Tca Cycle)","multiGSEA"
"320","(KEGG) Pentose phosphate pathway",0.000483690669524951,0.0160161386746255,0.110429447852761,0.644145244844101,0.162198391420912,0.997416020671835,0.722408038322886,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Pentose Phosphate Pathway","multiGSEA"
"321","(KEGG) Pentose and glucuronate interconversions",0.844903988183161,0.96478838116328,0.387700534759358,1,NA,NA,0.96478838116328,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Pentose And Glucuronate Interconversions","multiGSEA"
"322","(KEGG) Fructose and mannose metabolism",1.15591046977683e-05,0.000599146926834323,3.39125578576665e-06,0.000342516834362432,0.283898305084746,0.997416020671835,0.0133420438726789,0.82987512888063,"X1O2NoCyA vs X19O2NoCyA",0.08098725089855,"Fructose And Mannose Metabolism","multiGSEA"
"323","(KEGG) Galactose metabolism",0.0618556701030928,0.461708683473389,0.00950326122104653,0.143974407498855,0.271959459459459,0.997416020671835,0.827791935509726,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Galactose Metabolism","multiGSEA"
"324","(KEGG) Ascorbate and aldarate metabolism",0.547916666666667,0.827194579288026,0.616731517509728,1,NA,NA,0.827194579288026,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Ascorbate And Aldarate Metabolism","multiGSEA"
"325","(KEGG) Fatty acid biosynthesis",0.98273381294964,0.992274604092481,0.0285179112978359,0.300763885891848,0.773170731707317,0.997416020671835,0.996647229614129,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Fatty Acid Biosynthesis","multiGSEA"
"326","(KEGG) Fatty acid elongation",0.539622641509434,0.825116599128374,0.874233128834356,1,0.8125,0.997416020671835,0.995836428305032,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Fatty Acid Elongation","multiGSEA"
"327","(KEGG) Fatty acid degradation",0.864,0.96478838116328,0.0974025974025974,0.601488833746898,0.946280991735537,0.997416020671835,0.997503717077568,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Fatty Acid Degradation","multiGSEA"
"328","(KEGG) Synthesis and degradation of ketone bodies",0.260504201680672,0.678933416497739,0.415584415584416,1,0.620423892100193,0.997416020671835,0.989443018209743,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Synthesis And Degradation Of Ketone Bodies","multiGSEA"
"329","(KEGG) Steroid biosynthesis",0.000198625089527823,0.00772155035539411,0.06158357771261,0.533137829912023,0.378048780487805,0.997416020671835,0.604211203698258,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Steroid Biosynthesis","multiGSEA"
"330","(KEGG) Primary bile acid biosynthesis",0.867256637168142,0.96478838116328,0.214975845410628,0.930538302277433,NA,NA,0.98998185869074,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Primary Bile Acid Biosynthesis","multiGSEA"
"331","(KEGG) Ubiquinone and other terpenoid-quinone biosynthesis",0.300884955752212,0.695332774384158,0.487704918032787,1,NA,NA,0.695332774384158,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Ubiquinone And Other Terpenoid-Quinone Biosynthesis","multiGSEA"
"332","(KEGG) Steroid hormone biosynthesis",0.572347266881029,0.832033196153505,0.431524547803618,1,NA,NA,0.832033196153505,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Steroid Hormone Biosynthesis","multiGSEA"
"333","(KEGG) Oxidative phosphorylation",0.0226969292389853,0.282349799732977,0.00351886236336833,0.082016561238508,0.695934959349593,0.997416020671835,0.683868825007809,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Oxidative Phosphorylation","multiGSEA"
"334","(KEGG) Arginine biosynthesis",0.575539568345324,0.832033196153505,0.792746113989637,1,NA,NA,0.832033196153505,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Arginine Biosynthesis","multiGSEA"
"335","(KEGG) Purine metabolism",0.375838926174497,0.747476365966993,0.817813765182186,1,0.842039800995025,0.997416020671835,0.99283077412114,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Purine Metabolism","multiGSEA"
"336","(KEGG) Caffeine metabolism",0.0193354766846451,0.250555552038526,0.365758754863813,1,NA,NA,0.250555552038526,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Caffeine Metabolism","multiGSEA"
"337","(KEGG) Pyrimidine metabolism",0.687580025608195,0.909946331762334,0.872905027932961,1,0.359249329758713,0.997416020671835,0.998278594397921,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Pyrimidine Metabolism","multiGSEA"
"338","(KEGG) Alanine, aspartate and glutamate metabolism",0.776,0.951468175853018,0.339506172839506,0.987727708533078,0.180743243243243,0.997416020671835,0.999945722875976,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Alanine, Aspartate And Glutamate Metabolism","multiGSEA"
"339","(KEGG) Glycine, serine and threonine metabolism",0.237154150197628,0.660124742840349,0.0753033713606134,0.577888519748985,0.522727272727273,0.997416020671835,0.975366038338668,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Glycine, Serine And Threonine Metabolism","multiGSEA"
