"","Pathway","Method","Contrast","negativelog10pvalue","pvalue","FDR","negativelog10FDR"
"52","Fluid shear stress and atherosclerosis","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.81349099835409,0.000153641663839479,0.000514699573862254,3.28844619131724
"54","Insulin resistance","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.88785444917936,1.29462965501162e-05,6.15906652443399e-05,4.21048510504458
"58","Fatty acid elongation","Proteomics","X1O2PlusCyA - X1O2NoCyA",11.103564677789,7.87835093496115e-12,2.26221219703885e-10,9.64546666038282
"61","Non-alcoholic fatty liver disease","Proteomics","X1O2PlusCyA - X1O2NoCyA",14.1558176286646,6.98525671252218e-15,3.74409759791189e-13,12.4266528389718
"62","Small cell lung cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.13837213920797,0.000727156450090847,0.00200312403529175,2.69829215795807
"63","p53 signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.23436339834909,5.82957107498436e-05,0.000213044324740337,3.67153003042285
"64","Morphine addiction","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.30391680759973,4.96687456585675e-05,0.000188366375044756,3.72499661978003
"66","Salmonella infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.82668565613991,1.4904394726773e-07,1.33145926225838e-06,5.87567211683078
"68","Th1 and Th2 cell differentiation","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.14543705977216,0.000715423069415728,0.00199031193013926,2.70107885378025
"70","AGE-RAGE signaling pathway in diabetic complications","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.5915645566311,0.000256115252780176,0.000810695524548274,3.09114222450259
"74","Human immunodeficiency virus 1 infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.98957175955541,0.0102430251827899,0.0227482602430337,1.64305181200651
"75","Hepatitis C","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.75066206626523,0.00177557055255362,0.00456089049282145,2.34095035506323
"77","Fc gamma R-mediated phagocytosis","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.693573491534,2.02500690512715e-05,9.14666040293388e-05,4.03873744509444
"80","Hepatitis B","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.09549660212082,0.00802607840376316,0.0181263119006337,1.74169055134524
"83","Pancreatic cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.61756201262446,0.000241233705197139,0.000772716728998008,3.11197968535705
"84","Renal cell carcinoma","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.6006282706584,2.50825524656628e-06,1.48282148399948e-05,4.82891113028017
"86","Influenza A","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.02629281598008,0.00941254756844297,0.0210799115460394,1.67613121580995
"87","Peroxisome","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.80736632166733,0.0155823759549208,0.0333197613504157,1.47729811784654
"88","Sulfur relay system","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.5564643878499,2.77674252967431e-08,3.23550868675093e-07,6.4900574298387
"89","Kaposi sarcoma-associated herpesvirus infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.98840123571885,0.0102706697365936,0.0227482602430337,1.64305181200651
"90","Inositol phosphate metabolism","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.47861284284653,0.000332190460864146,0.00101167094899535,2.99496072096791
"91","Growth hormone synthesis, secretion and action","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.56186061689257,2.74245419797097e-05,0.000119185577036144,3.92377629654713
"92","Pyrimidine metabolism","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.01158499600296,0.0097367720779845,0.0217454576408321,1.66263144802179
"931","Pathways in cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",10.0253806674277,9.43233751402795e-11,2.04962144899418e-09,8.68832634274621
"95","mTOR signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",10.6864514072644,2.05848919976709e-11,5.17195411441482e-10,9.28634533683589
"971","Inflammatory mediator regulation of TRP channels","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.64485344857646,2.2654086342524e-05,0.00010118825232994,3.99486990493131
"98","Mitophagy - animal","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.74600836938751,1.7946990404468e-07,1.53504045587152e-06,5.81388017423876
"100","Glycerophospholipid metabolism","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.53754147437118,0.0290040420188683,0.0596400250208954,1.2244621830186
"101","Arginine biosynthesis","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.42221967998458,0.000378251204808531,0.0011145477972259,2.95290130212646
"102","Herpes simplex virus 1 infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.10484747087727,7.85511466660568e-05,0.000278216396121188,3.55561727932194
"1041","Arrhythmogenic right ventricular cardiomyopathy","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.33536549026434,4.61992057970911e-05,0.00017743239310317,3.75096708990622
"107","Measles","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.63834353203923,0.00229962206969902,0.00577780045011879,2.23823746161069
"113","Alzheimer disease","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.9914695108853,1.01983635389965e-08,1.28116941958644e-07,6.89239343612074
"114","Amphetamine addiction","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.54167860867978,0.028729058345354,0.0592260587427297,1.22748716695783
"116","Glycerolipid metabolism","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.58726404054549,0.0258663982252291,0.0539059669459534,1.26836315933511
"119","Apoptosis - multiple species","Proteomics","X1O2PlusCyA - X1O2NoCyA",8.26856987274346,5.38803151471718e-09,6.98706022231067e-08,7.15570551349326
"120","Choline metabolism in cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.88133538123707,0.000131420954999454,0.000447722236523565,3.34899133545873
"121","Human T-cell leukemia virus 1 infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.9026547394041,0.0125125337121544,0.0271893975799247,1.56560041472264
"125","Cellular senescence","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.02306340919469,9.48279999508594e-05,0.000330050701127666,3.48141934033838
"126","Tight junction","Proteomics","X1O2PlusCyA - X1O2NoCyA",8.3558371318017,4.40720110443269e-09,5.9056494799398e-08,7.22873233343689
"128","Cholinergic synapse","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.83986565875872,1.44588696088437e-07,1.30617204106857e-06,5.88399961665518
"130","AMPK signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.08515173857817,0.000821955415956525,0.00223260862982786,2.65118740088866
"1311","Fanconi anemia pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.51557533265625,3.05087677860815e-07,2.40662707251298e-06,5.61859120216273
"132","Glioma","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.32686347977279,0.000471125401128172,0.00137240877719946,2.86251651308956
"135","Neutrophil extracellular trap formation","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.63165745375448,0.000233529928440572,0.00075103224986488,3.12434141367807
"140","Thyroid hormone signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",9.54276140231505,2.86575195718721e-10,5.4858680323298e-09,8.2607546439645
"141","Signaling pathways regulating pluripotency of stem cells","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.76568075320405,1.71521768857078e-05,7.83542625915287e-05,4.10593737226975
"1441","Insulin signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.85527896487471,0.00139547170530738,0.00367855492153158,2.43432275547304
"145","Rap1 signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.74603932730849,0.00179457111303075,0.00459501648049913,2.33771292663326
"146","Chemical carcinogenesis - reactive oxygen species","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.68178407298552,0.000208073094926615,0.000680043773662596,3.16746313134044
"147","Progesterone-mediated oocyte maturation","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.42816803300567,0.0037310577140153,0.00900831952573063,2.04535621776354
"152","Pathogenic Escherichia coli infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.90398497817301,1.24742666078105e-05,5.98786039694087e-05,4.2227283335035
"153","Leukocyte transendothelial migration","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.40800089947217,3.90840086318282e-05,0.000158704762323181,3.79941004098525
"155","Bacterial invasion of epithelial cells","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.3710476646216,4.25551705484925e-07,3.11039610190799e-06,5.50718430103137
"1591","Central carbon metabolism in cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.29728211193809,0.00504333582725952,0.0118910322730694,1.92478044218214
"161","JAK-STAT signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.91532767338099,1.21526873944364e-05,5.88600040067881e-05,4.2301797126726
"164","Proteoglycans in cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",8.59778634948379,2.52472250045366e-09,3.75903127845322e-08,7.4249240605583
"1651","Autophagy - animal","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.54571303066513,2.84634126685685e-07,2.28845837855291e-06,5.64045698191668
"167","Endocytosis","Proteomics","X1O2PlusCyA - X1O2NoCyA",9.7955729636342,1.6011316276652e-10,3.30079443241749e-09,8.48138152191225
"1681","EGFR tyrosine kinase inhibitor resistance","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.0888349469039,8.15013970249434e-07,5.4605936006712e-06,5.26276014420307
"169","Diabetic cardiomyopathy","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.42199470383415,0.000378447199804315,0.0011145477972259,2.95290130212646
"170","Pertussis","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.52863438024335,2.96050377881975e-08,3.40035005453011e-07,6.46847637150916
"171","Toll-like receptor signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.62521753930858,2.37018617544936e-05,0.000105283408014436,3.97764006542932
"173","Platinum drug resistance","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.32467021402256,0.00473510687682532,0.0111971350851987,1.95089308231636
"1751","Pathways of neurodegeneration - multiple diseases","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.16596600371848,6.8239210924882e-08,6.85804069795064e-07,6.16379994196197
"176","Human papillomavirus infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.06779594213886,8.55468569435057e-08,8.28670758826248e-07,6.08161798576649
"177","Notch signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.98950102725068,1.02446935709726e-05,5.10366777758652e-05,4.29211760369459
"181","Prolactin signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",15.8787149948461,1.32216301719987e-16,1.06301906582869e-14,13.9734589460976
"182","Yersinia infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.25952437204509,0.000550143046327597,0.00156295056271162,2.80605475882093
"184","Arginine and proline metabolism","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.04630412135739,8.98867915075182e-05,0.000315585067126832,3.50088355494883
"191","Natural killer cell mediated cytotoxicity","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.37451799566139,4.22164785639981e-06,2.35708671982323e-05,4.62762443900818
"194","Prion disease","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.44888755244281,3.55723410576224e-07,2.75001559714696e-06,5.56066484299314
"195","Nicotinate and nicotinamide metabolism","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.84304937680669,0.00143532623566627,0.00377124932508392,2.42351475453982
"196","Colorectal cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.51738750831172,0.00303817294270945,0.00751597244904123,2.12401482054215
"201","Staphylococcus aureus infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.56470133868646,0.000272457433490926,0.000859042260889036,3.06598547037197
"203","Regulation of actin cytoskeleton","Proteomics","X1O2PlusCyA - X1O2NoCyA",9.28297088480606,5.21229653280024e-10,8.9163540688753e-09,8.04981269399332
"205","Phospholipase D signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.10568338712264,7.84000993223589e-08,7.68703412868007e-07,6.11424119075791
"206","Various types of N-glycan biosynthesis","Proteomics","X1O2PlusCyA - X1O2NoCyA",8.9398156289312,1.14864115071756e-09,1.84701497035383e-08,7.73352958451877
"207","Legionellosis","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.12945910337834,7.42234089111695e-07,5.01475804744372e-06,5.29975001602242
"208","Coronavirus disease - COVID-19","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.5610964609856,2.74728388713114e-06,1.58907643543412e-05,4.79885521249124
"209","Spinocerebellar ataxia","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.21906080040015,6.03864083637031e-06,3.19063867191443e-05,4.49612237527338
"211","Aldosterone synthesis and secretion","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.57100595002764,0.0268530765549676,0.0556440039953453,1.2545816268734
"214","B cell receptor signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.45125698198374,0.000353787934716894,0.00106136380415068,2.97413572726407
"215","Aminoacyl-tRNA biosynthesis","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.61662128751107,2.41756807776566e-08,2.85841872724057e-07,6.54387415146885
"2171","Regulation of lipolysis in adipocytes","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.33042711023526,4.6727536969929e-07,3.35436961819847e-06,5.47438908415699
"218","Prostate cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.21775939213222,0.000605676338677879,0.00170267054649306,2.76886937651282
"219","Breast cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.60759933028366,2.46831549603155e-07,2.04590274104058e-06,5.68911501580146
"220","Ras signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",6.17118557364798,6.7423986403873e-07,4.63323804006101e-06,5.33411538664569
"221","PI3K-Akt signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.44956284040966,0.000355170723197583,0.00106155115780988,2.97405907166362
"222","Lipid and atherosclerosis","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.20583191615731,6.22541179013023e-08,6.33573554337305e-07,6.1982029586993
"223","Apoptosis","Proteomics","X1O2PlusCyA - X1O2NoCyA",15.9027279440277,1.25104247787819e-16,1.06301906582869e-14,13.9734589460976
"227","Human cytomegalovirus infection","Proteomics","X1O2PlusCyA - X1O2NoCyA",1.65700800031509,0.0220288588242388,0.0463644044363561,1.33381531447835
"2301","Longevity regulating pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.22131530476122,6.0073743410607e-06,3.19063867191443e-05,4.49612237527338
"231","Platelet activation","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.82905391655892,1.48233404570836e-05,6.8494055905145e-05,4.16434711609307
"232","ErbB signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.57560824468621,2.65700122912164e-06,1.55929123227284e-05,4.80707276309417
"234","Bladder cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.78720536085008,0.0016322799241357,0.00424709727833366,2.37190779152647
"235","Sphingolipid metabolism","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.35059422941383,4.46072829103952e-05,0.000173257272753419,3.7613085261223
"236","Axon guidance","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.48899112647237,3.2434624434112e-05,0.000135819989817844,3.86703630642747
"237","Neurotrophin signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.25920240713153,5.50551046978246e-05,0.000204927334153014,3.68840010953401
"2391","Sphingolipid signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.35247983756722,4.44140280417993e-08,4.8916271980283e-07,6.31054664893923
"240","Longevity regulating pathway - multiple species","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.04008017238363,9.11842494287262e-06,4.64000864181619e-05,4.3334812105896
"241","Vascular smooth muscle contraction","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.85852510945075,1.38508010292204e-05,6.55061413381953e-05,4.18371798208058
"2421","Thyroid hormone synthesis","Proteomics","X1O2PlusCyA - X1O2NoCyA",17.6145756324843,2.42898239733933e-18,3.2548364124347e-16,15.4874708341195
"2461","Galactose metabolism","Proteomics","X1O2PlusCyA - X1O2NoCyA",18.7081367601837,1.95822792659067e-19,3.93603813244726e-17,16.4049407027633
"2491","Estrogen signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.3393789502901,0.000457742302363835,0.00133827204036554,2.87345559537191
"252","Focal adhesion","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.96146884381722,1.09277601986854e-06,7.20157311454349e-06,5.14257262574352
"253","TNF signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",12.4166923199098,3.83096055272644e-13,1.71116238021781e-11,10.7667087762646
"254","Gastric cancer","Proteomics","X1O2PlusCyA - X1O2NoCyA",7.30329414470859,4.97400085162076e-08,5.26196932197775e-07,6.27885168824093
"256","Shigellosis","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.72236428615565,1.89511563158861e-06,1.14446818056681e-05,4.94139627742924
"257","Endocrine resistance","Proteomics","X1O2PlusCyA - X1O2NoCyA",5.8973891545738,1.26651648056296e-06,8.21192943848887e-06,5.08555479098758
"258","Chemokine signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",8.12669413545904,7.46974651860239e-09,9.53281936659733e-08,7.02077863616417
"2611","Type II diabetes mellitus","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.26494817914812,5.43315157033069e-05,0.000204124012268499,3.69010590374886
"264","Osteoclast differentiation","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.27180644749347,5.34802652387934e-05,0.000201869170197136,3.69493000218376
"265","MAPK signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",2.58061535162438,0.00262654380557453,0.00653789851294713,2.18456182520703
"2661","Chagas disease","Proteomics","X1O2PlusCyA - X1O2NoCyA",3.54863171789948,0.000282727649158577,0.000887941523138655,3.05161563446288
"268","Oxytocin signaling pathway","Proteomics","X1O2PlusCyA - X1O2NoCyA",4.13884628627345,7.26363000090701e-05,0.000258405244280055,3.5876986766724
"269","Hepatocellular carcinoma","Proteomics","X1O2NoCyA - X19O2NoCyA",4.77782084334151,1.66793513300701e-05,7.66297055392935e-05,4.11560284327935
"272","GnRH signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",2.45882857419931,0.00347673368860983,0.00841955989651295,2.07471060915489
"273","Melanoma","Proteomics","X1O2NoCyA - X19O2NoCyA",4.38119258240649,4.15726221068877e-05,0.000163845040068322,3.78556670108394
"277","C-type lectin receptor signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.94306001285163,1.14009223337519e-05,5.58923265630274e-05,4.25264781215088
"2781","Acute myeloid leukemia","Proteomics","X1O2NoCyA - X19O2NoCyA",6.81249085392224,1.53995895667201e-07,1.35074520865447e-06,5.86942656430967
"281","Non-small cell lung cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",4.24255071160423,5.72070151388329e-05,0.000211955945491344,3.67375439670431
"282","cGMP-PKG signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",3.1226133140605,0.000754026633119527,0.00206906966903788,2.68422488566616
"284","HIF-1 signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",3.94705114833752,0.000112966286260232,0.000389806412674792,3.40915102061509
"286","Parkinson disease","Proteomics","X1O2NoCyA - X19O2NoCyA",9.60489834056658,2.48371442387595e-10,4.87050340682016e-09,8.31242614853787
"287","Amoebiasis","Proteomics","X1O2NoCyA - X19O2NoCyA",5.38665073770116,4.10534124339072e-06,2.30817787390639e-05,4.63673072641777
"290","Oocyte meiosis","Proteomics","X1O2NoCyA - X19O2NoCyA",2.64543095737611,0.00226239817936337,0.00570209447087193,2.24396559168484
"291","Wnt signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",3.20650192969816,0.000621581485876963,0.00174129447611525,2.7591277776837
"294","Tuberculosis","Proteomics","X1O2NoCyA - X19O2NoCyA",3.5354796751668,0.00029142065154476,0.000911681727011623,3.04015674974964
"297","Fc epsilon RI signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",3.27399327152137,0.00053211650322783,0.00151709811558573,2.81898633109228
"298","GnRH secretion","Proteomics","X1O2NoCyA - X19O2NoCyA",4.36266943628075,4.33840971275451e-05,0.000170150312636811,3.76916724858805
"3001","T cell receptor signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",2.51156930389162,0.00307914893753389,0.00759397468029831,2.11953085521111
"301","Lysine degradation","Proteomics","X1O2NoCyA - X19O2NoCyA",4.67976305789387,2.09043631870623e-05,9.38944581139559e-05,4.02736004012532
"302","Phosphatidylinositol signaling system","Proteomics","X1O2NoCyA - X19O2NoCyA",3.91101541043152,0.000122739567768624,0.000419926010578613,3.37682722395481
"3041","Melanogenesis","Proteomics","X1O2NoCyA - X19O2NoCyA",2.1114813182451,0.00773603955662528,0.017520495221202,1.75645362255174
"305","Epstein-Barr virus infection","Proteomics","X1O2NoCyA - X19O2NoCyA",2.80358104655189,0.0015718784265107,0.0041032151133591,2.38687571430388
"306","Terpenoid backbone biosynthesis","Proteomics","X1O2NoCyA - X19O2NoCyA",2.72210615886522,0.0018962423474164,0.00483993284864377,2.31516066390637
"3071","cAMP signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",7.01438853804637,9.6741198168858e-08,9.25951468187641e-07,6.0334117753598
"308","FoxO signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",5.41102529063687,3.88127763161136e-06,2.19756846184192e-05,4.65805758627147
"309","Amino sugar and nucleotide sugar metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",7.31258245684877,4.86875076383732e-08,5.24936414971761e-07,6.27989329906889
"311","Glucagon signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.51705361627068,3.04050963326936e-05,0.000128429178176364,3.89133629650553
"312","Relaxin signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",1.93468024436246,0.011623040621776,0.0254630099725011,1.59409025986609
"313","VEGF signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.09323514478846,8.06798078502427e-05,0.000284502480314014,3.54591394304046
"314","Endometrial cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",5.30087482757207,5.00178675785103e-06,2.69895070692096e-05,4.56880504723589
"317","Chronic myeloid leukemia","Proteomics","X1O2NoCyA - X19O2NoCyA",4.03507669827021,9.2240851146576e-05,0.000322441931834118,3.49154848553935
"318","PD-L1 expression and PD-1 checkpoint pathway in cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",2.13484942904538,0.00733078649238164,0.0167441827837353,1.77613604377506
"319","Chemical carcinogenesis - receptor activation","Proteomics","X1O2NoCyA - X19O2NoCyA",4.55033447636072,2.81621316031387e-05,0.000121733084994213,3.91459137183018
"320","Fluid shear stress and atherosclerosis","Proteomics","X1O2NoCyA - X19O2NoCyA",6.28295477513915,5.21248988068245e-07,3.69801313503279e-06,5.4320315505965
"3221","Insulin resistance","Proteomics","X1O2NoCyA - X19O2NoCyA",3.73954508317193,0.000182160796608904,0.00060270485791588,3.21989530802179
"326","Fatty acid elongation","Proteomics","X1O2NoCyA - X19O2NoCyA",9.69651018895266,2.01136000926998e-10,4.04283361863265e-09,8.39331413153217
"327","Hippo signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",1.74646864415931,0.0179279798679567,0.0379318310890451,1.42099619202767
"3291","Non-alcoholic fatty liver disease","Proteomics","X1O2NoCyA - X19O2NoCyA",9.40603502256764,3.92613272829798e-10,7.17411525807176e-09,8.14423165030537
"3301","Small cell lung cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",2.61350347469212,0.0024349863180982,0.00607990372593464,2.2161032976395
"332","Morphine addiction","Proteomics","X1O2NoCyA - X19O2NoCyA",4.4804977585686,3.30751819093609e-05,0.000137784695622415,3.86079901882792
"333","Pyruvate metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",1.30390625471497,0.0496699525698666,0.0978790241817959,1.00931036905639
"334","Salmonella infection","Proteomics","X1O2NoCyA - X19O2NoCyA",4.40131456524039,3.96903962538088e-05,0.000160005960882609,3.79586383778031
"336","Th1 and Th2 cell differentiation","Proteomics","X1O2NoCyA - X19O2NoCyA",3.17869625248234,0.000662679822913409,0.00184998117229993,2.73283269149312
"338","AGE-RAGE signaling pathway in diabetic complications","Proteomics","X1O2NoCyA - X19O2NoCyA",2.23312540944114,0.00584621241083089,0.0135456910037696,1.86819883548356
"342","Human immunodeficiency virus 1 infection","Proteomics","X1O2NoCyA - X19O2NoCyA",4.47243523984617,3.36949456471464e-05,0.000139642970620132,3.85498092102795
"343","Hepatitis C","Proteomics","X1O2NoCyA - X19O2NoCyA",3.09517582223221,0.000803200883969738,0.00219650853983561,2.65826710389592
"344","Hippo signaling pathway - multiple species","Proteomics","X1O2NoCyA - X19O2NoCyA",1.65259149782128,0.0222540214429554,0.0467160136818176,1.33053422304145
"345","Fc gamma R-mediated phagocytosis","Proteomics","X1O2NoCyA - X19O2NoCyA",2.99851834383173,0.00100341746567153,0.00268022472558111,2.57182879067712
"348","Hepatitis B","Proteomics","X1O2NoCyA - X19O2NoCyA",2.75907329315399,0.0017415129443805,0.00450217494302869,2.34657763343238
"351","Pancreatic cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",3.42721652871074,0.000373924112283183,0.00110935419289918,2.9549297708367
"3521","Renal cell carcinoma","Proteomics","X1O2NoCyA - X19O2NoCyA",6.28038274800848,5.24345146012112e-07,3.69801313503279e-06,5.4320315505965
"353","Apelin signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",3.27557563051864,0.000530181255800958,0.0015169598920426,2.81902590167527
"354","Influenza A","Proteomics","X1O2NoCyA - X19O2NoCyA",2.0393752675212,0.00913323710724287,0.0205115157380538,1.68800224541662
"355","Peroxisome","Proteomics","X1O2NoCyA - X19O2NoCyA",1.34344357162686,0.0453478214888607,0.0904705917544516,1.04349256901952
"3561","Sulfur relay system","Proteomics","X1O2NoCyA - X19O2NoCyA",5.5660674976132,2.71601711537605e-06,1.58237518895822e-05,4.80069053526599
"357","Kaposi sarcoma-associated herpesvirus infection","Proteomics","X1O2NoCyA - X19O2NoCyA",4.3896117574494,4.07744622923181e-05,0.000162290434074375,3.78970707814757
"358","Inositol phosphate metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",3.1381653552581,0.00072750275908606,0.00200312403529175,2.69829215795807
"359","Growth hormone synthesis, secretion and action","Proteomics","X1O2NoCyA - X19O2NoCyA",2.47184429409163,0.00337408256643614,0.0081956567474763,2.0864162391189
"360","Pyrimidine metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",1.94407906598784,0.0113742019261448,0.024985951772187,1.6023041026338
"361","Pathways in cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",16.451003291429,3.53994658220196e-17,3.55764631511297e-15,14.4488372296725
"363","mTOR signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",12.3523319067734,4.44291590688024e-13,1.78605219456586e-11,10.748105853689
"364","Alcoholism","Proteomics","X1O2NoCyA - X19O2NoCyA",2.86113946676603,0.00137676727098177,0.0036411871245702,2.43875700162633
"365","Inflammatory mediator regulation of TRP channels","Proteomics","X1O2NoCyA - X19O2NoCyA",5.90729870356883,1.23794484709208e-06,8.09193217123606e-06,5.09194776625978
"366","Mitophagy - animal","Proteomics","X1O2NoCyA - X19O2NoCyA",8.91569941372805,1.21422895848866e-09,1.91419624044095e-08,7.71801354107754
"3691","Arginine biosynthesis","Proteomics","X1O2NoCyA - X19O2NoCyA",3.49668263497439,0.000318652525623794,0.000985371656159734,3.00639993419675
