"","Pathway","P.value","Contrast","X.log10Pvalue","Pathway.Name","BHpvals","negativeLog10_adjpvals"
"196","hsa04927",0.00685166308209012,"1% O2, CyA+ vs 1% O2, CyA-",2.16420400081257,"Cortisol synthesis and secretion",1,0
"197","hsa01523",1.78455685625107e-09,"1% O2, CyA+ vs 1% O2, CyA-",8.74846961080008,"Antifolate resistance",1.36875510874457e-06,5.8636742468511
"198","hsa05323",0.479753547716235,"1% O2, CyA+ vs 1% O2, CyA-",0.318981805028369,"Rheumatoid arthritis",1,0
"199","hsa00563",0.520562410060244,"1% O2, CyA+ vs 1% O2, CyA-",0.283527195605993,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,0
"200","hsa04917",1.47389948509443e-15,"1% O2, CyA+ vs 1% O2, CyA-",14.8315321328659,"Prolactin signaling pathway",1.18059348756064e-12,11.9278996167817
"201","hsa05135",5.22946013963535e-08,"1% O2, CyA+ vs 1% O2, CyA-",7.28154314296428,"Yersinia infection",3.93255402500578e-05,4.40532530237264
"202","hsa04612",0.00121339215162238,"1% O2, CyA+ vs 1% O2, CyA-",2.91599881845585,"Antigen processing and presentation",0.771717408431832,0.112541702807441
"203","hsa00330",0.493889872917928,"1% O2, CyA+ vs 1% O2, CyA-",0.306369878841393,"Arginine and proline metabolism",1,0
"204","hsa05016",0.033649244265901,"1% O2, CyA+ vs 1% O2, CyA-",1.47302468522409,"Huntington disease",1,0
"205","hsa04141",2.52029558943415e-07,"1% O2, CyA+ vs 1% O2, CyA-",6.59854852059471,"Protein processing in endoplasmic reticulum",0.000186501873618127,3.72931680086373
"206","hsa04979",0.274248680347167,"1% O2, CyA+ vs 1% O2, CyA-",0.561855453522885,"Cholesterol metabolism",1,0
"207","hsa00670",0.359094167322295,"1% O2, CyA+ vs 1% O2, CyA-",0.444791648954445,"One carbon pool by folate",1,0
"208","hsa00260",0.442578177025745,"1% O2, CyA+ vs 1% O2, CyA-",0.354010004396466,"Glycine, serine and threonine metabolism",1,0
"209","hsa04730",5.61069555639419e-31,"1% O2, CyA+ vs 1% O2, CyA-",30.2509832960382,"Long-term depression",4.76348052737867e-28,27.3220756057942
"210","hsa04650",0.039328114392635,"1% O2, CyA+ vs 1% O2, CyA-",1.40529687557105,"Natural killer cell mediated cytotoxicity",1,0
"211","hsa04720",1.51743850282619e-39,"1% O2, CyA+ vs 1% O2, CyA-",38.8188889005324,"Long-term potentiation",1.29740991991639e-36,35.8869227858042
"212","hsa00360",0.534769069864587,"1% O2, CyA+ vs 1% O2, CyA-",0.271833719539431,"Phenylalanine metabolism",1,0
"213","hsa05020",4.01936990203511e-16,"1% O2, CyA+ vs 1% O2, CyA-",15.3958420239099,"Prion disease",3.23157340123623e-13,12.4905859751614
"214","hsa00760",0.357130928030756,"1% O2, CyA+ vs 1% O2, CyA-",0.447172537677654,"Nicotinate and nicotinamide metabolism",1,0
"215","hsa05210",0.0100795031871582,"1% O2, CyA+ vs 1% O2, CyA-",1.99656087348504,"Colorectal cancer",1,0
"216","hsa03018",0.0559940240671216,"1% O2, CyA+ vs 1% O2, CyA-",1.25185832037166,"RNA degradation",1,0
"217","hsa00410",0.372839579594842,"1% O2, CyA+ vs 1% O2, CyA-",0.428477990397388,"beta-Alanine metabolism",1,0
"218","hsa00565",0.435646223205115,"1% O2, CyA+ vs 1% O2, CyA-",0.360866046689674,"Ether lipid metabolism",1,0
"219","hsa04350",0.218004505310836,"1% O2, CyA+ vs 1% O2, CyA-",0.661534531113666,"TGF-beta signaling pathway",1,0
"220","hsa05150",0.164289250171178,"1% O2, CyA+ vs 1% O2, CyA-",0.784390852536173,"Staphylococcus aureus infection",1,0
"221","hsa00120",0.533955664406157,"1% O2, CyA+ vs 1% O2, CyA-",0.272494801966046,"Primary bile acid biosynthesis",1,0
"222","hsa04810",0.000140981865906063,"1% O2, CyA+ vs 1% O2, CyA-",3.85083674580854,"Regulation of actin cytoskeleton",0.0943168682911563,1.02541062804072
"223","hsa05144",0.46488148149795,"1% O2, CyA+ vs 1% O2, CyA-",0.332657753544676,"Malaria",1,0
"224","hsa04072",0.0621461047484501,"1% O2, CyA+ vs 1% O2, CyA-",1.20658608728411,"Phospholipase D signaling pathway",1,0
"225","hsa00910",1.89982762048477e-41,"1% O2, CyA+ vs 1% O2, CyA-",40.7212858026622,"Nitrogen metabolism",1.63195192599642e-38,37.7872926388309
"226","hsa00513",0.0824995452964132,"1% O2, CyA+ vs 1% O2, CyA-",1.08354844509617,"Various types of N-glycan biosynthesis",1,0
"227","hsa05134",0.0382552091367465,"1% O2, CyA+ vs 1% O2, CyA-",1.41730941945648,"Legionellosis",1,0
"228","hsa04970",0.255736533291571,"1% O2, CyA+ vs 1% O2, CyA-",0.59220722632018,"Salivary secretion",1,0
"229","hsa05171",0.115714824219673,"1% O2, CyA+ vs 1% O2, CyA-",0.936611000042252,"Coronavirus disease - COVID-19",1,0
"230","hsa05017",0.00103492560530366,"1% O2, CyA+ vs 1% O2, CyA-",2.98509086795328,"Spinocerebellar ataxia",0.661317461789039,0.17959000979488
"231","hsa04976",9.7310386117636e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.01184080420385,"Bile secretion",0.0656845106294043,1.18253703137282
"232","hsa04060",0.270008752396045,"1% O2, CyA+ vs 1% O2, CyA-",0.568622157856945,"Cytokine-cytokine receptor interaction",1,0
"233","hsa04925",0.000192933739940931,"1% O2, CyA+ vs 1% O2, CyA-",3.71459181699666,"Aldosterone synthesis and secretion",0.12849387080066,0.89111758782636
"234","hsa00280",0.0814799748279508,"1% O2, CyA+ vs 1% O2, CyA-",1.0889491138408,"Valine, leucine and isoleucine degradation",1,0
"235","hsa00380",0.267333633578646,"1% O2, CyA+ vs 1% O2, CyA-",0.572946398674368,"Tryptophan metabolism",1,0
"236","hsa04662",0.00039107835472948,"1% O2, CyA+ vs 1% O2, CyA-",3.40773622056458,"B cell receptor signaling pathway",0.25576524399308,0.592158472240317
"237","hsa00970",0.0390696884409429,"1% O2, CyA+ vs 1% O2, CyA-",1.40816005201859,"Aminoacyl-tRNA biosynthesis",1,0
"238","hsa04936",0.00106060978317837,"1% O2, CyA+ vs 1% O2, CyA-",2.97444437122011,"Alcoholic liver disease",0.676669041667798,0.169623692498948
"239","hsa04923",0.125863180646141,"1% O2, CyA+ vs 1% O2, CyA-",0.900101297539954,"Regulation of lipolysis in adipocytes",1,0
"240","hsa05215",2.69182966085154e-19,"1% O2, CyA+ vs 1% O2, CyA-",18.5699524257604,"Prostate cancer",2.20999215155911e-16,15.655609268641
"241","hsa05224",4.05215488746318e-06,"1% O2, CyA+ vs 1% O2, CyA-",5.39231396274784,"Breast cancer",0.00289729074453617,2.53800792094676
"242","hsa04014",3.10082564841917e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.50852265235609,"Ras signaling pathway",0.0213026722046397,1.67156591529654
"243","hsa04151",0.0607776390161704,"1% O2, CyA+ vs 1% O2, CyA-",1.21625617464378,"PI3K-Akt signaling pathway",1,0
"244","hsa05417",0.0166611209417352,"1% O2, CyA+ vs 1% O2, CyA-",1.77829578309529,"Lipid and atherosclerosis",1,0
"245","hsa04210",0.0185209997005319,"1% O2, CyA+ vs 1% O2, CyA-",1.7323355752833,"Apoptosis",1,0
"246","hsa04713",0.309815437073118,"1% O2, CyA+ vs 1% O2, CyA-",0.508896946587646,"Circadian entrainment",1,0
"247","hsa05120",0.00967609637232,"1% O2, CyA+ vs 1% O2, CyA-",2.01429981478738,"Epithelial cell signaling in Helicobacter pylori infection",1,0
"248","hsa00350",0.48607707936512,"1% O2, CyA+ vs 1% O2, CyA-",0.31329485730427,"Tyrosine metabolism",1,0
"249","hsa05322",0.521375246617344,"1% O2, CyA+ vs 1% O2, CyA-",0.282849591719066,"Systemic lupus erythematosus",1,0
"250","hsa05163",0.161100338894122,"1% O2, CyA+ vs 1% O2, CyA-",0.79290354598865,"Human cytomegalovirus infection",1,0
"251","hsa00030",0.0552592260798303,"1% O2, CyA+ vs 1% O2, CyA-",1.25759520178673,"Pentose phosphate pathway",1,0
"252","hsa00230",0.260072848441038,"1% O2, CyA+ vs 1% O2, CyA-",0.584904985703936,"Purine metabolism",1,0
"253","hsa04211",0.00031638391831643,"1% O2, CyA+ vs 1% O2, CyA-",3.4997855996495,"Longevity regulating pathway",0.208497002170528,0.680900185055487
"254","hsa04611",1.8136416636693e-10,"1% O2, CyA+ vs 1% O2, CyA-",9.74144851598816,"Platelet activation",1.40919957267104e-07,6.85102749718724
"255","hsa04012",0.000395130759830692,"1% O2, CyA+ vs 1% O2, CyA-",3.403259160385,"ErbB signaling pathway",0.258020386169442,0.588345979109927
"256","hsa04728",0.440557780529151,"1% O2, CyA+ vs 1% O2, CyA-",0.355997124438456,"Dopaminergic synapse",1,0
"257","hsa05219",0.0270392613822631,"1% O2, CyA+ vs 1% O2, CyA-",1.56800517596962,"Bladder cancer",1,0
"258","hsa00600",5.79883838879939e-10,"1% O2, CyA+ vs 1% O2, CyA-",9.2366589946887,"Sphingolipid metabolism",4.45930672098673e-07,6.35073265488727
"259","hsa04972",4.77536711520311e-06,"1% O2, CyA+ vs 1% O2, CyA-",5.3209932356031,"Pancreatic secretion",0.00340006138602461,2.46851324196625
"260","hsa04360",2.65836085980215e-16,"1% O2, CyA+ vs 1% O2, CyA-",15.575386065988,"Axon guidance",2.14529721386034e-13,12.6685125312659
"261","hsa04722",9.27145478020608e-07,"1% O2, CyA+ vs 1% O2, CyA-",6.03285211553778,"Neurotrophin signaling pathway",0.000674961907999003,3.17072073622474
"262","hsa00512",0.532996812067658,"1% O2, CyA+ vs 1% O2, CyA-",0.273275388544845,"Mucin type O-glycan biosynthesis",1,0
"263","hsa04723",0.164038429374866,"1% O2, CyA+ vs 1% O2, CyA-",0.785054397620924,"Retrograde endocannabinoid signaling",1,0
"264","hsa00601",0.533457217222776,"1% O2, CyA+ vs 1% O2, CyA-",0.272900404860151,"Glycosphingolipid biosynthesis - lacto and neolacto series",1,0
"265","hsa05204",0.333992959317096,"1% O2, CyA+ vs 1% O2, CyA-",0.476262688164373,"Chemical carcinogenesis - DNA adducts",1,0
"266","hsa04071",7.80903438493037e-06,"1% O2, CyA+ vs 1% O2, CyA-",5.10740266487085,"Sphingolipid signaling pathway",0.00549756020699098,2.25983000572874
"267","hsa04213",0.00560409329734011,"1% O2, CyA+ vs 1% O2, CyA-",2.25149464316094,"Longevity regulating pathway - multiple species",1,0
"268","hsa04270",0.0205513836727158,"1% O2, CyA+ vs 1% O2, CyA-",1.68715893285382,"Vascular smooth muscle contraction",1,0
"269","hsa04918",3.21008990833264e-07,"1% O2, CyA+ vs 1% O2, CyA-",6.49348280368674,"Thyroid hormone synthesis",0.000235941608262449,3.62719546460254
"270","hsa04657",0.201275283485143,"1% O2, CyA+ vs 1% O2, CyA-",0.696209553005372,"IL-17 signaling pathway",1,0
"271","hsa04622",3.89493179977525e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.40950014241775,"RIG-I-like receptor signaling pathway",0.026602384192465,1.57507943873622
"272","hsa00052",0.0736233871931743,"1% O2, CyA+ vs 1% O2, CyA-",1.13298420583169,"Galactose metabolism",1,0
"273","hsa00515",0.540416265115002,"1% O2, CyA+ vs 1% O2, CyA-",0.267271588326191,"Mannose type O-glycan biosynthesis",1,0
"274","hsa04659",0.189360982644697,"1% O2, CyA+ vs 1% O2, CyA-",0.722709501403105,"Th17 cell differentiation",1,0
"275","hsa00270",0.278780573869617,"1% O2, CyA+ vs 1% O2, CyA-",0.554737492249663,"Cysteine and methionine metabolism",1,0
"276","hsa04915",0.195478417370877,"1% O2, CyA+ vs 1% O2, CyA-",0.708901185757418,"Estrogen signaling pathway",1,0
"277","hsa04216",0.00135047563072588,"1% O2, CyA+ vs 1% O2, CyA-",2.86951324823089,"Ferroptosis",0.853500598618757,0.0687961699485074
"278","hsa04512",0.397837363793315,"1% O2, CyA+ vs 1% O2, CyA-",0.400294431550338,"ECM-receptor interaction",1,0
"279","hsa04510",0.29205347199198,"1% O2, CyA+ vs 1% O2, CyA-",0.534537626411121,"Focal adhesion",1,0
"280","hsa04668",0.000974802733064036,"1% O2, CyA+ vs 1% O2, CyA-",3.01108326184988,"TNF signaling pathway",0.624848551894047,0.204225232331067
"281","hsa05226",0.00535342190520508,"1% O2, CyA+ vs 1% O2, CyA-",2.27136852835541,"Gastric cancer",1,0
"282","hsa00770",0.518037592291924,"1% O2, CyA+ vs 1% O2, CyA-",0.285638723782637,"Pantothenate and CoA biosynthesis",1,0
"283","hsa05131",8.51817942012606e-07,"1% O2, CyA+ vs 1% O2, CyA-",6.06965321653392,"Shigellosis",0.00062097527972719,3.20692568821595
"284","hsa01522",0.314561870210812,"1% O2, CyA+ vs 1% O2, CyA-",0.502293921765618,"Endocrine resistance",1,0
"285","hsa04062",0.0310042327715175,"1% O2, CyA+ vs 1% O2, CyA-",1.50857901120363,"Chemokine signaling pathway",1,0
"286","hsa04911",0.14415408589671,"1% O2, CyA+ vs 1% O2, CyA-",0.84117304347871,"Insulin secretion",1,0
"287","hsa00040",0.481200647020927,"1% O2, CyA+ vs 1% O2, CyA-",0.317673797380761,"Pentose and glucuronate interconversions",1,0
"288","hsa04930",7.23974296812888e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.14027685224275,"Type II diabetes mellitus",0.0489406624645513,1.31033015630111
"289","hsa05202",1.90789208368484e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.71944619398498,"Transcriptional misregulation in cancer",0.0132789289024465,1.87683695437442
"290","hsa05145",0.246437795713082,"1% O2, CyA+ vs 1% O2, CyA-",0.608292684450638,"Toxoplasmosis",1,0
"291","hsa04380",0.0209813810511557,"1% O2, CyA+ vs 1% O2, CyA-",1.6781659287661,"Osteoclast differentiation",1,0
"292","hsa04010",0.261264991803872,"1% O2, CyA+ vs 1% O2, CyA-",0.582918779652603,"MAPK signaling pathway",1,0
"293","hsa05142",0.214991067912346,"1% O2, CyA+ vs 1% O2, CyA-",0.667579583047006,"Chagas disease",1,0
"294","hsa00020",0.26913124693469,"1% O2, CyA+ vs 1% O2, CyA-",0.570035876433564,"Citrate cycle (TCA cycle)",1,0
"295","hsa04744",0.519282334935236,"1% O2, CyA+ vs 1% O2, CyA-",0.284596451082277,"Phototransduction",1,0
"296","hsa04921",0.129960967997268,"1% O2, CyA+ vs 1% O2, CyA-",0.886187062529375,"Oxytocin signaling pathway",1,0
"297","hsa05225",2.86095171710004e-08,"1% O2, CyA- vs 19% O2, CyA-",7.54348947151105,"Hepatocellular carcinoma",2.16287949812763e-05,4.66496767600984
"298","hsa04962",0.472707600336092,"1% O2, CyA- vs 19% O2, CyA-",0.325407414922621,"Vasopressin-regulated water reabsorption",1,0
"299","hsa03250",0,"1% O2, CyA- vs 19% O2, CyA-",Inf,"Viral life cycle - HIV-1",0,Inf
"300","hsa04912",8.13004920696926e-27,"1% O2, CyA- vs 19% O2, CyA-",26.0899068258388,"GnRH signaling pathway",6.81298123544024e-24,23.1666628072086
"301","hsa05218",5.74345799361306e-23,"1% O2, CyA- vs 19% O2, CyA-",22.2408265509192,"Melanoma",4.77855705068606e-20,19.3207032246285
"302","hsa00100",5.05598865322076e-14,"1% O2, CyA- vs 19% O2, CyA-",13.2961939093794,"Steroid biosynthesis",3.99928702469762e-11,10.3980174258817
"303","hsa00830",0.474118157383814,"1% O2, CyA- vs 19% O2, CyA-",0.324113412112818,"Retinol metabolism",1,0
"304","hsa00785",0.553357213425947,"1% O2, CyA- vs 19% O2, CyA-",0.256994424326596,"Lipoic acid metabolism",1,0
"305","hsa04625",2.48048253021955e-15,"1% O2, CyA- vs 19% O2, CyA-",14.6054638273079,"C-type lectin receptor signaling pathway",1.9794250591152e-12,11.7034609359572
"306","hsa05221",0.000780848111235906,"1% O2, CyA- vs 19% O2, CyA-",3.10743343586319,"Acute myeloid leukemia",0.504427879858395,0.297200917868101
"307","hsa04145",4.23880911548942e-06,"1% O2, CyA- vs 19% O2, CyA-",5.37275614039243,"Phagosome",0.00302650970845945,2.51905792861626
"308","hsa05217",0.479348130747865,"1% O2, CyA- vs 19% O2, CyA-",0.31934896185162,"Basal cell carcinoma",1,0
"309","hsa05223",0.116188172591513,"1% O2, CyA- vs 19% O2, CyA-",0.934838078827546,"Non-small cell lung cancer",1,0
"310","hsa05330",0.547493939589186,"1% O2, CyA- vs 19% O2, CyA-",0.26162068382582,"Allograft rejection",1,0
"311","hsa04022",0.120699330954845,"1% O2, CyA- vs 19% O2, CyA-",0.918295137221825,"cGMP-PKG signaling pathway",1,0
"312","hsa00140",0.519371363149907,"1% O2, CyA- vs 19% O2, CyA-",0.284521999968241,"Steroid hormone biosynthesis",1,0
"313","hsa04066",0.0219638009120609,"1% O2, CyA- vs 19% O2, CyA-",1.65829250154913,"HIF-1 signaling pathway",1,0
"314","hsa04724",0.448738070566691,"1% O2, CyA- vs 19% O2, CyA-",0.348007083719302,"Glutamatergic synapse",1,0
"315","hsa05012",0.326089249119436,"1% O2, CyA- vs 19% O2, CyA-",0.486663519271537,"Parkinson disease",1,0
"316","hsa05146",0.461775502254106,"1% O2, CyA- vs 19% O2, CyA-",0.335569110652424,"Amoebiasis",1,0
"317","hsa05410",0.355521694337258,"1% O2, CyA- vs 19% O2, CyA-",0.449133892983465,"Hypertrophic cardiomyopathy",1,0
"318","hsa00510",0.504438643050504,"1% O2, CyA- vs 19% O2, CyA-",0.297191651240981,"N-Glycan biosynthesis",1,0
"319","hsa04114",0,"1% O2, CyA- vs 19% O2, CyA-",Inf,"Oocyte meiosis",0,Inf
"320","hsa04310",0.0280377508830012,"1% O2, CyA- vs 19% O2, CyA-",1.55225682730588,"Wnt signaling pathway",1,0
"321","hsa03015",5.15118670550897e-08,"1% O2, CyA- vs 19% O2, CyA-",7.28809270876768,"mRNA surveillance pathway",3.87884358924826e-05,4.41129773256698
"322","hsa03440",0.099071018120758,"1% O2, CyA- vs 19% O2, CyA-",1.00405337388082,"Homologous recombination",1,0
"323","hsa05152",0.297030848331562,"1% O2, CyA- vs 19% O2, CyA-",0.527198444405149,"Tuberculosis",1,0
"324","hsa04110",0.0218446132917593,"1% O2, CyA- vs 19% O2, CyA-",1.66065563906343,"Cell cycle",1,0
"325","hsa00604",0.535845161388903,"1% O2, CyA- vs 19% O2, CyA-",0.27096068655562,"Glycosphingolipid biosynthesis - ganglio series",1,0
"326","hsa05416",1.53847186360397e-15,"1% O2, CyA- vs 19% O2, CyA-",14.8129104419536,"Viral myocarditis",1.23077749088318e-12,11.9098204549616
"327","hsa04664",1.08531791581853e-08,"1% O2, CyA- vs 19% O2, CyA-",7.96444302784141,"Fc epsilon RI signaling pathway",8.2484161602208e-06,5.08362943556062
"328","hsa04929",0.00132892521261911,"1% O2, CyA- vs 19% O2, CyA-",2.87649945898258,"GnRH secretion",0.841209659587899,0.0750957489652273
"329","hsa04136",2.73048728518199e-28,"1% O2, CyA- vs 19% O2, CyA-",27.5637598414643,"Autophagy - other",2.29633980683805e-25,24.6389638456664
"330","hsa04660",5.06532901637985e-06,"1% O2, CyA- vs 19% O2, CyA-",5.29539233996659,"T cell receptor signaling pathway",0.00359131827261332,2.44474610478353
"331","hsa00310",0.124978034725798,"1% O2, CyA- vs 19% O2, CyA-",0.903166308876901,"Lysine degradation",1,0
"332","hsa04070",0.273962847898157,"1% O2, CyA- vs 19% O2, CyA-",0.562308327861373,"Phosphatidylinositol signaling system",1,0
"333","hsa04726",0.196029097230357,"1% O2, CyA- vs 19% O2, CyA-",0.707679460129858,"Serotonergic synapse",1,0
"334","hsa05332",0.551165837599227,"1% O2, CyA- vs 19% O2, CyA-",0.258717708738193,"Graft-versus-host disease",1,0
"335","hsa04916",0.225814622887536,"1% O2, CyA- vs 19% O2, CyA-",0.646247938258083,"Melanogenesis",1,0
"336","hsa05169",0.180065483031809,"1% O2, CyA- vs 19% O2, CyA-",0.744569529631891,"Epstein-Barr virus infection",1,0
"337","hsa00900",0.249469305757131,"1% O2, CyA- vs 19% O2, CyA-",0.602982881544963,"Terpenoid backbone biosynthesis",1,0
"338","hsa00591",0.46856715839425,"1% O2, CyA- vs 19% O2, CyA-",0.329228154125703,"Linoleic acid metabolism",1,0
"339","hsa04024",0.000694278923073402,"1% O2, CyA- vs 19% O2, CyA-",3.15846601885962,"cAMP signaling pathway",0.449198463228491,0.347561738190918
"340","hsa04068",8.8248246714236e-19,"1% O2, CyA- vs 19% O2, CyA-",18.0542939142676,"FoxO signaling pathway",7.20988175655308e-16,15.1420718577352
"341","hsa00520",0.378172590316002,"1% O2, CyA- vs 19% O2, CyA-",0.422309951709628,"Amino sugar and nucleotide sugar metabolism",1,0
"342","hsa00860",0.492727643888016,"1% O2, CyA- vs 19% O2, CyA-",0.307393071475369,"Porphyrin metabolism",1,0
"343","hsa04922",1.21764116477455e-131,"1% O2, CyA- vs 19% O2, CyA-",130.914480678139,"Glucagon signaling pathway",1.06421837801296e-128,127.972969245505
"344","hsa04926",0.0840940617030088,"1% O2, CyA- vs 19% O2, CyA-",1.07523467079745,"Relaxin signaling pathway",1,0
"345","hsa04370",0.142498348083102,"1% O2, CyA- vs 19% O2, CyA-",0.846190170199694,"VEGF signaling pathway",1,0
"346","hsa05213",7.18299695995375e-22,"1% O2, CyA- vs 19% O2, CyA-",21.1436943173723,"Endometrial cancer",5.95470447980166e-19,18.225139786822
"347","hsa04520",6.93056400959293e-08,"1% O2, CyA- vs 19% O2, CyA-",7.15923142104666,"Adherens junction",5.1979230071947e-05,4.28417015765496
"348","hsa05110",0.0696950898083908,"1% O2, CyA- vs 19% O2, CyA-",1.15679781794558,"Vibrio cholerae infection",1,0
"349","hsa05220",0.0104554753031813,"1% O2, CyA- vs 19% O2, CyA-",1.98065621948363,"Chronic myeloid leukemia",1,0
"350","hsa05235",0.04986131860498,"1% O2, CyA- vs 19% O2, CyA-",1.30223624056762,"PD-L1 expression and PD-1 checkpoint pathway in cancer",1,0
"351","hsa05207",2.4429069821154e-06,"1% O2, CyA- vs 19% O2, CyA-",5.61209306922103,"Chemical carcinogenesis - receptor activation",0.00175645012014097,2.75536417883815
"352","hsa05418",0.366488346993038,"1% O2, CyA- vs 19% O2, CyA-",0.435939829800694,"Fluid shear stress and atherosclerosis",1,0
"353","hsa00920",0.524355211053773,"1% O2, CyA- vs 19% O2, CyA-",0.280374411609953,"Sulfur metabolism",1,0
"354","hsa04931",0.113539166465802,"1% O2, CyA- vs 19% O2, CyA-",0.944854298419849,"Insulin resistance",1,0
"355","hsa00500",0.345498858483155,"1% O2, CyA- vs 19% O2, CyA-",0.461553383182072,"Starch and sucrose metabolism",1,0
"356","hsa05216",0.388999151286868,"1% O2, CyA- vs 19% O2, CyA-",0.410051346211136,"Thyroid cancer",1,0
"357","hsa00740",0.474257656506972,"1% O2, CyA- vs 19% O2, CyA-",0.323985649048921,"Riboflavin metabolism",1,0
"358","hsa00062",0.339491960236769,"1% O2, CyA- vs 19% O2, CyA-",0.469170506114409,"Fatty acid elongation",1,0
"359","hsa04390",0.3689171040633,"1% O2, CyA- vs 19% O2, CyA-",0.43307120915891,"Hippo signaling pathway",1,0
"360","hsa04064",0.172563691873782,"1% O2, CyA- vs 19% O2, CyA-",0.763050576393807,"NF-kappa B signaling pathway",1,0
"361","hsa04932",0.000960911654735889,"1% O2, CyA- vs 19% O2, CyA-",3.01731653909982,"Non-alcoholic fatty liver disease",0.616905282340441,0.209781511030971
"362","hsa05222",1.05358000932269e-11,"1% O2, CyA- vs 19% O2, CyA-",10.9773324782923,"Small cell lung cancer",8.24953147299667e-09,8.08357071623435
"363","hsa05320",0.531326107984813,"1% O2, CyA- vs 19% O2, CyA-",0.274638843463197,"Autoimmune thyroid disease",1,0
"364","hsa04115",0.355422492377945,"1% O2, CyA- vs 19% O2, CyA-",0.449255091987855,"p53 signaling pathway",1,0
"365","hsa04710",1.90580484674454e-57,"1% O2, CyA- vs 19% O2, CyA-",56.7199215729113,"Circadian rhythm",1.64661538758728e-54,53.7834078304324
"366","hsa05206",5.41622345186733e-07,"1% O2, CyA- vs 19% O2, CyA-",6.26630342668792,"MicroRNAs in cancer",0.000396467556676689,3.40179234562953
"367","hsa05032",0.322095330946941,"1% O2, CyA- vs 19% O2, CyA-",0.492015570612399,"Morphine addiction",1,0
"368","hsa00620",0.215847604389885,"1% O2, CyA- vs 19% O2, CyA-",0.665852767049536,"Pyruvate metabolism",1,0
"369","hsa05132",2.54402764991863e-30,"1% O2, CyA- vs 19% O2, CyA-",29.5944781728421,"Salmonella infection",2.15479141948108e-27,26.6665947625114
"370","hsa04658",0.332671448653333,"1% O2, CyA- vs 19% O2, CyA-",0.477984470620181,"Th1 and Th2 cell differentiation",1,0
"371","hsa05014",2.85982035919819e-06,"1% O2, CyA- vs 19% O2, CyA-",5.54366124640216,"Amyotrophic lateral sclerosis",0.00204763137718591,2.6887482240943
"372","hsa04933",0.301538824567843,"1% O2, CyA- vs 19% O2, CyA-",0.520656762429158,"AGE-RAGE signaling pathway in diabetic complications",1,0
"373","hsa00531",0.519064574385359,"1% O2, CyA- vs 19% O2, CyA-",0.284778610254178,"Glycosaminoglycan degradation",1,0
"374","hsa04714",0.0182583994093716,"1% O2, CyA- vs 19% O2, CyA-",1.73853729679873,"Thermogenesis",1,0
"375","hsa00592",0.432112999581254,"1% O2, CyA- vs 19% O2, CyA-",0.364402668283809,"alpha-Linolenic acid metabolism",1,0
"376","hsa05170",0.224560797829432,"1% O2, CyA- vs 19% O2, CyA-",0.648666057390432,"Human immunodeficiency virus 1 infection",1,0
"377","hsa05160",0.197685095775745,"1% O2, CyA- vs 19% O2, CyA-",0.704026072549504,"Hepatitis C",1,0
"378","hsa04392",0.445555197410847,"1% O2, CyA- vs 19% O2, CyA-",0.351098485912159,"Hippo signaling pathway - multiple species",1,0
"379","hsa04666",6.58355333626127e-05,"1% O2, CyA- vs 19% O2, CyA-",4.18153964167448,"Fc gamma R-mediated phagocytosis",0.0445706560864888,1.35095097298933
"380","hsa04920",0.0278731871335822,"1% O2, CyA- vs 19% O2, CyA-",1.55481336944996,"Adipocytokine signaling pathway",1,0
"381","hsa04940",0.52940567592334,"1% O2, CyA- vs 19% O2, CyA-",0.276211406803141,"Type I diabetes mellitus",1,0
"382","hsa04672",0.18979638514806,"1% O2, CyA- vs 19% O2, CyA-",0.72171206337975,"Intestinal immune network for IgA production",1,0
"383","hsa00780",0.544107571241728,"1% O2, CyA- vs 19% O2, CyA-",0.264315230856407,"Biotin metabolism",1,0
"384","hsa00590",0.489233773130559,"1% O2, CyA- vs 19% O2, CyA-",0.310483570078191,"Arachidonic acid metabolism",1,0
"385","hsa05161",0.340461900342705,"1% O2, CyA- vs 19% O2, CyA-",0.467931481098373,"Hepatitis B",1,0
"386","hsa04540",0.322182677722207,"1% O2, CyA- vs 19% O2, CyA-",0.491897813301945,"Gap junction",1,0
"387","hsa04913",0.00025425491650875,"1% O2, CyA- vs 19% O2, CyA-",3.59473064040335,"Ovarian steroidogenesis",0.168062499812284,0.774529180917706
"388","hsa05212",0.080788575380753,"1% O2, CyA- vs 19% O2, CyA-",1.0926500501153,"Pancreatic cancer",1,0
"389","hsa05211",3.52184919126077e-40,"1% O2, CyA- vs 19% O2, CyA-",39.4532292448496,"Renal cell carcinoma",3.01470290771922e-37,36.5207554801724
"390","hsa04371",0.00399532762951928,"1% O2, CyA- vs 19% O2, CyA-",2.39844760136672,"Apelin signaling pathway",1,0
"391","hsa05164",0.0433724774904362,"1% O2, CyA- vs 19% O2, CyA-",1.36278576969595,"Influenza A",1,0
"392","hsa04146",0.360878620889056,"1% O2, CyA- vs 19% O2, CyA-",0.442638845579536,"Peroxisome",1,0
