"","pathway","transcriptome_pval","transcriptome_padj","proteome_pval","proteome_padj","phosphoproteome_pval","phosphoproteome_padj","combined_pval","combined_padj","Contrast","negativelog10FDR","Pathway","Algorithm"
"224","(KEGG) Aldosterone-regulated sodium reabsorption",0.319727891156463,0.849874992732136,0.411384217335058,0.951137171286425,0.713815789473684,0.949913945229951,0.993848496679746,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Aldosterone-Regulated Sodium Reabsorption","multiGSEA"
"225","(KEGG) Endocrine and other factor-regulated calcium reabsorption",0.234299516908213,0.783517739338216,0.648124191461837,0.951889417467014,0.595394736842105,0.949913945229951,0.990918764276005,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Endocrine And Other Factor-Regulated Calcium Reabsorption","multiGSEA"
"226","(KEGG) Vasopressin-regulated water reabsorption",0.170818505338078,0.69001801326831,0.394666666666667,0.951137171286425,0.451171875,0.949913945229951,0.985794541316663,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Vasopressin-Regulated Water Reabsorption","multiGSEA"
"227","(KEGG) Proximal tubule bicarbonate reclamation",0.595864661654135,0.992553191489362,0.347763347763348,0.951137171286425,0.08203125,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Proximal Tubule Bicarbonate Reclamation","multiGSEA"
"228","(KEGG) Salivary secretion",0.881756756756757,0.992553191489362,0.734597156398104,0.951889417467014,0.852803738317757,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Salivary Secretion","multiGSEA"
"229","(KEGG) Gastric acid secretion",0.862650602409639,0.992553191489362,0.787878787878788,0.953750147180031,0.567441860465116,0.949913945229951,0.999559974674884,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Gastric Acid Secretion","multiGSEA"
"230","(KEGG) Pancreatic secretion",0.0732984293193717,0.610974049707602,0.341269841269841,0.951137171286425,0.852803738317757,0.949913945229951,0.980679403060684,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Pancreatic Secretion","multiGSEA"
"231","(KEGG) Carbohydrate digestion and absorption",0.753176043557169,0.992553191489362,0.238744884038199,0.893082714365116,0.58739837398374,0.949913945229951,0.998939327835117,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Carbohydrate Digestion And Absorption","multiGSEA"
"232","(KEGG) Fat digestion and absorption",0.550284629981025,0.992553191489362,0.810379241516966,0.953750147180031,NA,NA,0.998200816061059,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Fat Digestion And Absorption","multiGSEA"
"233","(KEGG) Bile secretion",0.818511796733212,0.992553191489362,0.466176470588235,0.951889417467014,NA,NA,0.998122335233609,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Bile Secretion","multiGSEA"
"234","(KEGG) Vitamin digestion and absorption",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Vitamin Digestion And Absorption","multiGSEA"
"235","(KEGG) Mineral absorption",0.11063829787234,0.649217181854677,0.672654690618762,0.951889417467014,0.573170731707317,0.949913945229951,0.983447901734281,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Mineral Absorption","multiGSEA"
"236","(KEGG) Cholesterol metabolism",0.857142857142857,0.992553191489362,0.811630847029077,0.953750147180031,0.0710659898477157,0.949913945229951,0.999559974674884,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Cholesterol Metabolism","multiGSEA"
"237","(KEGG) Alzheimer disease",0.35,0.921057370980329,0.682779456193353,0.951889417467014,0.658071748878924,0.949913945229951,0.996784123153787,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Alzheimer Disease","multiGSEA"
"238","(KEGG) Parkinson disease",0.0130937929757255,0.352724483162104,0.6,0.951889417467014,0.829389788293898,0.949913945229951,0.954614821705975,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Parkinson Disease","multiGSEA"
"239","(KEGG) Amyotrophic lateral sclerosis",0.517241379310345,0.992553191489362,0.764525993883792,0.951889417467014,0.473745624270712,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Amyotrophic Lateral Sclerosis","multiGSEA"
"240","(KEGG) Huntington disease",0.37953795379538,0.922158622112211,0.983539094650206,0.98939125149307,0.469078179696616,0.949913945229951,0.999029556604482,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Huntington Disease","multiGSEA"
"241","(KEGG) Spinocerebellar ataxia",1,1,0.956842105263158,0.976172248803828,0.391411042944785,0.949913945229951,0.994809474479201,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Spinocerebellar Ataxia","multiGSEA"
"242","(KEGG) Prion disease",0.7601246105919,0.992553191489362,0.951295336787565,0.973792185968352,0.631578947368421,0.949913945229951,0.999744465130496,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Prion Disease","multiGSEA"
"243","(KEGG) Cocaine addiction",0.273504273504274,0.818082908690263,0.431297709923664,0.951889417467014,0.304568527918782,0.949913945229951,0.992530496430981,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Cocaine Addiction","multiGSEA"
"244","(KEGG) Amphetamine addiction",0.514529914529914,0.992553191489362,0.771295215869312,0.951889417467014,0.129577464788732,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Amphetamine Addiction","multiGSEA"
"245","(KEGG) Morphine addiction",0.743961352657005,0.992553191489362,0.877626699629172,0.953750147180031,0.661214953271028,0.949913945229951,0.999559974674884,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Morphine Addiction","multiGSEA"
"246","(KEGG) Alcoholism",0.829346092503987,0.992553191489362,0.686946902654867,0.951889417467014,0.0615384615384615,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Alcoholism","multiGSEA"
"247","(KEGG) Bacterial invasion of epithelial cells",0.284688995215311,0.819170293753915,0.0834260289210234,0.678611422172452,0.517482517482518,0.949913945229951,0.959387737742245,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Bacterial Invasion Of Epithelial Cells","multiGSEA"
"248","(KEGG) Vibrio cholerae infection",0.275862068965517,0.818082908690263,0.0699745547073791,0.642493638676845,0.119158878504673,0.949913945229951,0.953934924254568,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Vibrio Cholerae Infection","multiGSEA"
"249","(KEGG) Epithelial cell signaling in Helicobacter pylori infection",0.384433962264151,0.92681366096241,0.603658536585366,0.951889417467014,0.437403400309119,0.949913945229951,0.997003393793401,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Epithelial Cell Signaling In Helicobacter Pylori Infection","multiGSEA"
"250","(KEGG) Pathogenic Escherichia coli infection",0.641891891891892,0.992553191489362,0.915537017726799,0.961579629316658,0.915853658536585,0.968402638944422,0.99976732821835,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Pathogenic Escherichia Coli Infection","multiGSEA"
"251","(KEGG) Shigellosis",0.67816091954023,0.992553191489362,0.52415210688592,0.951889417467014,0.752808988764045,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Shigellosis","multiGSEA"
"252","(KEGG) Salmonella infection",0.295833333333333,0.819170293753915,0.831632653061224,0.953750147180031,0.730981256890849,0.949913945229951,0.992800408585581,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Salmonella Infection","multiGSEA"
"253","(KEGG) Pertussis",0.974576271186441,0.992553191489362,0.977299880525687,0.987072879330944,0.706199460916442,0.949913945229951,0.999864505331185,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Pertussis","multiGSEA"
"254","(KEGG) Legionellosis",0.759398496240602,0.992553191489362,0.410383189122373,0.951137171286425,0.241116751269036,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Legionellosis","multiGSEA"
"255","(KEGG) Yersinia infection",0.875748502994012,0.992553191489362,0.341719077568134,0.951137171286425,0.974741676234214,0.974741676234214,0.999759345251794,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Yersinia Infection","multiGSEA"
"256","(KEGG) Leishmaniasis",0.737113402061856,0.992553191489362,0.182548794489093,0.813506815365551,0.0550161812297735,0.949913945229951,0.997943451229664,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Leishmaniasis","multiGSEA"
"257","(KEGG) Chagas disease",0.944178628389155,0.992553191489362,0.700221238938053,0.951889417467014,0.855784469096672,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Chagas Disease","multiGSEA"
"258","(KEGG) African trypanosomiasis",0.173992673992674,0.69001801326831,0.0401034928848642,0.486054333764554,0.689217758985201,0.949913945229951,0.887873730456375,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"African Trypanosomiasis","multiGSEA"
"259","(KEGG) Malaria",0.132827324478178,0.69001801326831,0.175,0.813506815365551,NA,NA,0.836607943206952,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Malaria","multiGSEA"
"260","(KEGG) Toxoplasmosis",0.319402985074627,0.849874992732136,0.246501614639397,0.899879388382378,0.209016393442623,0.949913945229951,0.988895037062699,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Toxoplasmosis","multiGSEA"
"261","(KEGG) Amoebiasis",0.966442953020134,0.992553191489362,0.328800988875155,0.951137171286425,0.343457943925234,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Amoebiasis","multiGSEA"
"262","(KEGG) Staphylococcus aureus infection",0.108540925266904,0.649217181854677,0.117647058823529,0.774936061381074,NA,NA,0.789583593422896,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Staphylococcus Aureus Infection","multiGSEA"
"263","(KEGG) Tuberculosis",0.144736842105263,0.69001801326831,0.885504201680672,0.953750147180031,0.23936170212766,0.949913945229951,0.98633574298756,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Tuberculosis","multiGSEA"
"264","(KEGG) Hepatitis C",0.0508982035928144,0.494666916167665,0.779411764705882,0.952265180265655,0.720551378446115,0.949913945229951,0.971546854988262,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Hepatitis C","multiGSEA"
"265","(KEGG) Hepatitis B",0.893767705382436,0.992553191489362,0.672575599582899,0.951889417467014,0.455410225921522,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Hepatitis B","multiGSEA"
"266","(KEGG) Measles",0.427215189873418,0.955855568709589,0.744930629669157,0.951889417467014,0.477477477477477,0.949913945229951,0.998096111655938,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Measles","multiGSEA"
"267","(KEGG) Human cytomegalovirus infection",0.0159350933179963,0.353986715849774,0.751552795031056,0.951889417467014,0.867713004484305,0.956131538410019,0.958179044487201,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Human Cytomegalovirus Infection","multiGSEA"
"268","(KEGG) Influenza A",0.837518463810931,0.992553191489362,0.126582278481013,0.776923076923077,0.405982905982906,0.949913945229951,0.997403791370645,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Influenza A","multiGSEA"
"269","(KEGG) Human papillomavirus infection",0.377952755905512,0.922158622112211,0.851239669421488,0.953750147180031,0.840136054421769,0.949913945229951,0.996929656076966,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Human Papillomavirus Infection","multiGSEA"
"270","(KEGG) Human T-cell leukemia virus 1 infection",0.224576271186441,0.761717999615803,0.0196078431372549,0.312693498452012,0.853982300884956,0.949913945229951,0.859544807977283,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Human T-Cell Leukemia Virus 1 Infection","multiGSEA"
"271","(KEGG) Kaposi sarcoma-associated herpesvirus infection",0.520134228187919,0.992553191489362,0.657977059436913,0.951889417467014,0.62287104622871,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Kaposi Sarcoma-Associated Herpesvirus Infection","multiGSEA"
"272","(KEGG) Herpes simplex virus 1 infection",0.0959902794653706,0.649217181854677,0.886128364389234,0.953750147180031,0.888761467889908,0.959416145253541,0.98607612597091,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Herpes Simplex Virus 1 Infection","multiGSEA"
"273","(KEGG) Epstein-Barr virus infection",0.104964539007092,0.649217181854677,0.555211558307534,0.951889417467014,0.50291715285881,0.949913945229951,0.983447901734281,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Epstein-Barr Virus Infection","multiGSEA"
"274","(KEGG) Human immunodeficiency virus 1 infection",0.806451612903226,0.992553191489362,0.864337101747174,0.953750147180031,0.175257731958763,0.949913945229951,0.999559974674884,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Human Immunodeficiency Virus 1 Infection","multiGSEA"
"275","(KEGG) Pathways in cancer",0.375,0.922158622112211,0.502032520325203,0.951889417467014,0.278918918918919,0.949913945229951,0.996826174536259,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Pathways In Cancer","multiGSEA"
"276","(KEGG) Transcriptional misregulation in cancer",0.0925589836660617,0.649217181854677,0.413369713506139,0.951137171286425,0.48531684698609,0.949913945229951,0.983269240125279,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Transcriptional Misregulation In Cancer","multiGSEA"
"277","(KEGG) Viral carcinogenesis",0.269473684210526,0.818082908690263,0.264069264069264,0.909238488783943,0.21602787456446,0.949913945229951,0.987610918580401,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Viral Carcinogenesis","multiGSEA"
"278","(KEGG) Chemical carcinogenesis",0.97508896797153,0.992553191489362,0.420634920634921,0.951137171286425,0.77734375,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Chemical Carcinogenesis","multiGSEA"
"279","(KEGG) Proteoglycans in cancer",0.831683168316832,0.992553191489362,0.563541666666667,0.951889417467014,0.769403824521935,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Proteoglycans In Cancer","multiGSEA"
"280","(KEGG) MicroRNAs in cancer",0.853658536585366,0.992553191489362,0.651063829787234,0.951889417467014,0.602040816326531,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Micrornas In Cancer","multiGSEA"
"281","(KEGG) Colorectal cancer",0.0933333333333333,0.649217181854677,0.721164613661814,0.951889417467014,0.513513513513513,0.949913945229951,0.983447901734281,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Colorectal Cancer","multiGSEA"
"282","(KEGG) Renal cell carcinoma",0.84688995215311,0.992553191489362,0.736363636363636,0.951889417467014,0.16816431322208,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Renal Cell Carcinoma","multiGSEA"
"283","(KEGG) Pancreatic cancer",0.014744110228641,0.352724483162104,0.417030567685589,0.951137171286425,0.655737704918033,0.949913945229951,0.954201425656758,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Pancreatic Cancer","multiGSEA"
"284","(KEGG) Endometrial cancer",0.369308600337268,0.922158622112211,0.339556592765461,0.951137171286425,0.400815217391304,0.949913945229951,0.996784389156569,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Endometrial Cancer","multiGSEA"
"285","(KEGG) Glioma",0.511568123393316,0.992553191489362,0.762863534675615,0.951889417467014,0.165343915343915,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Glioma","multiGSEA"
"286","(KEGG) Prostate cancer",0.717252396166134,0.992553191489362,0.442586399108138,0.951889417467014,0.12781954887218,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Prostate Cancer","multiGSEA"
"287","(KEGG) Thyroid cancer",0.619047619047619,0.992553191489362,0.360436893203884,0.951137171286425,0.800618238021638,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Thyroid Cancer","multiGSEA"
"288","(KEGG) Basal cell carcinoma",0.647457627118644,0.992553191489362,0.190995907230559,0.813506815365551,0.814580031695721,0.949913945229951,0.997943451229664,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Basal Cell Carcinoma","multiGSEA"
"289","(KEGG) Melanoma",0.742168674698795,0.992553191489362,0.541218637992832,0.951889417467014,0.69164265129683,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Melanoma","multiGSEA"
"290","(KEGG) Bladder cancer",0.245098039215686,0.802373581011352,0.140328697850822,0.802256517901868,0.290571870170015,0.949913945229951,0.973232350381076,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Bladder Cancer","multiGSEA"
"291","(KEGG) Chronic myeloid leukemia",0.787066246056782,0.992553191489362,0.308695652173913,0.951137171286425,0.312039312039312,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Chronic Myeloid Leukemia","multiGSEA"
"292","(KEGG) Acute myeloid leukemia",0.593650793650794,0.992553191489362,0.751121076233184,0.951889417467014,0.622784810126582,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Acute Myeloid Leukemia","multiGSEA"
"293","(KEGG) Small cell lung cancer",0.649315068493151,0.992553191489362,0.554069119286511,0.951889417467014,0.754512635379061,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Small Cell Lung Cancer","multiGSEA"
"294","(KEGG) Non-small cell lung cancer",0.982315112540193,0.992553191489362,0.35819209039548,0.951137171286425,0.354166666666667,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Non-Small Cell Lung Cancer","multiGSEA"
"295","(KEGG) Breast cancer",0.946220930232558,0.992553191489362,0.473451327433628,0.951889417467014,0.679075738125802,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Breast Cancer","multiGSEA"
"296","(KEGG) Hepatocellular carcinoma",0.951298701298701,0.992553191489362,0.470157068062827,0.951889417467014,0.579310344827586,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Hepatocellular Carcinoma","multiGSEA"
"297","(KEGG) Gastric cancer",0.372611464968153,0.922158622112211,0.586399108138239,0.951889417467014,0.471354166666667,0.949913945229951,0.996826174536259,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Gastric Cancer","multiGSEA"
"298","(KEGG) Central carbon metabolism in cancer",0.529215358931553,0.992553191489362,0.418812989921613,0.951137171286425,0.938524590163934,0.974741676234214,0.999759345251794,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Central Carbon Metabolism In Cancer","multiGSEA"
"299","(KEGG) Choline metabolism in cancer",0.933673469387755,0.992553191489362,0.380790960451977,0.951137171286425,0.49618320610687,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Choline Metabolism In Cancer","multiGSEA"
"300","(KEGG) PD-L1 expression and PD-1 checkpoint pathway in cancer",0.572602739726027,0.992553191489362,0.214130434782609,0.842765510586365,0.843037974683544,0.949913945229951,0.998336276502773,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Pd-L1 Expression And Pd-1 Checkpoint Pathway In Cancer","multiGSEA"
"301","(KEGG) Asthma",0.125237191650854,0.69001801326831,NA,NA,NA,NA,0.69001801326831,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Asthma","multiGSEA"
"302","(KEGG) Autoimmune thyroid disease",0.696394686907021,0.992553191489362,0.70059880239521,0.951889417467014,NA,NA,0.998122335233609,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Autoimmune Thyroid Disease","multiGSEA"
"303","(KEGG) Inflammatory bowel disease",0.926470588235294,0.992553191489362,0.412136536030341,0.951137171286425,0.365482233502538,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Inflammatory Bowel Disease","multiGSEA"
"304","(KEGG) Systemic lupus erythematosus",0.377079482439926,0.922158622112211,NA,NA,NA,NA,0.922158622112211,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Systemic Lupus Erythematosus","multiGSEA"
"305","(KEGG) Rheumatoid arthritis",0.464609800362976,0.992553191489362,0.1136,0.774936061381074,NA,NA,0.98795785544595,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Rheumatoid Arthritis","multiGSEA"
"306","(KEGG) Allograft rejection",0.565217391304348,0.992553191489362,0.212389380530973,0.842765510586365,0.382749326145553,0.949913945229951,0.998336276502773,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Allograft Rejection","multiGSEA"
"307","(KEGG) Graft-versus-host disease",0.119047619047619,0.685626102292769,0.589358799454297,0.951889417467014,0.893728222996516,0.960757839721254,0.987946385780527,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Graft-Versus-Host Disease","multiGSEA"
"308","(KEGG) Hypertrophic cardiomyopathy",0.491031390134529,0.992553191489362,0.12639405204461,0.776923076923077,0.973534971644612,0.974741676234214,0.998533706489018,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Hypertrophic Cardiomyopathy","multiGSEA"
"309","(KEGG) Arrhythmogenic right ventricular cardiomyopathy",0.915401301518438,0.992553191489362,0.171521035598705,0.813506815365551,NA,NA,0.990656842741742,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Arrhythmogenic Right Ventricular Cardiomyopathy","multiGSEA"
"310","(KEGG) Dilated cardiomyopathy",0.725536992840095,0.992553191489362,0.658536585365854,0.951889417467014,0.801401869158878,0.949913945229951,0.999542430452416,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Dilated Cardiomyopathy","multiGSEA"
"311","(KEGG) Viral myocarditis",0.415841584158416,0.955855568709589,0.562732919254658,0.951889417467014,0.8248730964467,0.949913945229951,0.998096111655938,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Viral Myocarditis","multiGSEA"
"312","(KEGG) Fluid shear stress and atherosclerosis",0.750769230769231,0.992553191489362,0.370290635091496,0.951137171286425,0.176923076923077,0.949913945229951,0.999535314593796,0.999944486135173,"X1O2NoCyA - X1O2PlusCyA",2.41100343901052e-05,"Fluid Shear Stress And Atherosclerosis","multiGSEA"
"313","(KEGG) Valine, leucine and isoleucine biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Valine, Leucine And Isoleucine Biosynthesis","multiGSEA"
"314","(KEGG) D-Arginine and D-ornithine metabolism",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"D-Arginine And D-Ornithine Metabolism","multiGSEA"
"315","(KEGG) Neomycin, kanamycin and gentamicin biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Neomycin, Kanamycin And Gentamicin Biosynthesis","multiGSEA"
"316","(KEGG) Protein digestion and absorption",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Protein Digestion And Absorption","multiGSEA"
"317","(KEGG) Nicotine addiction",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA - X1O2PlusCyA",NA,"Nicotine Addiction","multiGSEA"
"318","(KEGG) Glycolysis / Gluconeogenesis",2.49094966534105e-11,7.74685345921067e-09,8.90271575165452e-05,0.00449587145458553,0.0551558752997602,1,2.50827131011645e-09,3.90036188723107e-07,"X1O2NoCyA vs X19O2NoCyA",6.40889509596423,"Glycolysis / Gluconeogenesis","multiGSEA"
"319","(KEGG) Citrate cycle (TCA cycle)",0.0238528364394544,0.291063348029447,0.459016393442623,1,0.430534351145038,1,0.291063348029447,0.997967479674797,"X1O2NoCyA vs X19O2NoCyA",0.000883610644391866,"Citrate Cycle (Tca Cycle)","multiGSEA"
"320","(KEGG) Pentose phosphate pathway",0.000509712791337757,0.0158520678106042,0.126182965299685,0.695809659090909,0.152832674571805,1,0.123709903683082,0.997967479674797,"X1O2NoCyA vs X19O2NoCyA",0.000883610644391866,"Pentose Phosphate Pathway","multiGSEA"
"321","(KEGG) Pentose and glucuronate interconversions",0.853658536585366,0.968620441705188,0.366120218579235,1,NA,NA,0.968620441705188,0.997967479674797,"X1O2NoCyA vs X19O2NoCyA",0.000883610644391866,"Pentose And Glucuronate Interconversions","multiGSEA"
"322","(KEGG) Fructose and mannose metabolism",3.52024126602233e-06,0.000218959006746589,5.13186261823451e-06,0.000518318124441686,0.264383561643836,1,7.70469370835365e-07,4.79231948659597e-05,"X1O2NoCyA vs X19O2NoCyA",4.31945423681229,"Fructose And Mannose Metabolism","multiGSEA"
"323","(KEGG) Galactose metabolism",0.0508901253960971,0.380174473523365,0.00908356875355513,0.161901254842777,0.289297658862876,1,0.180524678970264,0.997967479674797,"X1O2NoCyA vs X19O2NoCyA",0.000883610644391866,"Galactose Metabolism","multiGSEA"
"324","(KEGG) Ascorbate and aldarate metabolism",0.572549019607843,0.829227504130455,0.588726513569937,1,NA,NA,0.829227504130455,0.997967479674797,"X1O2NoCyA vs X19O2NoCyA",0.000883610644391866,"Ascorbate And Aldarate Metabolism","multiGSEA"
"325","(KEGG) Fatty acid biosynthesis",0.975988700564972,0.989312910570523,0.0504130815760203,0.462883749016187,0.762376237623762,1,0.940784010301582,0.997967479674797,"X1O2NoCyA vs X19O2NoCyA",0.000883610644391866,"Fatty Acid Biosynthesis","multiGSEA"
