"","ingroup_n","ingroupnames","ingroup_mean","outgroup_n","outgroup_mean","zscore","oddsratio","pvalue","BH_pvalue","SignedBH_pvalue","background_n","background_mean","Method","Pathway","Contrast","negativelog10pvalue","negativelog10FDR"
"Alanine, Aspartate And Glutamate Metabolism1",45,"NIT2, PURA, PURB, ASNS, ASL, ADSL, CAD, ALDH5A1, PPAT, GOT1, GOT2, GPT2, GLUD1, GLS, GFPT1",9.17697402243755,45,9.19274287044825,0.00837524475201581,-0.0157688480106977,0.968662087109276,0.99985111770314,NA,NA,NA,"Proteomics","Alanine, Aspartate And Glutamate Metabolism","X19O2NoCyA - X1O2NoCyA",0.0138276979729443,6.46635737296907e-05
"Glycine, Serine And Threonine Metabolism1",45,"GAMT, DLD, PHGDH, CTH, PSAT1, PSPH, GCAT, GRHPR, GCSH, BPGM, ETFA, ETFB, SHMT1, SHMT2, PGAM1",8.89747805368398,45,8.98189046659192,0.0390446333314088,-0.0844124129079322,0.855110524977282,0.99985111770314,NA,NA,NA,"Proteomics","Glycine, Serine And Threonine Metabolism","X19O2NoCyA - X1O2NoCyA",0.0679777480957654,6.46635737296907e-05
"Cysteine And Methionine Metabolism1",96,"AHCY, TST, SMS, ADI1, APIP, MRI1, SRM, CTH, MTR, ENOPH1, GSS, PHGDH, PSAT1, MTAP, DNMT1, GOT1, GOT2, MDH1, MDH2, GCLC, GCLM, KYAT3, MAT2B, MAT2A, AHCYL1, AHCYL2, MPST, LDHAL6A, LDHA, LDHB, BCAT1, BCAT2",8.90841248933687,96,8.93050829944356,0.0103035239173432,-0.0220958101066877,0.943437391861676,0.99985111770314,NA,NA,NA,"Proteomics","Cysteine And Methionine Metabolism","X19O2NoCyA - X1O2NoCyA",0.0252869150763434,6.46635737296907e-05
"Valine, Leucine And Isoleucine Degradation1",87,"DLD, HMGCL, IVD, HSD17B10, ACADM, AACS, ACADSB, ALDH6A1, HIBADH, ACSF3, BCKDHB, HADHA, ECHS1, ACAA1, ACAA2, HADHB, HADH, MUT, ALDH9A1, ACAT1, ACAT2, HMGCS1, OXCT1, MCCC1, MCCC2, BCAT1, BCAT2, ALDH2, ALDH3A2",8.76382275843627,87,8.77433374819514,0.00565495825182668,-0.0105109897588651,0.970664636421703,0.99985111770314,NA,NA,NA,"Proteomics","Valine, Leucine And Isoleucine Degradation","X19O2NoCyA - X1O2NoCyA",0.0129307924493086,6.46635737296907e-05
"Valine, Leucine And Isoleucine Biosynthesis1",6,"BCAT1, BCAT2",8.47621664552088,6,8.47293364550896,-0.00479006953591926,0.0032830000119155,0.992884161692123,0.99985111770314,NA,NA,NA,"Proteomics","Valine, Leucine And Isoleucine Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.00310141703580276,6.46635737296907e-05
"Lysine Degradation1",102,"GCDH, ALDH9A1, CAMKMT, HADHA, ECHS1, HADH, DLST, DLD, SETD7, PRDM2, EZH2, SETD2, PLOD3, PLOD1, SETDB1, DHTKD1, ACAT1, ACAT2, EHMT2, KMT5A, KMT2A, NSD3, KMT2E, SMYD2, KMT2C, SUV39H1, NSD2, EHMT1, KMT2D, SETD1A, KMT2B, COLGALT1, ALDH2, ALDH3A2",7.02520513971891,102,6.95635866012569,-0.0286639078459065,0.06884647959322,0.834051838324032,0.99985111770314,NA,NA,NA,"Proteomics","Lysine Degradation","X19O2NoCyA - X1O2NoCyA",0.0788069560787574,6.46635737296907e-05
"Arginine And Proline Metabolism1",57,"SMS, CNDP2, GAMT, SRM, AGMAT, OAT, ALDH18A1, LAP3, ALDH9A1, NOA1, GOT1, GOT2, ARG1, ALDH2, ALDH3A2, CKMT1A, PYCR2, PYCR1, P4HA1",8.55270986608638,57,8.59394481319151,0.0212272319408906,-0.041234947105135,0.90939265375139,0.99985111770314,NA,NA,NA,"Proteomics","Arginine And Proline Metabolism","X19O2NoCyA - X1O2NoCyA",0.0412485584310211,6.46635737296907e-05
"Histidine Metabolism1",15,"CNDP2, CARNMT1, ALDH9A1, ALDH2, ALDH3A2",8.60492070399673,15,8.56136429539109,-0.0257718776086165,0.0435564086056459,0.94320482010155,0.99985111770314,NA,NA,NA,"Proteomics","Histidine Metabolism","X19O2NoCyA - X1O2NoCyA",0.0253939885128861,6.46635737296907e-05
"Tyrosine Metabolism1",24,"COMT, MIF, NAGK, GSTZ1, FAH, GOT1, GOT2, ADH5",8.29188780708568,24,8.23374934092641,-0.0346575889750623,0.0581384661592761,0.903337908476109,0.99985111770314,NA,NA,NA,"Proteomics","Tyrosine Metabolism","X19O2NoCyA - X1O2NoCyA",0.0441497642649286,6.46635737296907e-05
"Phenylalanine Metabolism1",9,"MIF, GOT1, GOT2",8.57813310320979,9,8.52411586087656,-0.0272298193691109,0.0540172423332326,0.953816398050844,0.99985111770314,NA,NA,NA,"Proteomics","Phenylalanine Metabolism","X19O2NoCyA - X1O2NoCyA",0.0205352154293295,6.46635737296907e-05
"Tryptophan Metabolism1",45,"GCDH, CAT, HADH, COMT, ECHS1, HADHA, DLST, DLD, ALDH9A1, ACAT1, ACAT2, DHTKD1, KYAT3, ALDH2, ALDH3A2",9.24461734506389,45,9.22081987881024,-0.0166358131918134,0.0237974662536526,0.937177390196697,0.99985111770314,NA,NA,NA,"Proteomics","Tryptophan Metabolism","X19O2NoCyA - X1O2NoCyA",0.0281781974878556,6.46635737296907e-05
"Phenylalanine, Tyrosine And Tryptophan Biosynthesis1",6,"GOT1, GOT2",9.65744854642979,6,9.62274672407749,-0.0251310027405375,0.0347018223522948,0.964874311909468,0.99985111770314,NA,NA,NA,"Proteomics","Phenylalanine, Tyrosine And Tryptophan Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.0155292557746201,6.46635737296907e-05
"Beta-Alanine Metabolism1",24,"CNDP2, ALDH6A1, HADHA, ECHS1, ALDH9A1, ALDH2, ALDH3A2, ACOX1",8.63557355771297,24,8.64433647770559,0.00501102169805431,-0.0087629199926198,0.98620259441605,0.99985111770314,NA,NA,NA,"Proteomics","Beta-Alanine Metabolism","X19O2NoCyA - X1O2NoCyA",0.00603385929921073,6.46635737296907e-05
"Taurine And Hypotaurine Metabolism1",3,"ADO",7.67126839018659,3,7.70932577454728,0.259059556817853,-0.0380573843606893,0.714169828984212,0.99985111770314,NA,NA,NA,"Proteomics","Taurine And Hypotaurine Metabolism","X19O2NoCyA - X1O2NoCyA",0.146198501080292,6.46635737296907e-05
"Phosphonate And Phosphinate Metabolism1",6,"PCYT2, PCYT1A",8.15497813509179,6,8.12708199179393,-0.159726404418417,0.0278961432978679,0.792295395933223,0.99985111770314,NA,NA,NA,"Proteomics","Phosphonate And Phosphinate Metabolism","X19O2NoCyA - X1O2NoCyA",0.101112867772272,6.46635737296907e-05
"Selenocompound Metabolism1",24,"MARS, CTH, SCLY, MTR, TXNRD1, SEPHS1, MARS2, KYAT3",8.03316980617877,24,8.07289937938355,0.0201119090619465,-0.0397295732047791,0.945287182839601,0.99985111770314,NA,NA,NA,"Proteomics","Selenocompound Metabolism","X19O2NoCyA - X1O2NoCyA",0.024436230670574,6.46635737296907e-05
"Glutathione Metabolism1",72,"GPX4, TXNDC12, G6PD, IDH1, GSR, PGD, SMS, PEPD, LAP3, GSS, GGCT, SRM, PRDX6, GCLC, GCLM, GSTK1, LANCL1, RRM1, RRM2, GSTP1, MGST1, MGST3, GSTO1, CHAC2",8.6534372718737,72,8.67397392525444,0.0112542197711037,-0.0205366533807467,0.946924927457812,0.99985111770314,NA,NA,NA,"Proteomics","Glutathione Metabolism","X19O2NoCyA - X1O2NoCyA",0.0236844506516291,6.46635737296907e-05
"Starch And Sucrose Metabolism1",33,"UGP2, GPI, GBE1, GYG1, PGM2, AGL, HK1, HK2, GYS1, PGM1, PYGB",9.81001722100652,33,9.91261900018175,0.0604139805599694,-0.102601779175231,0.80902780319447,0.99985111770314,NA,NA,NA,"Proteomics","Starch And Sucrose Metabolism","X19O2NoCyA - X1O2NoCyA",0.0920365530892688,6.46635737296907e-05
"N-Glycan Biosynthesis1",60,"ALG6, FUT8, MGAT3, MGAT2, GANAB, MOGS, ALG11, ALG1, DPM1, ALG8, MGAT1, MAN1B1, ST6GAL1, STT3B, STT3A, MAN1A1, DAD1, DDOST, RPN1, RPN2",7.86837171602219,60,7.91492072189919,0.0272499090820517,-0.0465490058769937,0.883231749100827,0.99985111770314,NA,NA,NA,"Proteomics","N-Glycan Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.0539253279623991,6.46635737296907e-05
"Mucin Type O-Glycan Biosynthesis1",9,"GALNT1, GALNT2, GALNT7",7.65342873151764,9,7.68527064002307,0.0200620572714352,-0.0318419085054238,0.966511799047624,0.99985111770314,NA,NA,NA,"Proteomics","Mucin Type O-Glycan Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.0147928397937348,6.46635737296907e-05
"Various Types Of N-Glycan Biosynthesis1",24,"ALG11, ALG1, MGAT1, MGAT2, FUT8, MAN1B1, GALT, MAN1A1",6.43404304608563,24,6.28880169608967,-0.0708667432279778,0.145241349995954,0.788828638849701,0.99985111770314,NA,NA,NA,"Proteomics","Various Types Of N-Glycan Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.103017330484934,6.46635737296907e-05
"Other Types Of O-Glycan Biosynthesis1",3,"PLOD3",3.72552736111459,3,4.02687023328388,0.792142405888749,-0.301342872169295,0.415019931566646,0.99985111770314,NA,NA,NA,"Proteomics","Other Types Of O-Glycan Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.381931045549237,6.46635737296907e-05
"Mannose Type O-Glycan Biosynthesis1",3,"LARGE2",3.94212748023211,3,4.24360098769877,0.79770627787873,-0.301473507466659,0.308177312568336,0.99985111770314,NA,NA,NA,"Proteomics","Mannose Type O-Glycan Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.51119933638026,6.46635737296907e-05
"Amino Sugar And Nucleotide Sugar Metabolism1",81,"NAGK, PGM3, NANS, GNPNAT1, GALT, UGDH, TSTA3, UGP2, GNE, CMAS, GALE, MPI, GALK1, GMDS, GPI, UAP1, PGM2, GNPDA1, GFPT1, HEXA, HEXB, HK1, HK2, PMM2, PGM1, GMPPB, GMPPA",8.41746956259609,81,8.40282596898336,-0.00681063568674731,0.0146435936127318,0.964070229080588,0.99985111770314,NA,NA,NA,"Proteomics","Amino Sugar And Nucleotide Sugar Metabolism","X19O2NoCyA - X1O2NoCyA",0.0158913281394622,6.46635737296907e-05
"Neomycin, Kanamycin And Gentamicin Biosynthesis1",6,"HK1, HK2",10.9221339065972,6,11.1847256307915,0.642094711217088,-0.262591724194362,0.208223212501384,0.99985111770314,NA,NA,NA,"Proteomics","Neomycin, Kanamycin And Gentamicin Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.681470857441581,6.46635737296907e-05
"Glycosaminoglycan Degradation1",15,"GNS, HGSNAT, GUSB, HEXA, HEXB",5.25620298667342,15,5.3822382898023,0.135898088294073,-0.126035303128873,0.728924683445786,0.99985111770314,NA,NA,NA,"Proteomics","Glycosaminoglycan Degradation","X19O2NoCyA - X1O2NoCyA",0.137317343086278,6.46635737296907e-05
"Glycosaminoglycan Biosynthesis - Chondroitin Sulfate / Dermatan Sulfate1",3,"B3GAT3",5.84023727431995,3,5.64619230434991,-0.489336424982313,0.19404496997004,0.49504717841595,0.99985111770314,NA,NA,NA,"Proteomics","Glycosaminoglycan Biosynthesis - Chondroitin Sulfate / Dermatan Sulfate","X19O2NoCyA - X1O2NoCyA",0.305353410461672,6.46635737296907e-05
"Glycosaminoglycan Biosynthesis - Keratan Sulfate1",3,"FUT8",9.12411899508975,3,9.05744455680958,-0.563895000292482,0.0666744382801703,0.508570335665455,0.99985111770314,NA,NA,NA,"Proteomics","Glycosaminoglycan Biosynthesis - Keratan Sulfate","X19O2NoCyA - X1O2NoCyA",0.293648975329248,6.46635737296907e-05
"Glycosaminoglycan Biosynthesis - Heparan Sulfate / Heparin1",6,"HS2ST1, B3GAT3",7.12539787885117,6,7.05621070810203,-0.0441490584446682,0.0691871707491423,0.937569886657941,0.99985111770314,NA,NA,NA,"Proteomics","Glycosaminoglycan Biosynthesis - Heparan Sulfate / Heparin","X19O2NoCyA - X1O2NoCyA",0.0279963499909905,6.46635737296907e-05
"Glycerolipid Metabolism1",51,"AGK, TKFC, AKR1A1, GLA, AGPAT5, ALDH9A1, DGKA, LPIN1, AGPAT1, GPAT4, GPAM, GK, AKR1B1, ALDH2, ALDH3A2, DGKZ, DGKD",6.54143248404456,51,6.52927803029264,-0.00479947286116867,0.0121544537519185,0.98078679862101,0.99985111770314,NA,NA,NA,"Proteomics","Glycerolipid Metabolism","X19O2NoCyA - X1O2NoCyA",0.00842538838503377,6.46635737296907e-05
"Inositol Phosphate Metabolism1",96,"ITPK1, MTM1, PIK3C3, PIKFYVE, CDIPT, ALDH6A1, TPI1, PI4KA, MTMR14, PLCG1, PLCG2, PIK3CG, PIP4K2A, PIP4K2C, PIP4K2B, INPP5B, ITPKB, IMPA1, PI4K2B, PI4K2A, PIP5K1A, MTMR1, MTMR6, MTMR4, PLCB3, PIK3CA, PIK3CB, PIK3CD, PIK3C2A, INPP5D, INPPL1, SACM1L",7.04199949158044,96,7.00598684767041,-0.0173318016964361,0.0360126439100297,0.901831818810365,0.99985111770314,NA,NA,NA,"Proteomics","Inositol Phosphate Metabolism","X19O2NoCyA - X1O2NoCyA",0.0448744457981552,6.46635737296907e-05
"Glycosylphosphatidylinositol (Gpi)-Anchor Biosynthesis1",9,"PIGT, PIGS, ERI1",5.38263600598377,9,5.41652864222946,0.0215464148420905,-0.0338926362456888,0.96560491011011,0.99985111770314,NA,NA,NA,"Proteomics","Glycosylphosphatidylinositol (Gpi)-Anchor Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.0152005345135402,6.46635737296907e-05
"Glycerophospholipid Metabolism1",78,"PTDSS1, PCYT2, CDIPT, GPCPD1, CARS, GNPAT, GPD2, LPCAT3, DAD1, DGKA, AGPAT5, LYPLA1, LYPLA2, LPCAT1, PCYT1A, CHKA, ETNK1, DGKZ, DGKD, LPIN1, AGPAT1, GPAT4, GPAM, GPD1L, PNPLA6, CDS2",6.43513866770412,78,6.40158666693917,-0.0177506712184672,0.0335520007649528,0.912880314862182,0.99985111770314,NA,NA,NA,"Proteomics","Glycerophospholipid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0395861578459353,6.46635737296907e-05
"Ether Lipid Metabolism1",18,"AGPS, PAFAH1B1, PAFAH1B2, PAFAH1B3, PAFAH2, LPCAT1",7.29845898900477,18,7.1114518870205,-0.0625656912008529,0.187007101984268,0.842097236432051,0.99985111770314,NA,NA,NA,"Proteomics","Ether Lipid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0746377578973887,6.46635737296907e-05
"Arachidonic Acid Metabolism1",15,"EPHX2, LTA4H, CBR1, PTGES2, PTGES3",7.77792563359739,15,7.8371949116335,0.0243836306414605,-0.0592692780361102,0.94833135398735,0.99985111770314,NA,NA,NA,"Proteomics","Arachidonic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0230398904419313,6.46635737296907e-05
"Alpha-Linolenic Acid Metabolism1",12,"FADS2, ACAA1, DAD1, ACOX1",6.38475942020561,12,6.4553857557654,0.141085007522796,-0.0706263355597896,0.711096929718065,0.99985111770314,NA,NA,NA,"Proteomics","Alpha-Linolenic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.148071196495973,6.46635737296907e-05
"Sphingolipid Metabolism1",36,"GLA, SGPP1, ASAH1, SMPD2, SMPD4, CERS2, CERS4, DEGS1, SPTLC1, SPTLC2, HEXA, HEXB",6.62734839753696,36,6.5907396707931,-0.0172831876685745,0.0366087267438537,0.940142625166322,0.99985111770314,NA,NA,NA,"Proteomics","Sphingolipid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0268062563747213,6.46635737296907e-05
"Glycosphingolipid Biosynthesis - Globo And Isoglobo Series1",9,"GLA, HEXA, HEXB",5.17370571305936,9,5.36149381794537,0.160692315509943,-0.187788104886016,0.75143792488684,0.99985111770314,NA,NA,NA,"Proteomics","Glycosphingolipid Biosynthesis - Globo And Isoglobo Series","X19O2NoCyA - X1O2NoCyA",0.12410688998405,6.46635737296907e-05
"Glycosphingolipid Biosynthesis - Ganglio Series1",9,"SLC33A1, HEXA, HEXB",6.27371424590874,9,6.37085103649366,0.0804696818049387,-0.0971367905849219,0.87498357148787,0.99985111770314,NA,NA,NA,"Proteomics","Glycosphingolipid Biosynthesis - Ganglio Series","X19O2NoCyA - X1O2NoCyA",0.0580001011252806,6.46635737296907e-05
"Pyruvate Metabolism1",90,"GLO1, LDHA, ME2, DLAT, DLD, POR, HAGH, GRHPR, FH, AKR1A1, PDHB, MDH1, MDH2, ALDH9A1, ACACA, PDHA1, PCK2, PKM, ME1, LDHAL6A, LDHB, ACSS2, ACSS1, ALDH2, ALDH3A2, ACAT1, ACAT2, ACYP1, ACYP2, ADH5",9.49886089923752,90,9.52448928151109,0.0137196393849056,-0.0256283822735757,0.928091861955655,0.99985111770314,NA,NA,NA,"Proteomics","Pyruvate Metabolism","X19O2NoCyA - X1O2NoCyA",0.0324090354557345,6.46635737296907e-05
"Glyoxylate And Dicarboxylate Metabolism1",51,"CS, GRHPR, PGP, CAT, MDH1, MDH2, MUT, DLD, ACO1, ACO2, ACAT1, ACAT2, SHMT1, SHMT2, GCSH, ACSS2, ACSS1",9.50957655417236,51,9.50414969162983,-0.00340947351933641,0.00542686254253333,0.98646504788445,0.99985111770314,NA,NA,NA,"Proteomics","Glyoxylate And Dicarboxylate Metabolism","X19O2NoCyA - X1O2NoCyA",0.0059182979230206,6.46635737296907e-05
"Propanoate Metabolism1",48,"DLD, ALDH6A1, ACACA, HADHA, ECHS1, MUT, BCKDHB, ACSS2, ACSS1, LDHAL6A, LDHA, LDHB, SUCLG2, SUCLG1, SUCLA2, ACOX1",9.09123668266264,48,9.14460758701124,0.0322379330562607,-0.0533709043486041,0.877552933750903,0.99985111770314,NA,NA,NA,"Proteomics","Propanoate Metabolism","X19O2NoCyA - X1O2NoCyA",0.0567266775486687,6.46635737296907e-05
"Butanoate Metabolism1",45,"BDH1, AACS, HMGCL, L2HGDH, ALDH5A1, HADH, HADHA, ECHS1, POR, SDHA, SDHB, OXCT1, HMGCS1, ACAT1, ACAT2",9.10433982842077,45,9.09397823943013,-0.00693545189366648,0.0103615889906319,0.974147532374303,0.99985111770314,NA,NA,NA,"Proteomics","Butanoate Metabolism","X19O2NoCyA - X1O2NoCyA",0.0113752652527996,6.46635737296907e-05
"One Carbon Pool By Folate1",33,"GART, MTHFD1, ATIC, MTR, TYMS, MTHFD2, DHFR, MTHFS, MTHFD1L, SHMT1, SHMT2",9.5525274405671,33,9.57470827198547,0.0107045483765987,-0.0221808314183676,0.965883821068729,0.99985111770314,NA,NA,NA,"Proteomics","One Carbon Pool By Folate","X19O2NoCyA - X1O2NoCyA",0.0150751084738667,6.46635737296907e-05
"Thiamine Metabolism1",18,"THTPA, ADK, NTPCR, NFS1, ACP1, AK2",7.93303871109511,18,7.96023198122968,0.0121131377029335,-0.0271932701345712,0.971353793137043,0.99985111770314,NA,NA,NA,"Proteomics","Thiamine Metabolism","X19O2NoCyA - X1O2NoCyA",0.0126225595647521,6.46635737296907e-05
"Riboflavin Metabolism1",9,"BLVRB, FLAD1, ACP1",7.89103311455886,9,7.8441206888862,-0.0246312120846252,0.0469124256726525,0.957107943753201,0.99985111770314,NA,NA,NA,"Proteomics","Riboflavin Metabolism","X19O2NoCyA - X1O2NoCyA",0.019039079221363,6.46635737296907e-05
"Vitamin B6 Metabolism1",15,"PPAT, PDXK, PNPO, PSAT1, PDXP",8.02858049552096,15,8.09272834027533,0.029633579042904,-0.0641478447543768,0.935527136801959,0.99985111770314,NA,NA,NA,"Proteomics","Vitamin B6 Metabolism","X19O2NoCyA - X1O2NoCyA",0.0289436104168661,6.46635737296907e-05
"Nicotinate And Nicotinamide Metabolism1",45,"NAMPT, PNP, NADSYN1, NAPRT, NNT, CD38, SIRT1, SIRT2, SIRT5, SIRT6, NADK2, NADK, RDH14, NT5C2, NT5C",7.49732089554693,45,7.40521938192985,-0.0362484312062806,0.0921015136170862,0.857489229650823,0.99985111770314,NA,NA,NA,"Proteomics","Nicotinate And Nicotinamide Metabolism","X19O2NoCyA - X1O2NoCyA",0.0667713261336948,6.46635737296907e-05
"Pantothenate And Coa Biosynthesis1",21,"PPCS, COASY, AASDHPPT, PANK1, PANK2, ALDH2, ALDH3A2",7.19306778452826,21,7.0896055040103,-0.0532758297693469,0.103462280517961,0.862620955150761,0.99985111770314,NA,NA,NA,"Proteomics","Pantothenate And Coa Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.0641799959978541,6.46635737296907e-05
"Lipoic Acid Metabolism1",3,"LIAS",5.34499129119671,3,5.45188587885076,0.277321430127277,-0.106894587654047,0.682134643197527,0.99985111770314,NA,NA,NA,"Proteomics","Lipoic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.166129893633395,6.46635737296907e-05
"Folate Biosynthesis1",24,"QDPR, GGH, SPR, DHFR, CBR1, FPGS, PCBD2, AKR1B1",7.57678228763741,24,7.59393972703768,0.0103073045141755,-0.0171574394002709,0.972227574051229,0.99985111770314,NA,NA,NA,"Proteomics","Folate Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.012232065746077,6.46635737296907e-05
"Retinol Metabolism1",15,"RETSAT, RDH11, RDH13, DHRS4, ADH5",6.65381826995627,15,6.63311838761506,-0.0101145082242353,0.020699882341213,0.978115017176061,0.99985111770314,NA,NA,NA,"Proteomics","Retinol Metabolism","X19O2NoCyA - X1O2NoCyA",0.00961007324116345,6.46635737296907e-05
"Porphyrin Metabolism1",39,"CPOX, HCCS, POR, COX15, GUSB, FECH, UROD, HMBS, MMAB, BLVRB, EPRS, HMOX2, EARS2",7.72107087483188,39,7.76223295176294,0.0202320076623802,-0.0411620769310614,0.929797048857401,0.99985111770314,NA,NA,NA,"Proteomics","Porphyrin Metabolism","X19O2NoCyA - X1O2NoCyA",0.0316118365859068,6.46635737296907e-05
"Terpenoid Backbone Biosynthesis1",42,"MVK, HMGCR, MVD, RCE1, PMVK, ZMPSTE24, FDPS, DHDDS, FNTA, ACAT1, ACAT2, HMGCS1, IDI1, CHURC1",7.90410997035731,42,7.71307437647136,-0.0778284958059895,0.191035593885955,0.712020597826979,0.99985111770314,NA,NA,NA,"Proteomics","Terpenoid Backbone Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.147507442608644,6.46635737296907e-05
"Nitrogen Metabolism1",9,"NAPA, NIFK, GLUD1",9.74705931745808,9,9.74206364324115,-0.00607309686568799,0.00499567421693037,0.989706504310588,0.99985111770314,NA,NA,NA,"Proteomics","Nitrogen Metabolism","X19O2NoCyA - X1O2NoCyA",0.00449357556007723,6.46635737296907e-05
"Sulfur Metabolism1",15,"IMPAD1, TST, BPNT1, PAPSS1, MPST",8.42194555756475,15,8.39576103522309,-0.0145737111535044,0.0261845223416568,0.968541861115604,0.99985111770314,NA,NA,NA,"Proteomics","Sulfur Metabolism","X19O2NoCyA - X1O2NoCyA",0.0138816040015254,6.46635737296907e-05
"Aminoacyl-Trna Biosynthesis1",111,"IARS, NARS, HARS, RARS, QARS, SARS, MARS, VARS, AARS, LARS, TARS, WARS, YARS, FARSA, FARSB, CARS, GARS, DARS2, KARS, EPRS, GATB, GATC, IARS2, NARS2, FARS2, RARS2, CARS2, SARS2, MARS2, VARS2, AARS2, LARS2, TARS2, YARS2, PARS2, EARS2, QRSL1",9.10682545435335,111,9.06992765204584,-0.014897533141305,0.0368978023075073,0.91014067031319,0.99985111770314,NA,NA,NA,"Proteomics","Aminoacyl-Trna Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.0408914784268612,6.46635737296907e-05
"Metabolism Of Xenobiotics By Cytochrome P4501",21,"GSTK1, CBR1, MGST1, MGST3, GSTO1, ADH5, GSTP1",8.17964817248158,21,8.33224140680296,0.0662279608193263,-0.15259323432138,0.835881262078438,0.99985111770314,NA,NA,NA,"Proteomics","Metabolism Of Xenobiotics By Cytochrome P450","X19O2NoCyA - X1O2NoCyA",0.0778554102243164,6.46635737296907e-05
"Drug Metabolism - Cytochrome P4501",18,"GSTK1, GSTP1, MGST1, MGST3, GSTO1, ADH5",8.74129582613467,18,8.88757960382,0.0736099086368288,-0.146283777685332,0.833610753681362,0.99985111770314,NA,NA,NA,"Proteomics","Drug Metabolism - Cytochrome P450","X19O2NoCyA - X1O2NoCyA",0.0790366915561244,6.46635737296907e-05
"Drug Metabolism - Other Enzymes1",72,"TPMT, UMPS, CMPK1, DUT, HPRT1, GMPS, ITPA, GUSB, RRM1, RRM2, NAT1, UCKL1, UCK2, TK1, IMPDH1, IMPDH2, NME7, NME1, NME2, RRM2B, GSTP1, MGST1, MGST3, GSTO1",8.68038193609915,72,8.64250973243297,-0.0182679993548995,0.0378722036661845,0.913324390072362,0.99985111770314,NA,NA,NA,"Proteomics","Drug Metabolism - Other Enzymes","X19O2NoCyA - X1O2NoCyA",0.039374944484573,6.46635737296907e-05
"Biosynthesis Of Unsaturated Fatty Acids1",21,"FADS2, HSD17B12, HSD17B4, FADS1, SCD, ELOVL5, TECR",7.95256832171359,21,7.94714735884887,-0.0022128826626656,0.00542096286472216,0.994198939140696,0.99985111770314,NA,NA,NA,"Proteomics","Biosynthesis Of Unsaturated Fatty Acids","X19O2NoCyA - X1O2NoCyA",0.00252670461040506,6.46635737296907e-05
"Metabolic Pathways1",531,"HCCS, SULT1E1, UAP1, DHCR7, DHCR24, NSDHL, MECR, ACSF3, CYC1, CS, DLD, FADS2, MARS, ITPK1, CDIPT, MIF, NIT2, NUDT2, DCD, APRT, PURB, L2HGDH, GLO1, MTM1, ALG11, ALG1, MGAT1, MGAT2, MGAT3, HSD17B12, COX15, GALT, FUT8, NAGK, PGM3, BPGM, ADO, COMT, GAMT, FDFT1, PGD, UGDH, AKR1A1, TSTA3, GCDH, HMGCL, BDH1, MVD, MVK, LSS, EBP, RPE, AGPS, EPHX2, PCYT2, PTDSS1, ALG6, ALG8, MOGS, GANAB, SLC33A1, FLNB, LTA4H, QARS, TST, SORD, GNS, HGSNAT, IDH1, AHCY, NAMPT, B3GAT3, NDC1, DHFR, SPR, QDPR, PURA, HMGCR, HSD17B4, SCP2, MMAB, CAD, PMVK, AASDHPPT, NANS, CMAS, TYMS, MAN1B1, LIAS, CYP51A1, MSMO1, PPAT, TKFC, MTR, CTH, SCLY, CAT, CARNMT1, LAP3, ACADM, GCAT, GSS, UMPS, ITPA, PNP, GMPS, HPRT1, ATIC, ADSL, PAICS, ADH5, ESD, PGM2, GRHPR, HAGH, GLA, FASN, GPI, TECR, ACAA1, GGCT, GUSB, FECH, GALE, NFS1, PRDX6, NTPCR, DCTPP1, SRM, FAH, ALDH6A1, MTHFD1, PGLS, DCXR, GALK1, GNE, GMDS, ALDH5A1, PHGDH, PSAT1, ADI1, APIP, MRI1, ASL, PSPH, GSTZ1, ALDH18A1, SQLE, HSD17B7, RPIA, GAPDH, DHODH, AGK, NADSYN1, NAPRT, PNPO, PPCS, COASY, UROD, CPOX, OAT, PGP, TALDO1, DTYMK, AGMAT, TPI1, MPI, GART, PFAS, FH, ENOPH1, GBE1, HMBS, BLVRB, FPGS, G6PD, CYCS",8.15481268082505,531,8.15854339021011,0.00177555520146955,-0.00373070938505826,0.976725492932425,0.99985111770314,NA,NA,NA,"Proteomics","Metabolic Pathways","X19O2NoCyA - X1O2NoCyA",0.0102274768707641,6.46635737296907e-05
