Pathway,P-value,Contrast,-log10Pvalue,Pathway Name
hsa05017,0.0010349256053036606,"1% O2, CyA+ vs 1% O2, CyA-",2.9850908679532804,Spinocerebellar ataxia
hsa04976,9.731038611763603e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.011840804203847,Bile secretion
hsa04060,0.27000875239604516,"1% O2, CyA+ vs 1% O2, CyA-",0.5686221578569455,Cytokine-cytokine receptor interaction
hsa04925,0.0001929337399409309,"1% O2, CyA+ vs 1% O2, CyA-",3.7145918169966614,Aldosterone synthesis and secretion
hsa00280,0.08147997482795077,"1% O2, CyA+ vs 1% O2, CyA-",1.0889491138407954,"Valine, leucine and isoleucine degradation"
hsa00380,0.26733363357864554,"1% O2, CyA+ vs 1% O2, CyA-",0.5729463986743677,Tryptophan metabolism
hsa04662,0.00039107835472947973,"1% O2, CyA+ vs 1% O2, CyA-",3.407736220564584,B cell receptor signaling pathway
hsa00970,0.03906968844094294,"1% O2, CyA+ vs 1% O2, CyA-",1.4081600520185933,Aminoacyl-tRNA biosynthesis
hsa04936,0.0010606097831783673,"1% O2, CyA+ vs 1% O2, CyA-",2.9744443712201107,Alcoholic liver disease
hsa04923,0.12586318064614116,"1% O2, CyA+ vs 1% O2, CyA-",0.9001012975399538,Regulation of lipolysis in adipocytes
hsa05215,2.6918296608515354e-19,"1% O2, CyA+ vs 1% O2, CyA-",18.569952425760402,Prostate cancer
hsa05224,4.052154887463177e-06,"1% O2, CyA+ vs 1% O2, CyA-",5.392313962747845,Breast cancer
hsa04014,3.1008256484191706e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.508522652356094,Ras signaling pathway
hsa04151,0.06077763901617038,"1% O2, CyA+ vs 1% O2, CyA-",1.2162561746437783,PI3K-Akt signaling pathway
hsa05417,0.016661120941735223,"1% O2, CyA+ vs 1% O2, CyA-",1.77829578309529,Lipid and atherosclerosis
hsa04210,0.01852099970053193,"1% O2, CyA+ vs 1% O2, CyA-",1.7323355752832958,Apoptosis
hsa04713,0.30981543707311754,"1% O2, CyA+ vs 1% O2, CyA-",0.5088969465876455,Circadian entrainment
hsa05120,0.00967609637232,"1% O2, CyA+ vs 1% O2, CyA-",2.0142998147873845,Epithelial cell signaling in Helicobacter pylori infection
hsa00350,0.4860770793651204,"1% O2, CyA+ vs 1% O2, CyA-",0.3132948573042698,Tyrosine metabolism
hsa05322,0.5213752466173436,"1% O2, CyA+ vs 1% O2, CyA-",0.28284959171906615,Systemic lupus erythematosus
hsa05163,0.16110033889412223,"1% O2, CyA+ vs 1% O2, CyA-",0.7929035459886502,Human cytomegalovirus infection
hsa00030,0.055259226079830304,"1% O2, CyA+ vs 1% O2, CyA-",1.257595201786731,Pentose phosphate pathway
hsa00230,0.2600728484410381,"1% O2, CyA+ vs 1% O2, CyA-",0.584904985703936,Purine metabolism
hsa04211,0.00031638391831643033,"1% O2, CyA+ vs 1% O2, CyA-",3.4997855996494964,Longevity regulating pathway
hsa04611,1.8136416636692953e-10,"1% O2, CyA+ vs 1% O2, CyA-",9.741448515988159,Platelet activation
hsa04012,0.00039513075983069185,"1% O2, CyA+ vs 1% O2, CyA-",3.403259160385001,ErbB signaling pathway
hsa04728,0.44055778052915073,"1% O2, CyA+ vs 1% O2, CyA-",0.35599712443845577,Dopaminergic synapse
hsa05219,0.027039261382263136,"1% O2, CyA+ vs 1% O2, CyA-",1.568005175969624,Bladder cancer
hsa00600,5.798838388799388e-10,"1% O2, CyA+ vs 1% O2, CyA-",9.2366589946887,Sphingolipid metabolism
hsa04972,4.7753671152031095e-06,"1% O2, CyA+ vs 1% O2, CyA-",5.320993235603103,Pancreatic secretion
hsa04360,2.65836085980215e-16,"1% O2, CyA+ vs 1% O2, CyA-",15.575386065987953,Axon guidance
hsa04722,9.271454780206082e-07,"1% O2, CyA+ vs 1% O2, CyA-",6.032852115537778,Neurotrophin signaling pathway
hsa00512,0.5329968120676581,"1% O2, CyA+ vs 1% O2, CyA-",0.2732753885448446,Mucin type O-glycan biosynthesis
hsa04723,0.16403842937486596,"1% O2, CyA+ vs 1% O2, CyA-",0.7850543976209243,Retrograde endocannabinoid signaling
hsa00601,0.5334572172227762,"1% O2, CyA+ vs 1% O2, CyA-",0.27290040486015105,Glycosphingolipid biosynthesis - lacto and neolacto series
hsa05204,0.3339929593170956,"1% O2, CyA+ vs 1% O2, CyA-",0.47626268816437256,Chemical carcinogenesis - DNA adducts
hsa04071,7.809034384930373e-06,"1% O2, CyA+ vs 1% O2, CyA-",5.107402664870853,Sphingolipid signaling pathway
hsa04213,0.0056040932973401136,"1% O2, CyA+ vs 1% O2, CyA-",2.25149464316094,Longevity regulating pathway - multiple species
hsa04270,0.020551383672715782,"1% O2, CyA+ vs 1% O2, CyA-",1.687158932853824,Vascular smooth muscle contraction
hsa04918,3.21008990833264e-07,"1% O2, CyA+ vs 1% O2, CyA-",6.49348280368674,Thyroid hormone synthesis
hsa04657,0.20127528348514334,"1% O2, CyA+ vs 1% O2, CyA-",0.6962095530053716,IL-17 signaling pathway
hsa04622,3.894931799775253e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.4095001424177545,RIG-I-like receptor signaling pathway
hsa00052,0.07362338719317432,"1% O2, CyA+ vs 1% O2, CyA-",1.132984205831689,Galactose metabolism
hsa00515,0.5404162651150017,"1% O2, CyA+ vs 1% O2, CyA-",0.2672715883261913,Mannose type O-glycan biosynthesis
hsa04659,0.1893609826446973,"1% O2, CyA+ vs 1% O2, CyA-",0.7227095014031053,Th17 cell differentiation
hsa00270,0.27878057386961724,"1% O2, CyA+ vs 1% O2, CyA-",0.5547374922496631,Cysteine and methionine metabolism
hsa04915,0.1954784173708774,"1% O2, CyA+ vs 1% O2, CyA-",0.7089011857574181,Estrogen signaling pathway
hsa04216,0.0013504756307258813,"1% O2, CyA+ vs 1% O2, CyA-",2.8695132482308923,Ferroptosis
hsa04512,0.39783736379331514,"1% O2, CyA+ vs 1% O2, CyA-",0.40029443155033784,ECM-receptor interaction
hsa04510,0.29205347199197984,"1% O2, CyA+ vs 1% O2, CyA-",0.5345376264111212,Focal adhesion
hsa04668,0.0009748027330640363,"1% O2, CyA+ vs 1% O2, CyA-",3.011083261849884,TNF signaling pathway
hsa05226,0.005353421905205077,"1% O2, CyA+ vs 1% O2, CyA-",2.2713685283554055,Gastric cancer
hsa00770,0.5180375922919238,"1% O2, CyA+ vs 1% O2, CyA-",0.28563872378263655,Pantothenate and CoA biosynthesis
hsa05131,8.518179420126061e-07,"1% O2, CyA+ vs 1% O2, CyA-",6.069653216533924,Shigellosis
hsa01522,0.3145618702108116,"1% O2, CyA+ vs 1% O2, CyA-",0.5022939217656182,Endocrine resistance
hsa04062,0.031004232771517516,"1% O2, CyA+ vs 1% O2, CyA-",1.5085790112036288,Chemokine signaling pathway
hsa04911,0.14415408589671014,"1% O2, CyA+ vs 1% O2, CyA-",0.84117304347871,Insulin secretion
hsa00040,0.48120064702092663,"1% O2, CyA+ vs 1% O2, CyA-",0.3176737973807606,Pentose and glucuronate interconversions
hsa04930,7.239742968128885e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.140276852242746,Type II diabetes mellitus
hsa05202,1.9078920836848405e-05,"1% O2, CyA+ vs 1% O2, CyA-",4.719446193984985,Transcriptional misregulation in cancer
hsa05145,0.24643779571308233,"1% O2, CyA+ vs 1% O2, CyA-",0.6082926844506383,Toxoplasmosis
hsa04380,0.02098138105115567,"1% O2, CyA+ vs 1% O2, CyA-",1.6781659287661008,Osteoclast differentiation
hsa04010,0.2612649918038715,"1% O2, CyA+ vs 1% O2, CyA-",0.582918779652603,MAPK signaling pathway
hsa05142,0.21499106791234568,"1% O2, CyA+ vs 1% O2, CyA-",0.6675795830470057,Chagas disease
hsa00020,0.26913124693469015,"1% O2, CyA+ vs 1% O2, CyA-",0.5700358764335636,Citrate cycle (TCA cycle)
hsa04744,0.5192823349352365,"1% O2, CyA+ vs 1% O2, CyA-",0.2845964510822766,Phototransduction
hsa04921,0.12996096799726814,"1% O2, CyA+ vs 1% O2, CyA-",0.8861870625293754,Oxytocin signaling pathway
hsa05225,2.860951717100042e-08,"1% O2, CyA- vs 19% O2, CyA-",7.543489471511047,Hepatocellular carcinoma
hsa04962,0.47270760033609216,"1% O2, CyA- vs 19% O2, CyA-",0.3254074149226207,Vasopressin-regulated water reabsorption
hsa03250,0.0,"1% O2, CyA- vs 19% O2, CyA-",inf,Viral life cycle - HIV-1
hsa04912,8.130049206969256e-27,"1% O2, CyA- vs 19% O2, CyA-",26.089906825838828,GnRH signaling pathway
hsa05218,5.743457993613058e-23,"1% O2, CyA- vs 19% O2, CyA-",22.240826550919216,Melanoma
hsa00100,5.055988653220763e-14,"1% O2, CyA- vs 19% O2, CyA-",13.296193909379378,Steroid biosynthesis
hsa00830,0.47411815738381446,"1% O2, CyA- vs 19% O2, CyA-",0.32411341211281847,Retinol metabolism
hsa00785,0.5533572134259467,"1% O2, CyA- vs 19% O2, CyA-",0.2569944243265958,Lipoic acid metabolism
hsa04625,2.4804825302195494e-15,"1% O2, CyA- vs 19% O2, CyA-",14.605463827307887,C-type lectin receptor signaling pathway
hsa05221,0.0007808481112359057,"1% O2, CyA- vs 19% O2, CyA-",3.1074334358631854,Acute myeloid leukemia
hsa04145,4.2388091154894225e-06,"1% O2, CyA- vs 19% O2, CyA-",5.37275614039243,Phagosome
hsa05217,0.4793481307478647,"1% O2, CyA- vs 19% O2, CyA-",0.31934896185162037,Basal cell carcinoma
hsa05223,0.11618817259151315,"1% O2, CyA- vs 19% O2, CyA-",0.9348380788275462,Non-small cell lung cancer
hsa05330,0.5474939395891862,"1% O2, CyA- vs 19% O2, CyA-",0.2616206838258198,Allograft rejection
hsa04022,0.12069933095484481,"1% O2, CyA- vs 19% O2, CyA-",0.9182951372218252,cGMP-PKG signaling pathway
hsa00140,0.5193713631499066,"1% O2, CyA- vs 19% O2, CyA-",0.2845219999682414,Steroid hormone biosynthesis
hsa04066,0.021963800912060946,"1% O2, CyA- vs 19% O2, CyA-",1.6582925015491299,HIF-1 signaling pathway
hsa04724,0.44873807056669135,"1% O2, CyA- vs 19% O2, CyA-",0.34800708371930233,Glutamatergic synapse
hsa05012,0.3260892491194365,"1% O2, CyA- vs 19% O2, CyA-",0.48666351927153684,Parkinson disease
hsa05146,0.46177550225410563,"1% O2, CyA- vs 19% O2, CyA-",0.3355691106524244,Amoebiasis
hsa05410,0.35552169433725844,"1% O2, CyA- vs 19% O2, CyA-",0.44913389298346473,Hypertrophic cardiomyopathy
hsa00510,0.5044386430505045,"1% O2, CyA- vs 19% O2, CyA-",0.2971916512409812,N-Glycan biosynthesis
hsa04114,0.0,"1% O2, CyA- vs 19% O2, CyA-",inf,Oocyte meiosis
hsa04310,0.028037750883001245,"1% O2, CyA- vs 19% O2, CyA-",1.5522568273058794,Wnt signaling pathway
hsa03015,5.1511867055089725e-08,"1% O2, CyA- vs 19% O2, CyA-",7.288092708767684,mRNA surveillance pathway
hsa03440,0.09907101812075803,"1% O2, CyA- vs 19% O2, CyA-",1.0040533738808204,Homologous recombination
hsa05152,0.29703084833156196,"1% O2, CyA- vs 19% O2, CyA-",0.5271984444051492,Tuberculosis
hsa04110,0.021844613291759338,"1% O2, CyA- vs 19% O2, CyA-",1.6606556390634335,Cell cycle
hsa00604,0.5358451613889029,"1% O2, CyA- vs 19% O2, CyA-",0.27096068655561956,Glycosphingolipid biosynthesis - ganglio series
hsa05416,1.5384718636039724e-15,"1% O2, CyA- vs 19% O2, CyA-",14.812910441953587,Viral myocarditis
hsa04664,1.0853179158185263e-08,"1% O2, CyA- vs 19% O2, CyA-",7.9644430278414085,Fc epsilon RI signaling pathway
hsa04929,0.001328925212619113,"1% O2, CyA- vs 19% O2, CyA-",2.8764994589825825,GnRH secretion
hsa04136,2.730487285181987e-28,"1% O2, CyA- vs 19% O2, CyA-",27.563759841464332,Autophagy - other
hsa04660,5.065329016379853e-06,"1% O2, CyA- vs 19% O2, CyA-",5.295392339966594,T cell receptor signaling pathway
hsa00310,0.12497803472579755,"1% O2, CyA- vs 19% O2, CyA-",0.9031663088769014,Lysine degradation
hsa04070,0.2739628478981574,"1% O2, CyA- vs 19% O2, CyA-",0.5623083278613725,Phosphatidylinositol signaling system
hsa04726,0.19602909723035744,"1% O2, CyA- vs 19% O2, CyA-",0.707679460129858,Serotonergic synapse
hsa05332,0.551165837599227,"1% O2, CyA- vs 19% O2, CyA-",0.2587177087381929,Graft-versus-host disease
hsa04916,0.22581462288753562,"1% O2, CyA- vs 19% O2, CyA-",0.6462479382580826,Melanogenesis
hsa05169,0.18006548303180947,"1% O2, CyA- vs 19% O2, CyA-",0.7445695296318914,Epstein-Barr virus infection
hsa00900,0.2494693057571311,"1% O2, CyA- vs 19% O2, CyA-",0.602982881544963,Terpenoid backbone biosynthesis
hsa00591,0.4685671583942502,"1% O2, CyA- vs 19% O2, CyA-",0.32922815412570255,Linoleic acid metabolism
hsa04024,0.0006942789230734023,"1% O2, CyA- vs 19% O2, CyA-",3.158466018859618,cAMP signaling pathway
hsa04068,8.824824671423598e-19,"1% O2, CyA- vs 19% O2, CyA-",18.05429391426758,FoxO signaling pathway
hsa00520,0.378172590316002,"1% O2, CyA- vs 19% O2, CyA-",0.4223099517096276,Amino sugar and nucleotide sugar metabolism
hsa00860,0.49272764388801593,"1% O2, CyA- vs 19% O2, CyA-",0.3073930714753692,Porphyrin metabolism
hsa04922,1.21764116477455e-131,"1% O2, CyA- vs 19% O2, CyA-",130.914480678139,Glucagon signaling pathway
hsa04926,0.08409406170300882,"1% O2, CyA- vs 19% O2, CyA-",1.0752346707974496,Relaxin signaling pathway
hsa04370,0.14249834808310174,"1% O2, CyA- vs 19% O2, CyA-",0.8461901701996942,VEGF signaling pathway
hsa05213,7.182996959953749e-22,"1% O2, CyA- vs 19% O2, CyA-",21.143694317372297,Endometrial cancer
hsa04520,6.930564009592929e-08,"1% O2, CyA- vs 19% O2, CyA-",7.1592314210466625,Adherens junction
hsa05110,0.06969508980839076,"1% O2, CyA- vs 19% O2, CyA-",1.1567978179455785,Vibrio cholerae infection
hsa05220,0.010455475303181257,"1% O2, CyA- vs 19% O2, CyA-",1.9806562194836268,Chronic myeloid leukemia
hsa05235,0.049861318604980005,"1% O2, CyA- vs 19% O2, CyA-",1.3022362405676164,PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05207,2.4429069821153973e-06,"1% O2, CyA- vs 19% O2, CyA-",5.612093069221032,Chemical carcinogenesis - receptor activation
hsa05418,0.3664883469930376,"1% O2, CyA- vs 19% O2, CyA-",0.43593982980069407,Fluid shear stress and atherosclerosis
hsa00920,0.5243552110537727,"1% O2, CyA- vs 19% O2, CyA-",0.2803744116099534,Sulfur metabolism
hsa04931,0.11353916646580203,"1% O2, CyA- vs 19% O2, CyA-",0.9448542984198488,Insulin resistance
hsa00500,0.3454988584831547,"1% O2, CyA- vs 19% O2, CyA-",0.4615533831820719,Starch and sucrose metabolism
hsa05216,0.3889991512868677,"1% O2, CyA- vs 19% O2, CyA-",0.4100513462111359,Thyroid cancer
hsa00740,0.47425765650697166,"1% O2, CyA- vs 19% O2, CyA-",0.323985649048921,Riboflavin metabolism
hsa00062,0.3394919602367694,"1% O2, CyA- vs 19% O2, CyA-",0.4691705061144086,Fatty acid elongation
hsa04390,0.3689171040632998,"1% O2, CyA- vs 19% O2, CyA-",0.43307120915891045,Hippo signaling pathway
hsa04064,0.17256369187378168,"1% O2, CyA- vs 19% O2, CyA-",0.7630505763938066,NF-kappa B signaling pathway
hsa04932,0.0009609116547358893,"1% O2, CyA- vs 19% O2, CyA-",3.017316539099824,Non-alcoholic fatty liver disease
hsa05222,1.0535800093226905e-11,"1% O2, CyA- vs 19% O2, CyA-",10.977332478292295,Small cell lung cancer
hsa05320,0.5313261079848132,"1% O2, CyA- vs 19% O2, CyA-",0.2746388434631974,Autoimmune thyroid disease
hsa04115,0.3554224923779447,"1% O2, CyA- vs 19% O2, CyA-",0.44925509198785524,p53 signaling pathway
hsa04710,1.9058048467445354e-57,"1% O2, CyA- vs 19% O2, CyA-",56.71992157291133,Circadian rhythm
hsa05206,5.416223451867332e-07,"1% O2, CyA- vs 19% O2, CyA-",6.266303426687923,MicroRNAs in cancer
hsa05032,0.32209533094694054,"1% O2, CyA- vs 19% O2, CyA-",0.49201557061239903,Morphine addiction
hsa00620,0.21584760438988487,"1% O2, CyA- vs 19% O2, CyA-",0.6658527670495356,Pyruvate metabolism
hsa05132,2.544027649918631e-30,"1% O2, CyA- vs 19% O2, CyA-",29.594478172842088,Salmonella infection
hsa04658,0.3326714486533333,"1% O2, CyA- vs 19% O2, CyA-",0.477984470620181,Th1 and Th2 cell differentiation
hsa05014,2.8598203591981947e-06,"1% O2, CyA- vs 19% O2, CyA-",5.5436612464021575,Amyotrophic lateral sclerosis
hsa04933,0.3015388245678432,"1% O2, CyA- vs 19% O2, CyA-",0.5206567624291576,AGE-RAGE signaling pathway in diabetic complications
hsa00531,0.5190645743853592,"1% O2, CyA- vs 19% O2, CyA-",0.2847786102541785,Glycosaminoglycan degradation
hsa04714,0.018258399409371608,"1% O2, CyA- vs 19% O2, CyA-",1.7385372967987287,Thermogenesis
hsa00592,0.4321129995812536,"1% O2, CyA- vs 19% O2, CyA-",0.3644026682838092,alpha-Linolenic acid metabolism
hsa05170,0.2245607978294316,"1% O2, CyA- vs 19% O2, CyA-",0.6486660573904318,Human immunodeficiency virus 1 infection
hsa05160,0.19768509577574533,"1% O2, CyA- vs 19% O2, CyA-",0.704026072549504,Hepatitis C
hsa04392,0.4455551974108475,"1% O2, CyA- vs 19% O2, CyA-",0.3510984859121592,Hippo signaling pathway - multiple species
hsa04666,6.583553336261267e-05,"1% O2, CyA- vs 19% O2, CyA-",4.181539641674477,Fc gamma R-mediated phagocytosis
hsa04920,0.027873187133582167,"1% O2, CyA- vs 19% O2, CyA-",1.5548133694499582,Adipocytokine signaling pathway
hsa04940,0.5294056759233395,"1% O2, CyA- vs 19% O2, CyA-",0.27621140680314077,Type I diabetes mellitus
hsa04672,0.18979638514806035,"1% O2, CyA- vs 19% O2, CyA-",0.7217120633797504,Intestinal immune network for IgA production
hsa00780,0.544107571241728,"1% O2, CyA- vs 19% O2, CyA-",0.26431523085640696,Biotin metabolism
hsa00590,0.48923377313055905,"1% O2, CyA- vs 19% O2, CyA-",0.31048357007819144,Arachidonic acid metabolism
hsa05161,0.3404619003427053,"1% O2, CyA- vs 19% O2, CyA-",0.46793148109837346,Hepatitis B
hsa04540,0.3221826777222073,"1% O2, CyA- vs 19% O2, CyA-",0.4918978133019449,Gap junction
hsa04913,0.00025425491650874984,"1% O2, CyA- vs 19% O2, CyA-",3.5947306404033457,Ovarian steroidogenesis
hsa05212,0.08078857538075301,"1% O2, CyA- vs 19% O2, CyA-",1.0926500501153036,Pancreatic cancer
hsa05211,3.5218491912607744e-40,"1% O2, CyA- vs 19% O2, CyA-",39.45322924484959,Renal cell carcinoma
hsa04371,0.003995327629519282,"1% O2, CyA- vs 19% O2, CyA-",2.3984476013667226,Apelin signaling pathway
hsa05164,0.04337247749043619,"1% O2, CyA- vs 19% O2, CyA-",1.3627857696959529,Influenza A
hsa04146,0.3608786208890561,"1% O2, CyA- vs 19% O2, CyA-",0.442638845579536,Peroxisome
hsa04122,1.7882935958837105e-08,"1% O2, CyA- vs 19% O2, CyA-",7.747561178714152,Sulfur relay system
hsa05167,0.03577622548442194,"1% O2, CyA- vs 19% O2, CyA-",1.446405480922299,Kaposi sarcoma-associated herpesvirus infection
hsa00562,0.05321007257181452,"1% O2, CyA- vs 19% O2, CyA-",1.2740061487520846,Inositol phosphate metabolism
hsa04935,0.173740876547049,"1% O2, CyA- vs 19% O2, CyA-",0.7600979917410348,"Growth hormone synthesis, secretion and action"
hsa00240,0.17899190802781118,"1% O2, CyA- vs 19% O2, CyA-",0.7471666024184664,Pyrimidine metabolism
hsa05200,0.08353881841269584,"1% O2, CyA- vs 19% O2, CyA-",1.078111671762724,Pathways in cancer
hsa00480,0.48041634207543976,"1% O2, CyA- vs 19% O2, CyA-",0.3183822278459991,Glutathione metabolism
hsa04150,8.484682527052306e-20,"1% O2, CyA- vs 19% O2, CyA-",19.07136440311988,mTOR signaling pathway
hsa05034,5.52323815051552e-15,"1% O2, CyA- vs 19% O2, CyA-",14.257806230499854,Alcoholism
hsa04750,0.23946079022902056,"1% O2, CyA- vs 19% O2, CyA-",0.6207655886429203,Inflammatory mediator regulation of TRP channels
hsa04137,0.0013932466337654421,"1% O2, CyA- vs 19% O2, CyA-",2.855971997572935,Mitophagy - animal
hsa05203,1.0851929202070656e-06,"1% O2, CyA- vs 19% O2, CyA-",5.964493048236127,Viral carcinogenesis
hsa03320,0.4850347057820748,"1% O2, CyA- vs 19% O2, CyA-",0.31422718512889397,PPAR signaling pathway
hsa00564,0.4504314643856793,"1% O2, CyA- vs 19% O2, CyA-",0.3463712799422432,Glycerophospholipid metabolism
hsa04961,0.48962326710123155,"1% O2, CyA- vs 19% O2, CyA-",0.310137952517766,Endocrine and other factor-regulated calcium reabsorption
hsa00220,0.43505272542150997,"1% O2, CyA- vs 19% O2, CyA-",0.361458106328123,Arginine biosynthesis
hsa05168,0.20420490181158435,"1% O2, CyA- vs 19% O2, CyA-",0.6899338371552222,Herpes simplex virus 1 infection
hsa04061,0.00012046521861015497,"1% O2, CyA- vs 19% O2, CyA-",3.9191383269158804,Viral protein interaction with cytokine and cytokine receptor
hsa05412,0.1732720978857848,"1% O2, CyA- vs 19% O2, CyA-",0.7612713663677212,Arrhythmogenic right ventricular cardiomyopathy
hsa04924,0.41670749541013385,"1% O2, CyA- vs 19% O2, CyA-",0.3801686877213051,Renin secretion
hsa05143,0.48205794657588497,"1% O2, CyA- vs 19% O2, CyA-",0.31690075353389247,African trypanosomiasis
hsa04960,0.18412760223421465,"1% O2, CyA- vs 19% O2, CyA-",0.7348811023191754,Aldosterone-regulated sodium reabsorption
hsa05162,0.1343064688785761,"1% O2, CyA- vs 19% O2, CyA-",0.8719030690095333,Measles
hsa00730,0.5023075402991356,"1% O2, CyA- vs 19% O2, CyA-",0.2990303024581542,Thiamine metabolism
hsa05030,0.19615199905358394,"1% O2, CyA- vs 19% O2, CyA-",0.7074072614650262,Cocaine addiction
hsa00750,0.5024428740304142,"1% O2, CyA- vs 19% O2, CyA-",0.2989133088401833,Vitamin B6 metabolism
hsa04623,0.014691371271761833,"1% O2, CyA- vs 19% O2, CyA-",1.8329376658867171,Cytosolic DNA-sensing pathway
hsa00650,0.27902170014352984,"1% O2, CyA- vs 19% O2, CyA-",0.5543620193568348,Butanoate metabolism
hsa05010,0.012377907426802696,"1% O2, CyA- vs 19% O2, CyA-",1.907352769678356,Alzheimer disease
hsa05031,6.949199982938069e-06,"1% O2, CyA- vs 19% O2, CyA-",5.158065190085297,Amphetamine addiction
hsa00071,0.06392491122813515,"1% O2, CyA- vs 19% O2, CyA-",1.1943298664014756,Fatty acid degradation
hsa00561,0.4755690275778288,"1% O2, CyA- vs 19% O2, CyA-",0.32278643746387536,Glycerolipid metabolism
hsa04614,0.4839520942530546,"1% O2, CyA- vs 19% O2, CyA-",0.3151976264366927,Renin-angiotensin system
hsa04971,0.054495400994809096,"1% O2, CyA- vs 19% O2, CyA-",1.2636401473904006,Gastric acid secretion
hsa04215,3.796630406988209e-14,"1% O2, CyA- vs 19% O2, CyA-",13.420601678345601,Apoptosis - multiple species
hsa04080,0.36543919815473014,"1% O2, CyA- vs 19% O2, CyA-",0.4371848706964855,Neuroactive ligand-receptor interaction
hsa05231,0.030572520714512906,"1% O2, CyA- vs 19% O2, CyA-",1.5146687520730069,Choline metabolism in cancer
hsa05166,0.0038815587665948672,"1% O2, CyA- vs 19% O2, CyA-",2.4109938342552546,Human T-cell leukemia virus 1 infection
hsa00790,0.4207299627399032,"1% O2, CyA- vs 19% O2, CyA-",0.3759965581298147,Folate biosynthesis
hsa00983,0.38353607532496814,"1% O2, CyA- vs 19% O2, CyA-",0.41619378014339337,Drug metabolism - other enzymes
hsa04721,0.10583794791191087,"1% O2, CyA- vs 19% O2, CyA-",0.9753585892587003,Synaptic vesicle cycle
hsa04218,1.3970415166004713e-166,"1% O2, CyA- vs 19% O2, CyA-",165.85479068754182,Cellular senescence
hsa04530,0.005123337340994898,"1% O2, CyA- vs 19% O2, CyA-",2.290447047498781,Tight junction
hsa04340,0.2274901697851438,"1% O2, CyA- vs 19% O2, CyA-",0.6430373651620613,Hedgehog signaling pathway
hsa04725,8.791287109211397e-10,"1% O2, CyA- vs 19% O2, CyA-",9.055947536358946,Cholinergic synapse
hsa04740,0.5219149701144177,"1% O2, CyA- vs 19% O2, CyA-",0.28240024607451925,Olfactory transduction
hsa04152,1.0110057198660936e-22,"1% O2, CyA- vs 19% O2, CyA-",21.99524638733753,AMPK signaling pathway
hsa03460,0.0006122510964672979,"1% O2, CyA- vs 19% O2, CyA-",3.213070428433921,Fanconi anemia pathway
hsa05214,0.0057629030441995925,"1% O2, CyA- vs 19% O2, CyA-",2.239358686981773,Glioma
hsa00440,0.5357689231817742,"1% O2, CyA- vs 19% O2, CyA-",0.2710224808772859,Phosphonate and phosphinate metabolism
hsa04020,0.4390008106679098,"1% O2, CyA- vs 19% O2, CyA-",0.3575346777800317,Calcium signaling pathway
hsa04514,0.055960755582789484,"1% O2, CyA- vs 19% O2, CyA-",1.252116430291347,Cell adhesion molecules
hsa04613,0.023914085191031897,"1% O2, CyA- vs 19% O2, CyA-",1.6213462279672557,Neutrophil extracellular trap formation
hsa00250,0.4210237922098735,"1% O2, CyA- vs 19% O2, CyA-",0.37569336132941733,"Alanine, aspartate and glutamate metabolism"
hsa04217,0.01658708863671134,"1% O2, CyA- vs 19% O2, CyA-",1.7802298345884948,Necroptosis
hsa04934,3.0065485923381266e-16,"1% O2, CyA- vs 19% O2, CyA-",15.52193177262215,Cushing syndrome
hsa05140,1.301689599131083e-08,"1% O2, CyA- vs 19% O2, CyA-",7.885492565273292,Leishmaniasis
hsa04919,2.946731652548414e-07,"1% O2, CyA- vs 19% O2, CyA-",6.530659411867687,Thyroid hormone signaling pathway
hsa04550,0.014193664007238042,"1% O2, CyA- vs 19% O2, CyA-",1.847905479615063,Signaling pathways regulating pluripotency of stem cells
hsa00061,0.005698544100240483,"1% O2, CyA- vs 19% O2, CyA-",2.244236086431981,Fatty acid biosynthesis
hsa00532,0.5150911982966484,"1% O2, CyA- vs 19% O2, CyA-",0.2881158711325366,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
hsa04742,0.3118999954397339,"1% O2, CyA- vs 19% O2, CyA-",0.5059846315926427,Taste transduction
hsa04261,0.22131814106742442,"1% O2, CyA- vs 19% O2, CyA-",0.6549829862418645,Adrenergic signaling in cardiomyocytes
hsa04910,0.1193457417785207,"1% O2, CyA- vs 19% O2, CyA-",0.923193071882048,Insulin signaling pathway
hsa04015,1.6643340708551383e-08,"1% O2, CyA- vs 19% O2, CyA-",7.778759496214175,Rap1 signaling pathway
hsa05208,0.034653195665394584,"1% O2, CyA- vs 19% O2, CyA-",1.4602567092238414,Chemical carcinogenesis - reactive oxygen species
hsa04914,1.8388882535118232e-159,"1% O2, CyA- vs 19% O2, CyA-",158.73544466138603,Progesterone-mediated oocyte maturation
hsa04130,0.2316098475745516,"1% O2, CyA- vs 19% O2, CyA-",0.6352429792435333,SNARE interactions in vesicular transport
hsa00640,4.559241141021499e-20,"1% O2, CyA- vs 19% O2, CyA-",19.341107437092745,Propanoate metabolism
hsa00450,0.4509789499786137,"1% O2, CyA- vs 19% O2, CyA-",0.3458437289013828,Selenocompound metabolism
