,norm_19-C,norm_1-1ug-B,norm_1-A,norm_1-1ug-A,norm_19-A,norm_1-C,norm_19-B,norm_1-B,norm_1-1ug-C
PHF14,5.578938713093386,5.626439136697315,5.392317422778761,5.4495613746132365,5.832890014164741,5.364572432295856,5.274261661257048,5.485426827170242,5.602884408718419
CHMP1B,7.022367813028454,6.918863237274595,6.857980995127572,6.78135971352466,6.954196310386875,6.429615964201735,6.870364719583405,6.754887502163468,6.554588851677638
ZFAND1,5.59395128394841,5.754887502163468,5.3957483281790335,5.539158811108031,5.575917361118149,5.412781525338476,5.602884408718419,5.678071905112637,5.646738698307846
STUB1,7.894817763307944,7.6865005271832185,7.523561956057013,7.658211482751795,7.714245517666122,7.189824558880018,7.507794640198696,7.679480099505446,7.599912842187128
PEX5,5.013462259806563,4.842978831788326,4.733354340613827,4.694880192799191,4.921245888585589,4.578938713093386,4.867896463992655,4.972692654004264,5.205548911173033
COPS6,4.357552004618084,3.678071905112638,4.177917792195843,4.270528942380718,4.371558862611963,4.217230716220669,4.078951341394822,4.0,4.343407822297814
NPAT,7.189824558880018,7.066089190457772,6.977279923499917,6.845490050944375,7.159871336778389,6.339850002884624,7.03342300153745,7.087462841250339,6.94251450533924
DIAPH3,7.700439718141092,7.562242424221073,7.366322214245816,7.599912842187128,7.546894459887636,7.247927513443585,7.357552004618084,7.599912842187128,7.614709844115208
TRAM2,7.426264754702098,7.149747119504682,7.087462841250339,7.169925001442312,7.2761244052742375,6.870364719583405,7.266786540694901,7.417852514885898,7.330916878114617
FAM122A,5.661065479806948,5.426264754702098,5.436295119839363,5.666756591884804,5.617651119427331,5.277984747299765,5.514122260170708,5.746850183098051,5.3750394313469245
MRPL27,5.9259994185562235,5.92362461136832,5.652486494918165,5.83035674741922,5.730639955916791,5.680886920719692,5.865423978313134,6.040015678847879,5.82273014794452
MTX3,6.569855608330948,6.648177795724818,6.236492618381302,6.493455200926176,6.426264754702098,6.078951341394822,6.325530331567558,6.50303064564116,6.45450493755737
KIAA0907,6.832890014164741,6.462706750670158,6.422905742612183,6.559185865787734,6.613236954716332,6.177917792195843,6.565292520581023,6.487036080031899,6.173926931999809
ZNF277,6.845490050944375,6.768184324776926,6.583458910130768,6.857980995127572,6.857980995127572,7.768184324776926,6.639521599510833,6.658211482751795,6.727920454563199
POLR3E,5.817623257511431,5.663913842115978,5.6293566200796095,5.855491443101874,5.812498225333564,5.137503523749935,5.71699089440494,5.697662633470518,5.815063017192867
ILK,4.78135971352466,5.307428525192248,5.108524456778169,5.070389327891398,5.2890967024199895,4.694880192799191,5.329123596291566,5.108524456778169,5.141596278383818
TMA16,5.523561956057013,5.529820946528695,5.529820946528695,5.459431618637297,6.048759311919856,5.74416109557041,5.933100474931368,5.749534267669262,6.017921907997263
DYM,5.346956889378885,5.343407822297814,5.169925001442312,5.4495613746132365,5.399171093819823,5.20945336562895,5.419538891513785,5.321928094887363,5.087462841250339
FGFR1OP,5.066089190457772,4.802193216941825,4.877744249949002,4.91169158187234,5.0574502721839,4.614709844115208,5.112700132749362,5.078951341394822,5.06177619758669
MMAA,5.008988783227255,5.157852169141737,4.689299160535892,5.232660756790275,4.749534267669262,4.035623909730721,4.867896463992655,5.022367813028454,4.9818526532897405
LIX1L,4.643856189774724,4.584962500721156,4.632268215499513,4.643856189774724,4.791814071161826,3.596935142387232,4.452858964713811,4.465974464504069,4.638073837180719
AGGF1,4.121015400961366,4.153805336079036,3.817623257511431,3.700439718141092,4.357552004618084,0.0,3.8875252707415875,4.06177619758669,4.087462841250339
PLPP6,4.727920454563199,4.733354340613827,4.485426827170242,4.20163386116965,4.4329594072761065,4.791814071161826,4.672425341971495,4.38543103719352,4.672425341971495
HIST2H2AC,7.523561956057013,7.584962500721156,7.348728154231077,7.451211111832329,7.577428828035749,7.199672344836364,7.546894459887636,7.400879436282184,7.417852514885898
EIF4B,11.322491537597468,11.161761743304675,11.12347479824414,11.16804526822409,11.404609397837712,10.846273911349906,11.253256579781153,11.33371442609397,11.002111776479852
EEF1G,11.129926933510394,10.907641803665527,10.929998062609027,11.050528905530555,11.180530807344482,10.589651146514786,11.043710863347156,11.06406908038551,10.830515206976838
NUFIP2,10.389093521904474,10.156083076288681,10.181152256865566,10.14338321398982,10.378294855911891,9.805743872151618,10.265615046484458,10.253847484987404,10.130570562805426
DLD,10.47269083924278,10.44190670454224,10.28886607416582,10.356451970221755,10.482807956726667,10.217957697864113,10.512740462803498,10.378294855911891,10.367414751246828
DDX54,9.951284714966972,9.824958740528523,9.733015321685963,9.810571634741146,9.936637939002571,9.579315937580015,9.839203788096944,9.812177305514448,9.792790294301064
HLA-B,7.0,6.930737337562887,6.807354922057604,6.857980995127572,7.20945336562895,6.392317422778761,6.965784284662087,6.965784284662087,6.727920454563199
RRP9,9.459431618637296,9.3151495622563,9.262094845370179,9.377210530388552,9.485829308701904,9.03342300153745,9.348728154231077,9.394462694610317,9.111135670234708
ELAC2,9.238404739325079,9.192292814470767,9.036173612553485,9.20945336562895,9.370687406807217,8.948367231584678,9.129283016944967,9.154818109052105,9.090112419664289
SPEN,7.622051819456376,7.554588851677638,7.366322214245816,7.546894459887636,7.562242424221073,6.94251450533924,7.451211111832329,7.577428828035749,7.569855608330948
HIP1R,7.417852514885898,7.400879436282184,7.098032082960526,7.20945336562895,7.303780748177103,6.532940288372874,7.139551352398794,7.285402218862249,7.159871336778389
FAR1,9.375039431346925,9.252665432450248,9.131856960608793,9.179909090014934,9.333155350310616,9.049848549450562,9.167418145831737,9.335390354693924,9.179909090014934
MRPS5,9.346513733165635,9.370687406807217,9.147204924942228,9.426264754702098,9.361943773735241,9.00842862207058,9.204571144249204,9.44086916761087,9.20945336562895
UBE2M,8.994353436858859,8.897845456005511,8.791162888555018,9.025139562278508,9.005624549193879,8.63662462054365,8.912889336229961,8.957102041562287,8.658211482751796
NDC80,9.417852514885897,9.159871336778389,9.14210705730255,9.243173983472952,9.339850002884624,8.888743248898258,9.31741261376487,9.226412192788786,9.174925682500678
TRA2B,8.442943495848729,8.353146825498083,8.243173983472952,8.29920801838728,8.558420713268664,7.918863237274595,8.348728154231077,8.370687406807217,8.060695931687555
MORF4L2,8.707359132080883,8.672425341971495,8.672425341971495,8.611024797307353,8.848622940429339,8.321928094887362,8.968666793195208,8.64745842645492,8.734709620225837
NOL7,9.084808387804362,9.044394119358454,8.88264304936184,8.7714894695006,9.095397022792557,8.661778097771988,9.041659151637214,8.954196310386875,8.997179480937621
MRPL22,8.370687406807217,8.357552004618084,8.164906926675688,8.370687406807217,8.366322214245816,8.0,8.144658242831882,8.361943773735241,8.262094845370179
CEP85,7.562242424221073,7.339850002884624,7.266786540694901,7.357552004618084,7.467605550082998,6.794415866350106,7.219168520462161,7.434628227636725,7.189824558880018
CDYL,8.353146825498083,8.179909090014934,8.159871336778389,8.144658242831882,8.357552004618084,7.954196310386875,8.848622940429339,8.383704292474052,8.134426320220927
TGOLN2,8.113742166049189,8.087462841250339,7.912889336229962,7.86418614465428,8.08214904135387,7.636624620543649,8.124121311829187,7.977279923499917,8.144658242831882
GOLPH3,8.787902559391432,8.717676423066395,8.550746785383243,8.703903573444663,8.74819284958946,8.550746785383243,8.588714635582264,8.83605035505807,8.62935662007961
NDUFA4,8.39231742277876,8.330916878114618,8.194756854422248,8.370687406807217,8.672425341971495,7.467605550082998,8.348728154231077,8.321928094887362,8.257387842692651
R3HDM1,7.651051691178928,7.426264754702098,7.577428828035749,7.531381460516312,7.562242424221073,6.882643049361842,7.539158811108031,7.357552004618084,7.357552004618084
SLC38A5,7.7615512324444795,7.845490050944375,7.562242424221073,7.7414669864011465,7.839203788096944,6.965784284662087,7.584962500721156,7.906890595608519,7.459431618637297
CLEC16A,7.7414669864011465,7.7073591320808825,7.531381460516312,7.7073591320808825,7.727920454563199,7.285402218862249,7.651051691178928,7.7414669864011465,7.6653359171851765
FBXL12,6.768184324776926,6.39746072605472,6.452858964713811,6.700439718141092,6.672425341971495,6.487036080031899,6.462706750670158,6.475733430966398,6.339850002884624
INTS2,7.108524456778169,6.930737337562887,6.870364719583405,7.098032082960526,7.066089190457772,6.870364719583405,6.845490050944375,7.159871336778389,6.870364719583405
LANCL2,5.06177619758669,5.19377174339668,5.026800059343715,5.405992359675837,5.221103725367875,3.643856189774725,5.3750394313469245,5.044394119358453,5.274261661257048
CENPM,6.9886846867721655,6.954196310386875,7.159871336778389,7.05528243550119,7.2384047393250786,6.768184324776926,7.417852514885898,7.044394119358453,7.285402218862249
RIOK1,7.434628227636725,7.20945336562895,7.266786540694901,7.257387842692652,7.303780748177103,6.794415866350106,7.426264754702098,7.219168520462161,7.22881869049588
PANK1,7.139551352398794,6.882643049361842,6.870364719583405,6.965784284662087,7.066089190457772,5.809928865721431,6.820178962415188,7.129283016944966,6.7414669864011465
RPP30,6.290940402403678,6.300123724569014,6.133399125417198,6.359310316890443,6.509379148914689,6.459431618637297,6.47735352663456,6.277984747299765,6.318316841334983
ATP6V1F,5.232660756790275,5.074676686294496,5.197708157955851,5.703211467391146,5.683696454306515,4.862947248020921,5.388878338811989,5.478971805032942,5.436295119839363
DCUN1D5,7.6865005271832185,7.672425341971495,7.531381460516312,7.807354922057604,7.7414669864011465,6.623515741490549,7.734709620225838,7.569855608330948,7.442943495848728
RABGGTB,5.840463233869542,5.551516017628014,5.292781749227846,5.842978831788326,5.872828759534886,5.649615459063409,5.746850183098051,5.7251958172266635,5.614709844115208
CIZ1,3.263034405833794,3.3362833878644325,2.867896463992655,2.584962500721156,2.925999418556223,0.0,3.070389327891398,2.944858445807539,2.9068905956085187
INO80C,6.357552004618084,6.0,5.970393537914677,6.068240861312821,6.098032082960526,5.504620392403552,5.899659026377443,5.902073579310743,5.904484097901423
FCF1,5.96116025813664,5.733354340613827,5.581953750848818,5.7114949066500875,5.776103988073165,5.19377174339668,5.730639955916791,5.807354922057604,6.002252451731379
HGSNAT,5.409390936137702,4.867896463992655,4.954196310386875,4.5668151540108965,5.149747119504682,5.232660756790275,4.608809242675524,4.802193216941825,4.882643049361842
MAPK9,5.807354922057604,5.38543103719352,5.392317422778761,5.412781525338476,5.58796498888268,4.921245888585589,5.412781525338476,5.623515741490549,5.560714954474479
CABIN1,5.517275693209582,5.475733430966398,5.232660756790275,5.177917792195843,5.357552004618084,5.078951341394822,5.2630344058337934,5.161887682376894,5.697662633470518
FAM177A1,6.526694845541976,6.517275693209582,6.394033895367782,6.5109619192773796,6.362820525534263,5.79960542245267,6.592457037268081,6.325530331567558,6.4741115139424075
RPS29,6.022367813028454,5.678071905112637,6.261154672615572,5.867896463992655,6.0895828931247085,5.789207575347344,6.149747119504682,5.894817763307944,6.261154672615572
GPAM,4.321928094887363,4.478971805032942,4.129283016944966,4.472487771462744,4.491853096329675,4.560714954474479,4.285402218862249,4.137503523749935,4.343407822297814
SLC39A1,3.3074285251922473,2.944858445807539,2.786596361890807,2.765534746362977,2.608809242675524,3.700439718141092,2.944858445807539,2.7441610955704103,3.1858665453113337
PRMT9,3.1858665453113337,3.5360529002402097,3.2479275134435857,3.2479275134435857,3.8379432418910273,0.0,3.4329594072761065,3.2479275134435857,3.765534746362977
USP3,4.177917792195843,4.185866545311334,4.596935142387232,4.177917792195843,4.560714954474479,3.350497247084133,4.37851162325373,4.19377174339668,4.4329594072761065
DDX5,11.084144010615145,10.91513244895065,10.869593843240784,10.980853606379736,11.097373768990222,10.589651146514786,10.980853606379736,10.973697366305352,10.773963368433558
EIF5A,10.93737382019215,10.838416075797337,10.723660944409984,10.980853606379736,11.029977346589579,10.389093521904474,10.838416075797337,10.944712061043486,10.52258153125483
HNRNPA3,10.512740462803498,10.367414751246828,10.16867211813223,10.345405246717796,10.378294855911891,9.961449694398196,10.16867211813223,10.452241240430817,10.265615046484458
HMGCS1,11.174301544467632,10.715104009236168,11.097373768990222,10.987974524296153,11.161761743304675,10.66266837551754,11.34485068394299,10.966505451905741,10.861862340059151
RPS4X,11.136350341454156,10.93737382019215,10.922584402713664,11.036860446673046,11.223398414711628,10.790348496751914,11.136350341454156,11.070791809423062,10.822570830950168
RPL6,10.952013164889486,10.782179193831208,10.740624044489413,10.7657004876511,10.91513244895065,10.43149760425805,10.959277505720502,10.790348496751914,10.62662165235837
PPP1R8,9.611024797307353,9.535275376620802,9.400879436282183,9.64565843240871,9.643856189774725,9.116343961237469,9.447083226209653,9.620219825507487,9.264442600226602
RPL10A,10.502831804066744,10.47269083924278,10.617467465294196,10.452241240430817,10.59898297103609,10.389093521904474,10.697836357962377,10.389093521904474,10.52258153125483
RPL31,10.265615046484458,10.037546953962178,10.378294855911891,10.00982861736811,10.30035256032822,10.091435386323607,10.561287945164828,9.995767150877802,10.205793249397157
AATF,8.113742166049189,8.214319120800766,8.280770770130603,8.159871336778389,8.243173983472952,8.03342300153745,8.276124405274238,8.022367813028454,8.353146825498083
TTC4,7.960001932068081,7.693486957499325,7.592457037268081,7.727920454563199,7.851749041416057,7.636624620543649,7.622051819456376,7.721099188707186,7.442943495848728
STARD7,8.092757140919852,7.888743248898259,7.888743248898259,7.965784284662087,8.189824558880018,7.700439718141092,8.016808287686555,8.03342300153745,8.022367813028454
RIOK2,7.954196310386875,7.787902559391432,7.734709620225838,7.7481928495894605,7.826548487290915,7.693486957499325,7.948367231584678,7.888743248898259,7.870364719583405
COG8,7.467605550082998,7.417852514885898,7.087462841250339,7.330916878114617,7.294620748891627,6.794415866350106,7.169925001442312,7.426264754702098,7.417852514885898
BCL7B,5.013462259806563,4.77082904603249,4.812498225333564,4.465974464504069,5.017921907997263,3.944858445807539,4.986410935252045,5.026800059343715,5.044394119358453
UFC1,6.754887502163468,6.658211482751795,6.700439718141092,6.727920454563199,6.651051691178928,6.205548911173033,6.7414669864011465,6.534497433738168,6.4329594072761065
URB2,6.334496768390418,6.2384047393250786,6.048759311919856,6.224966365000275,6.259272487037594,5.8604662585171665,6.118941072723508,6.338067797542616,6.203592714207708
CD48,8.39231742277876,8.357552004618084,8.179909090014934,8.266786540694902,8.388017285345136,7.800899899920305,8.238404739325079,8.348728154231077,8.066089190457772
SENP3,6.7414669864011465,6.700439718141092,6.4495613746132365,6.768184324776926,6.658211482751795,6.404290064444837,6.4741115139424075,6.845490050944375,6.807354922057604
SUV39H1,4.608809242675524,4.426264754702098,4.177917792195843,4.584962500721156,4.035623909730721,3.655351828612554,4.37851162325373,4.350497247084133,4.2630344058337934
NPM3,6.2630344058337934,6.399171093819823,6.5668151540108965,6.501439145158873,6.627898615871748,5.504620392403552,6.636624620543649,6.416164164733128,6.323730337521348
TIMMDC1,6.1147834472498515,6.139551352398794,5.736063627871814,5.92362461136832,5.94251450533924,5.727920454563199,5.675251386050259,6.002252451731379,5.825276830054866
NDFIP1,7.366322214245816,7.2761244052742375,7.392317422778761,7.285402218862249,7.321928094887363,6.918863237274595,7.366322214245816,7.159871336778389,7.499845887083206
HECTD3,2.8875252707415875,3.0,2.584962500721156,3.4594316186372973,2.84799690655495,0.0,3.1043366598147357,2.84799690655495,2.867896463992655
TRAPPC2B,4.738767836800191,4.649615459063409,4.439623137557117,4.608809242675524,4.643856189774724,3.990954860396993,4.329123596291566,4.791814071161826,4.523561956057013
INO80B-WBP1,3.711494906650088,2.944858445807539,3.321928094887362,3.3362833878644325,3.321928094887362,0.0,2.867896463992655,2.944858445807539,3.7548875021634687
RAD9A,4.7114949066500875,4.626439136697315,4.270528942380718,4.596935142387232,4.749534267669262,5.185866545311334,4.452858964713811,4.504620392403552,4.578938713093386
THG1L,6.316507819103109,6.343407822297814,6.197708157955851,6.457791260256042,6.38543103719352,6.112700132749362,6.300123724569014,6.098032082960526,6.246027980528104
STX3,4.727920454563199,4.71699089440494,4.300123724569014,4.371558862611963,4.7114949066500875,4.504620392403552,4.343407822297814,4.578938713093386,4.578938713093386
KMT2E,4.529820946528695,3.990954860396993,3.867896463992655,4.285402218862249,4.285402218862249,4.940166750482817,4.24031432933371,4.078951341394822,4.247927513443585
CD46,5.300123724569014,5.596935142387232,5.221103725367875,5.412781525338476,5.694880192799191,4.8529975876133165,5.426264754702098,5.465974464504069,5.614709844115208
TNRC6A,5.3110671022555955,5.339850002884624,5.141596278383818,5.504620392403552,5.542258049766918,4.8529975876133165,5.20945336562895,5.104336659814735,5.325530331567558
RLIM,4.350497247084133,4.217230716220669,4.145677455195635,3.8579809951275723,4.38543103719352,4.070389327891398,4.343407822297814,4.343407822297814,4.554588851677638
FKBP7,3.0,3.232660756790275,2.137503523749935,2.232660756790275,3.1043366598147357,0.0,2.584962500721156,3.572889668420581,2.8875252707415875
CSTF2T,7.651051691178928,7.6293566200796095,7.426264754702098,7.6293566200796095,7.7414669864011465,7.129283016944966,7.392317422778761,7.6653359171851765,7.577428828035749
RPL35,10.07815080773465,9.89178370321831,9.86418614465428,9.936637939002571,10.117643101389092,9.57553924683453,10.07815080773465,9.90388184573618,9.74819284958946
APRT,8.682994583681683,8.625708843064466,8.467605550082997,8.90388184573618,8.794415866350105,8.233619676759702,8.515699838284043,8.72451385311995,8.247927513443585
TSNAX,9.199672344836364,9.199672344836364,8.98299357469431,9.194756854422248,9.310612781659529,8.784634845557521,8.997179480937621,9.321928094887362,8.851749041416058
MLH1,9.342074667999139,9.20212382383046,9.118941072723507,9.303780748177102,9.381542951184585,8.826548487290914,9.214319120800766,9.303780748177102,8.885696373339394
OSTF1,8.679480099505446,8.581200581924957,8.45532722030456,8.74819284958946,8.73809225962049,8.276124405274238,8.417852514885897,8.778077129535358,8.51175265376738
MRPS26,8.89178370321831,8.74819284958946,8.562242424221072,8.734709620225837,8.78135971352466,8.487840033823051,8.471675214392045,8.951284714966972,8.679480099505446
GLYR1,6.400879436282184,6.4379600883344725,6.281698250098829,6.556122817841175,6.540709262671431,5.880195728943098,6.493455200926176,6.314696525656286,6.4741115139424075
MARK3,8.379378367071261,8.276124405274238,8.087462841250339,8.321928094887362,8.308339030139408,7.994353436858858,8.087462841250339,8.335390354693924,8.038918989292302
METTL3,6.407692648665677,6.332707933640605,6.301953395126096,6.102238193930738,6.309248960816616,6.04220656012069,6.369815424283912,6.149747119504682,6.37851162325373
MRPL9,8.31741261376487,8.312882955284355,8.103287808412022,8.280770770130603,8.375039431346925,7.924812503605781,8.169925001442312,8.348728154231077,8.280770770130603
RSL24D1,7.700439718141092,7.459431618637297,7.483815777264256,7.442943495848728,7.577428828035749,7.098032082960526,7.7073591320808825,7.569855608330948,7.562242424221073
EAF1,8.714245517666123,8.654636028527968,8.499845887083206,8.707359132080883,8.721099188707186,8.214319120800766,8.727920454563199,8.614709844115207,8.618385502258606
METTL5,7.734709620225838,7.523561956057013,7.483815777264256,7.658211482751795,7.658211482751795,7.483815777264256,7.700439718141092,7.679480099505446,7.577428828035749
SPTY2D1,5.575917361118149,5.266786540694901,5.221103725367875,5.157852169141737,5.532940288372874,5.954196310386875,4.791814071161826,5.318316841334983,4.882643049361842
LAMTOR5,5.332707933640605,5.475733430966398,5.666756591884804,5.554588851677638,5.58796498888268,5.325530331567558,5.536052900240209,5.281698250098829,5.675251386050259
NBR1,4.7865963618908065,4.590961241342599,4.364572432295856,4.452858964713811,4.399171093819823,4.578938713093386,4.812498225333564,4.7114949066500875,4.498250867527825
FEM1B,4.882643049361842,4.491853096329675,4.765534746362977,4.672425341971495,5.0,4.06177619758669,4.638073837180719,4.672425341971495,4.472487771462744
LRCH4,4.292781749227846,4.20163386116965,3.8972404255747994,4.0,3.643856189774725,4.329123596291566,4.137503523749935,3.9354597478052895,4.24031432933371
COX7B,6.0895828931247085,6.141596278383818,5.872828759534886,6.106432077816929,6.224966365000275,4.832890014164741,5.897240425574799,6.181897643108388,6.135452784185173
CPEB4,6.930737337562887,6.78135971352466,6.714245517666122,6.870364719583405,7.044394119358453,6.230741002626909,6.794415866350106,6.794415866350106,6.807354922057604
MKLN1,6.714245517666122,6.509379148914689,6.586464525886388,6.700439718141092,6.807354922057604,6.04220656012069,6.794415866350106,6.754887502163468,6.50303064564116
ETV6,3.643856189774725,3.8379432418910273,3.655351828612554,3.733354340613827,3.84799690655495,3.4462562298895643,3.963474123974886,3.8278190246173196,4.255500733148386
MECR,4.817623257511431,4.608809242675524,4.602884408718419,4.419538891513785,4.84799690655495,5.24031432933371,4.426264754702098,4.224966365000275,5.137503523749935
TAF7,6.013462259806563,5.949534933017012,5.768184324776926,5.812498225333564,5.965784284662087,5.514122260170708,5.91169158187234,5.749534267669262,5.765534746362977
NCL,13.22143607744528,13.1722712290547,12.989217079314361,13.142266638635702,13.287856641840545,12.673088192909363,13.10345174171609,13.184720405997767,12.891973519025555
HIST3H2BB,9.224001674198105,9.296916206879288,8.985841937003341,9.044394119358454,9.216745858195306,8.857980995127573,9.055282435501189,9.152284842306582,9.116343961237469
RPL12,10.995060467032719,10.814582465906277,10.854089179870574,10.740624044489413,11.06406908038551,10.671541066711884,11.050528905530555,10.822570830950168,10.798471801101618
DNAJA1,10.723660944409984,10.378294855911891,10.723660944409984,10.52258153125483,10.644757592516257,10.43149760425805,10.846273911349906,10.482807956726667,10.570804437724497
HMGB2,11.556026992724677,11.635264656539514,11.26502894245816,11.355901638328417,11.49235394515987,10.884933647949762,11.229419688230417,11.34485068394299,11.28828934218097
API5,10.7657004876511,10.706496018061188,10.542064542283443,10.854089179870574,10.846273911349906,9.948367231584678,10.532355925288847,10.830515206976838,10.28886607416582
RPL23A,11.16804526822409,10.973697366305352,11.110483309816226,10.93737382019215,11.129926933510394,10.782179193831208,11.33371442609397,10.944712061043486,11.043710863347156
RPS11,11.110483309816226,10.892542816648552,10.892542816648552,11.057314877782703,11.270879295328784,10.91513244895065,11.14274527675153,11.09077405464075,10.635718120331047
RPL34,10.542064542283443,10.378294855911891,10.367414751246828,10.378294855911891,10.59898297103609,10.14338321398982,10.59898297103609,10.378294855911891,10.30035256032822
SRSF10,9.400879436282183,9.366322214245816,9.169925001442312,9.398743691938193,9.505811553919594,8.873444112515376,9.14210705730255,9.44086916761087,9.038918989292302
CCDC88C,9.055282435501189,8.774787059601174,8.72451385311995,8.879583249612784,8.954196310386875,8.618385502258606,8.717676423066395,8.977279923499916,8.888743248898258
RPL37A,10.156083076288681,9.831307243802051,9.824958740528523,9.94251450533924,10.117643101389092,9.89026427702111,10.117643101389092,9.915879378835774,9.663558104217273
ABCF3,9.377210530388552,9.189824558880018,9.144658242831882,9.422064766172813,9.403012023574997,8.933690654952233,9.157346935362844,9.29232163280204,9.08214904135387
PFDN2,10.30035256032822,10.10459875356437,10.07815080773465,10.217957697864113,10.33427328530719,9.642051692927977,10.064742764750257,10.356451970221755,9.828136484194108
SF3A2,9.831307243802051,9.726218159332198,9.5980525001616,9.691743519171276,9.870364719583405,8.997179480937621,9.688250309133178,9.702172685365548,9.308339030139408
MRPL46,8.224001674198105,8.179909090014934,7.994353436858858,8.219168520462162,8.233619676759702,7.994353436858858,8.027905996569885,8.219168520462162,8.071462362556623
RPL36,9.337621901992508,9.129283016944967,9.105908508571158,9.154818109052105,9.339850002884624,8.845490050944376,9.233619676759702,9.250298417906333,8.994353436858859
ESF1,8.0,7.94251450533924,8.066089190457772,7.845490050944375,8.098032082960527,7.622051819456376,8.179909090014934,7.870364719583405,7.977279923499917
COPS7B,6.187846909439575,6.118941072723508,5.83035674741922,5.8604662585171665,6.0574502721839,4.392317422778761,5.92362461136832,6.20945336562895,6.03342300153745
PNISR,8.569855608330947,8.672425341971495,8.339850002884624,8.379378367071261,8.573647187493322,8.219168520462162,8.558420713268664,8.519636252843213,8.558420713268664
PPP2R5E,7.523561956057013,7.357552004618084,7.219168520462161,7.330916878114617,7.491853096329675,7.257387842692652,7.108524456778169,7.499845887083206,7.392317422778761
CKS1B,8.88264304936184,8.734709620225837,8.784634845557521,8.651051691178928,8.930737337562887,8.573647187493322,8.933690654952233,8.703903573444663,8.751544059089099
CMIP,7.515699838284043,7.22881869049588,7.366322214245816,7.3750394313469245,7.592457037268081,7.2384047393250786,7.592457037268081,7.475733430966398,7.7414669864011465
GFER,4.277984747299765,4.232660756790275,4.06177619758669,4.277984747299765,4.694880192799191,3.733354340613827,4.217230716220669,5.083213368248981,4.797012977836145
KIF20B,7.78135971352466,7.562242424221073,7.546894459887636,7.475733430966398,7.78135971352466,7.139551352398794,7.6653359171851765,7.554588851677638,7.7073591320808825
UMPS,7.03342300153745,7.622051819456376,7.813781191217037,7.515699838284043,7.491853096329675,7.22881869049588,7.900866807980749,7.266786540694901,7.826548487290915
CHD1L,7.266786540694901,6.977279923499917,6.94251450533924,7.022367813028454,7.169925001442312,7.515699838284043,7.022367813028454,6.930737337562887,6.965784284662087
MRPL28,7.257387842692652,7.149747119504682,7.169925001442312,7.139551352398794,6.965784284662087,6.870364719583405,7.118941072723508,6.894817763307944,7.2384047393250786
PTTG1,6.149747119504682,5.855491443101874,5.92362461136832,5.906890595608519,6.213347281733441,5.7251958172266635,5.906890595608519,5.958842675243241,5.92362461136832
SYCE1,6.417852514885898,6.19377174339668,6.189824558880018,6.078951341394822,6.155830171556525,6.266786540694901,6.4329594072761065,6.035623909730721,6.4741115139424075
TSR2,5.7414669864011465,5.74416109557041,5.439623137557117,5.436295119839363,5.666756591884804,5.19377174339668,5.364572432295856,5.491853096329675,5.752213367865143
EMC10,6.563768278452033,6.261154672615572,6.336283387864432,6.441284271927038,6.578938713093386,5.892391025913404,6.345183447187665,6.4379600883344725,6.424586226251101
SFT2D3,5.675251386050259,5.617651119427331,5.4495613746132365,5.277984747299765,5.4495613746132365,6.050936965225225,5.678071905112637,5.419538891513785,5.652486494918165
GALT,4.412781525338476,4.232660756790275,4.357552004618084,4.20945336562895,4.504620392403552,0.0,3.9354597478052895,4.026800059343715,4.364572432295856
TOR1A,6.517275693209582,6.5219929564016725,6.2384047393250786,6.303780748177103,6.462706750670158,6.106432077816929,6.424586226251101,6.348728154231077,6.551516017628014
POLR2L,5.954196310386875,6.004501392234941,6.1147834472498515,6.285402218862249,6.469234793667656,1.584962500721156,6.334496768390418,6.112700132749362,5.825276830054866
EEF1D,10.91513244895065,10.689124404913258,10.66266837551754,10.749031382040204,10.900112062977456,10.399811959325685,10.861862340059151,10.782179193831208,10.644757592516257
RPS14,9.768184324776927,9.586839787961827,9.489847960439297,9.562242424221072,9.727920454563199,9.403012023574997,9.556506054671928,9.658211482751796,9.394462694610317
RPS16,11.366868586167094,11.14274527675153,11.129926933510394,11.205182326228643,11.446566409066067,10.7657004876511,11.34485068394299,11.229419688230417,11.023061249735335
G3BP2,8.31741261376487,8.233619676759702,8.08214904135387,8.199672344836364,8.357552004618084,7.820178962415188,8.149747119504681,8.344295907915816,8.103287808412022
RRP15,9.278449458220482,9.194756854422248,9.038918989292302,9.116343961237469,9.353146825498083,8.339850002884624,9.18239435340453,9.29232163280204,8.807354922057604
RRP36,7.330916878114617,7.22881869049588,7.087462841250339,7.266786540694901,7.417852514885898,7.011227255423254,7.087462841250339,7.348728154231077,7.169925001442312
CMPK1,8.689997971419446,8.774787059601174,8.861086905995395,8.927777962082342,8.918863237274595,8.483815777264256,8.86418614465428,8.622051819456376,8.679480099505446
FPGS,7.257387842692652,6.954196310386875,6.832890014164741,6.906890595608519,7.066089190457772,6.459431618637297,6.714245517666122,6.870364719583405,6.894817763307944
SSNA1,8.50382573799575,8.280770770130603,8.262094845370179,8.426264754702098,8.50382573799575,7.577428828035749,8.199672344836364,8.49585502688717,8.290018846932618
TRIM26,7.149747119504682,6.78135971352466,6.7414669864011465,6.870364719583405,6.977279923499917,5.88508622529017,6.857980995127572,6.78135971352466,6.754887502163468
CD97,7.219168520462161,7.149747119504682,6.977279923499917,7.129283016944966,7.20945336562895,6.635173946674924,6.882643049361842,7.219168520462161,7.03342300153745
